Source.Name,Column1,Column2,Column3,Column4,INTERNATIONAL,Column6,Column7,Column8,Column9
20220101095002pdf_1-14 Januari 2022.pdf,NO,LOCATION,CITY,IATA CODE,FLIGHT PRICE,"DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE
ONE TIME CUSTOMER","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE",
20220101095002pdf_1-14 Januari 2022.pdf,,,,,,(incl. VAT+Gov Tax),(incl. VAT+Gov Tax),(incl. VAT+Gov Tax),
20220101095002pdf_1-14 Januari 2022.pdf,,,,,(USCents / Liter),(Rp / Liter),(Rp / Liter),(USCents / Liter),
20220315082004pdf_15-31 Maret 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,"97,00","15.199,34","15.240,68","105,78",
20220315082004pdf_15-31 Maret 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,"98,70","15.585,39","15.627,78","108,42",
20220315082004pdf_15-31 Maret 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,"96,30","15.078,01","15.119,02","104,90",
20220315082004pdf_15-31 Maret 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,"98,50","15.475,09","15.517,18","107,65",
20220315082004pdf_15-31 Maret 2022.pdf,67,BINAKA,GUNUNGSITOLI,GNS,"96,30","15.078,01","15.119,02","104,90",0
20220315082004pdf_15-31 Maret 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,"97,30","15.232,43","15.273,86","106,00",0
20220315082004pdf_15-31 Maret 2022.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,"100,60","15.728,78","15.771,56","109,42",0
20220315082004pdf_15-31 Maret 2022.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,"94,50","14.791,23","14.831,46","102,91",
20220315082004pdf_15-31 Maret 2022.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,"100,60","15.794,96","15.837,92","109,86",
20220315082004pdf_15-31 Maret 2022.pdf,72,BUDIARTO,CURUG,BTO,"94,40","14.769,17","14.809,34","99,93",
20220331235043pdf_1-14 April 2022.pdf,1,APT PRANOTO,SAMARINDA,AAP,,,"15.780,24","109,74",
20220331235043pdf_1-14 April 2022.pdf,2,PATTIMURA,AMBON,AMQ,,,"16.048,08","111,63",
20220331235043pdf_1-14 April 2022.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,,,"15.780,24","109,74",
20220331235043pdf_1-14 April 2022.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,,,"15.512,40","107,96",
20220331235043pdf_1-14 April 2022.pdf,5,FRANS KAISIEPO,BIAK,BIK,,,"16.048,08","111,63",
20220331235043pdf_1-14 April 2022.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,,,"16.327,08","113,53",
20220331235043pdf_1-14 April 2022.pdf,7,M. SALAHUDDIN,BIMA,BMU,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,,,"15.523,56","107,96",
20220331235043pdf_1-14 April 2022.pdf,9,HANG NADIM,BATAM,BTH,,,"13.923,04","96,89",
20220331235043pdf_1-14 April 2022.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,,,"14.508,00","100,95",
20220331235043pdf_1-14 April 2022.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,,,"15.635,16","108,74",
20220331235043pdf_1-14 April 2022.pdf,13,SULTAN THAHA,JAMBI,DJB,,,"16.639,56","115,75",
20220331235043pdf_1-14 April 2022.pdf,14,SENTANI,JAYAPURA,DJJ,,,"16.048,08","111,63",
20220331235043pdf_1-14 April 2022.pdf,15,NGURAH RAI,DENPASAR,DPS,,,"15.590,52","108,52",
20220331235043pdf_1-14 April 2022.pdf,16,PINANG KAMPAI,DUMAI,DUM,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,17,H. AROEBOESMAN,ENDE,ENE,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,18,JALALUDDIN,GORONTALO,GTO,,,"16.014,60","111,41",
20220331235043pdf_1-14 April 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,,,"15.199,92","105,74",
20220331235043pdf_1-14 April 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,,,"15.557,04","108,18",
20220331235043pdf_1-14 April 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,,,"16.014,60","111,41",
20220331235043pdf_1-14 April 2022.pdf,22,UTAROM,KAIMANA,KNG,,,"16.048,08","111,63",
20220331235043pdf_1-14 April 2022.pdf,23,ELTARI,KUPANG,KOE,,,"15.958,80","111,08",
20220331235043pdf_1-14 April 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,,,"16.182,00","112,64",
20220331235043pdf_1-14 April 2022.pdf,25,BUBUNG,LUWUK,LUW,,,"16.014,60","111,41",
20220331235043pdf_1-14 April 2022.pdf,26,SAM RATULANGI,MANADO,MDC,,,"16.014,60","111,41",
20220331235043pdf_1-14 April 2022.pdf,27,POLONIA,MEDAN,MES,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,28,MOPAH,MERAUKE,MKQ,,,"16.048,08","111,63",
20220331235043pdf_1-14 April 2022.pdf,29,RENDANI,MANOKWARI,MKW,,,"16.048,08","111,63",
20220331235043pdf_1-14 April 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,,,"15.612,84","108,63",
20220331235043pdf_1-14 April 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,,,"15.679,80","109,07",
20220331235043pdf_1-14 April 2022.pdf,32,WAI OTI,MAUMERE,MOF,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,33,PANIAI,NABIRE,NBX,,,"16.048,08","111,63",
20220331235043pdf_1-14 April 2022.pdf,34,RANAI,NATUNA,NTX,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,,,"15.590,52","108,52",
20220331235043pdf_1-14 April 2022.pdf,36,MINANGKABAU,PADANG,PDG,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,,,"15.947,64","110,97",
20220331235043pdf_1-14 April 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,,,"15.780,24","109,74",
20220331235043pdf_1-14 April 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,,,"15.780,24","109,74",
20220331235043pdf_1-14 April 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,,,"15.947,64","110,97",
20220331235043pdf_1-14 April 2022.pdf,42,MUTIARA,PALU,PLW,,,"16.014,60","111,41",
20220331235043pdf_1-14 April 2022.pdf,43,SUPADIO,PONTIANAK,PNK,,,"15.780,24","109,74",
20220331235043pdf_1-14 April 2022.pdf,44,H. ASAN,SAMPIT,SMQ,,,"15.780,24","109,74",
20220331235043pdf_1-14 April 2022.pdf,45,ADISUMARMO,SOLO,SOC,,,"15.635,16","108,74",
20220331235043pdf_1-14 April 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,,,"16.048,08","111,63",
20220331235043pdf_1-14 April 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,,,"15.356,16","106,85",
20220331235043pdf_1-14 April 2022.pdf,48,JUANDA,SURABAYA,SUB,,,"14.976,72","104,18",
20220331235043pdf_1-14 April 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,,,"15.646,32","108,85",
20220331235043pdf_1-14 April 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,,,"16.014,60","111,41",
20220331235043pdf_1-14 April 2022.pdf,52,JUWATA,TARAKAN,TRK,,,"15.780,24","109,74",
20220331235043pdf_1-14 April 2022.pdf,52,BABULLAH,TERNATE,TTE,,,"16.048,08","111,63",
20220331235043pdf_1-14 April 2022.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,,,"15.646,32","108,85",
20220331235043pdf_1-14 April 2022.pdf,54,MAU HAU,WAINGAPU,WGP,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),,,"15.757,92","109,63",
20220331235043pdf_1-14 April 2022.pdf,56,DUMATUBUN,TUAL,LUV,,,"16.427,52","114,31",
20220331235043pdf_1-14 April 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,,,"15.847,20","110,30",
20220331235043pdf_1-14 April 2022.pdf,58,KALIMARAU,BERAU,BEJ,,,"15.780,24","109,74",
20220331235043pdf_1-14 April 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,,,"16.014,60","111,41",
20220331235043pdf_1-14 April 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,,,"15.523,56","107,96",
20220331235043pdf_1-14 April 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,,,"16.126,20","112,19",
20220331235043pdf_1-14 April 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,,,"16.048,08","111,63",
20220331235043pdf_1-14 April 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,,,"16.438,68","114,31",
20220331235043pdf_1-14 April 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,,,"15.925,32","110,74",
20220331235043pdf_1-14 April 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,,,"16.327,08","113,64",
20220331235043pdf_1-14 April 2022.pdf,67,BINAKA,"GUNUNGSITOLI",GNS,,,"15.925,32","110,74",0
20220331235043pdf_1-14 April 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,,,"16.081,56","111,86",0
20220331235043pdf_1-14 April 2022.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,,,"16.583,76","115,42",0
20220331235043pdf_1-14 April 2022.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,,,"15.635,16","108,74",
20220331235043pdf_1-14 April 2022.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,,,"16.650,72","115,86",
20220331235043pdf_1-14 April 2022.pdf,72,BUDIARTO,CURUG,BTO,,,"15.612,84","105,74",
20220414213730pdf_15-30 APRIL 2022.pdf,1,APT PRANOTO,SAMARINDA,AAP,101.50,"16,016.07","16,059.24",111.52,
20220414213730pdf_15-30 APRIL 2022.pdf,2,PATTIMURA,AMBON,AMQ,103.10,"16,283.19","16,327.08",113.41,
20220414213730pdf_15-30 APRIL 2022.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,101.50,"16,016.07","16,059.24",111.52,
20220414213730pdf_15-30 APRIL 2022.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,99.80,"15,748.95","15,791.40",109.74,
20220414213730pdf_15-30 APRIL 2022.pdf,5,FRANS KAISIEPO,BIAK,BIK,103.10,"16,283.19","16,327.08",113.41,
20220414213730pdf_15-30 APRIL 2022.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,104.10,"16,561.44","16,606.08",115.31,
20220414213730pdf_15-30 APRIL 2022.pdf,7,M. SALAHUDDIN,BIMA,BMU,102.30,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,99.90,"15,760.08","15,802.56",109.74,
20220414213730pdf_15-30 APRIL 2022.pdf,9,HANG NADIM,BATAM,BTH,99.40,"14,132.27","14,174.54",98.39,
20220414213730pdf_15-30 APRIL 2022.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,102.40,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,93.50,"14,747.25","14,787.00",102.73,
20220414213730pdf_15-30 APRIL 2022.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,100.60,"15,871.38","15,914.16",110.52,
20220414213730pdf_15-30 APRIL 2022.pdf,13,SULTAN THAHA,JAMBI,DJB,106.10,"16,873.08","16,918.56",117.53,
20220414213730pdf_15-30 APRIL 2022.pdf,14,SENTANI,JAYAPURA,DJJ,103.10,"16,283.19","16,327.08",113.41,
20220414213730pdf_15-30 APRIL 2022.pdf,15,NGURAH RAI,DENPASAR,DPS,100.20,"15,826.86","15,869.52",110.30,
20220414213730pdf_15-30 APRIL 2022.pdf,16,PINANG KAMPAI,DUMAI,DUM,102.40,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,17,H. AROEBOESMAN,ENDE,ENE,102.30,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,18,JALALUDDIN,GORONTALO,GTO,102.90,"16,249.80","16,293.60",113.19,
20220414213730pdf_15-30 APRIL 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,97.80,"15,437.31","15,478.92",107.52,
20220414213730pdf_15-30 APRIL 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,100.10,"15,793.47","15,836.04",109.96,
20220414213730pdf_15-30 APRIL 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,102.90,"16,249.80","16,293.60",113.19,
20220414213730pdf_15-30 APRIL 2022.pdf,22,UTAROM,KAIMANA,KNG,103.10,"16,283.19","16,327.08",113.41,
20220414213730pdf_15-30 APRIL 2022.pdf,23,ELTARI,KUPANG,KOE,102.80,"16,194.15","16,237.80",112.86,
20220414213730pdf_15-30 APRIL 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,103.90,"16,416.75","16,461.00",114.31,
20220414213730pdf_15-30 APRIL 2022.pdf,25,BUBUNG,LUWUK,LUW,102.90,"16,249.80","16,293.60",113.19,
20220414213730pdf_15-30 APRIL 2022.pdf,26,SAM RATULANGI,MANADO,MDC,102.90,"16,249.80","16,293.60",113.19,
20220414213730pdf_15-30 APRIL 2022.pdf,27,POLONIA,MEDAN,MES,102.40,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,28,MOPAH,MERAUKE,MKQ,103.10,"16,283.19","16,327.08",113.41,
20220414213730pdf_15-30 APRIL 2022.pdf,29,RENDANI,MANOKWARI,MKW,103.10,"16,283.19","16,327.08",113.41,
20220414213730pdf_15-30 APRIL 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,100.40,"15,849.12","15,891.84",110.41,
20220414213730pdf_15-30 APRIL 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,100.80,"15,915.90","15,958.80",110.85,
20220414213730pdf_15-30 APRIL 2022.pdf,32,WAI OTI,MAUMERE,MOF,102.30,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,33,PANIAI,NABIRE,NBX,103.10,"16,283.19","16,327.08",113.41,
20220414213730pdf_15-30 APRIL 2022.pdf,34,RANAI,NATUNA,NTX,102.40,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,100.20,"15,826.86","15,869.52",110.30,
20220414213730pdf_15-30 APRIL 2022.pdf,36,MINANGKABAU,PADANG,PDG,102.40,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,102.50,"16,183.02","16,226.64",112.75,
20220414213730pdf_15-30 APRIL 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,101.50,"16,016.07","16,059.24",111.52,
20220414213730pdf_15-30 APRIL 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,102.40,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,101.50,"16,016.07","16,059.24",111.52,
20220414213730pdf_15-30 APRIL 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,102.50,"16,183.02","16,226.64",112.75,
20220414213730pdf_15-30 APRIL 2022.pdf,42,MUTIARA,PALU,PLW,102.90,"16,249.80","16,293.60",113.19,
20220414213730pdf_15-30 APRIL 2022.pdf,43,SUPADIO,PONTIANAK,PNK,101.50,"16,016.07","16,059.24",111.52,
20220414213730pdf_15-30 APRIL 2022.pdf,44,H. ASAN,SAMPIT,SMQ,101.50,"16,016.07","16,059.24",111.52,
20220414213730pdf_15-30 APRIL 2022.pdf,45,ADISUMARMO,SOLO,SOC,100.60,"15,871.38","15,914.16",110.52,
20220414213730pdf_15-30 APRIL 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,103.10,"16,283.19","16,327.08",113.41,
20220414213730pdf_15-30 APRIL 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,98.80,"15,593.13","15,635.16",108.63,
20220414213730pdf_15-30 APRIL 2022.pdf,48,JUANDA,SURABAYA,SUB,96.40,"15,214.71","15,255.72",105.96,
20220414213730pdf_15-30 APRIL 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,99.90,"15,882.51","15,925.32",110.63,
20220414213730pdf_15-30 APRIL 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,102.80,"16,249.80","16,293.60",113.19,
20220414213730pdf_15-30 APRIL 2022.pdf,51,JUWATA,TARAKAN,TRK,101.50,"16,016.07","16,059.24",111.52,
20220414213730pdf_15-30 APRIL 2022.pdf,52,BABULLAH,TERNATE,TTE,103.10,"16,283.19","16,327.08",113.41,
20220414213730pdf_15-30 APRIL 2022.pdf,53,HASANUDDIN,"UJUNG PANDANG",UPG,"100.60","15,882.51","15,925.32",110.63,
20220414213730pdf_15-30 APRIL 2022.pdf,54,MAU HAU,WAINGAPU,WGP,102.30,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),101.10,"15,993.81","16,036.92",111.41,
20220414213730pdf_15-30 APRIL 2022.pdf,56,DUMATUBUN,TUAL,LUV,105.70,"16,661.61","16,706.52",116.09,
20220414213730pdf_15-30 APRIL 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,101.80,"16,082.85","16,126.20",112.08,
20220414213730pdf_15-30 APRIL 2022.pdf,58,KALIMARAU,BERAU,BEJ,101.50,"16,016.07","16,059.24",111.52,
20220414213730pdf_15-30 APRIL 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,102.90,"16,249.80","16,293.60",113.19,
20220414213730pdf_15-30 APRIL 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,99.90,"15,760.08","15,802.56",109.74,
20220414213730pdf_15-30 APRIL 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,103.60,"16,361.10","16,405.20",113.97,
20220414213730pdf_15-30 APRIL 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,102.40,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,103.10,"16,283.19","16,327.08",113.41,
20220414213730pdf_15-30 APRIL 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,104.80,"16,672.74","16,717.68",116.09,
20220414213730pdf_15-30 APRIL 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,102.30,"16,160.76","16,204.32",112.52,
20220414213730pdf_15-30 APRIL 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,104.50,"16,561.44","16,606.08",115.31,
20220414213730pdf_15-30 APRIL 2022.pdf,67,BINAKA,GUNUNGSITOLI,GNS,102.40,"16,160.76","16,204.32",112.52,0
20220414213730pdf_15-30 APRIL 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,103.30,"16,316.58","16,360.56",113.64,0
20220414213730pdf_15-30 APRIL 2022.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,108.40,"17,095.68","17,141.76",119.09,0
20220414213730pdf_15-30 APRIL 2022.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,100.60,"15,871.38","15,914.16",110.52,
20220414213730pdf_15-30 APRIL 2022.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,108.40,"17,162.46","17,208.72",119.54,
20220414213730pdf_15-30 APRIL 2022.pdf,72,BUDIARTO,CURUG,BTO,100.40,"15,849.12","15,891.84",107.52,
20220430221252pdf_1-14 Mei 2022.pdf,1,APT PRANOTO,SAMARINDA,AAP,102.90,"16,238.67","16,282.44",113.08,
20220430221252pdf_1-14 Mei 2022.pdf,2,PATTIMURA,AMBON,AMQ,104.50,"16,505.79","16,550.28",114.97,
20220430221252pdf_1-14 Mei 2022.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,102.90,"16,238.67","16,282.44",113.08,
20220430221252pdf_1-14 Mei 2022.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,101.10,"15,971.55","16,014.60",111.30,
20220430221252pdf_1-14 Mei 2022.pdf,5,FRANS KAISIEPO,BIAK,BIK,104.50,"16,505.79","16,550.28",114.97,
20220430221252pdf_1-14 Mei 2022.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,105.50,"16,784.04","16,829.28",116.87,
20220430221252pdf_1-14 Mei 2022.pdf,7,M. SALAHUDDIN,BIMA,BMU,103.70,"16,383.36","16,427.52",114.08,
20220430221252pdf_1-14 Mei 2022.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,101.30,"15,982.68","16,025.76",111.30,
20220430221252pdf_1-14 Mei 2022.pdf,9,HANG NADIM,BATAM,BTH,100.80,"14,332.87","14,375.74",99.80,
20220430221252pdf_1-14 Mei 2022.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,103.80,"16,383.36","16,427.52",114.08,
20220430221252pdf_1-14 Mei 2022.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,94.90,"14,969.85","15,010.20",104.29,
20220430221252pdf_1-14 Mei 2022.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,102.00,"16,093.98","16,137.36",112.08,
20220430221252pdf_1-14 Mei 2022.pdf,13,SULTAN THAHA,JAMBI,DJB,107.50,"17,095.68","17,141.76",119.09,
20220430221252pdf_1-14 Mei 2022.pdf,14,SENTANI,JAYAPURA,DJJ,104.50,"16,505.79","16,550.28",114.97,
20220430221252pdf_1-14 Mei 2022.pdf,15,NGURAH RAI,DENPASAR,DPS,101.60,"16,049.46","16,092.72",111.75,
20220430221252pdf_1-14 Mei 2022.pdf,16,PINANG KAMPAI,DUMAI,DUM,103.80,"16,383.36","16,427.52",114.08,
20220430221252pdf_1-14 Mei 2022.pdf,17,H. AROEBOESMAN,ENDE,ENE,103.70,"16,383.36","16,427.52",114.08,
20220430221252pdf_1-14 Mei 2022.pdf,18,JALALUDDIN,GORONTALO,GTO,104.30,"16,472.40","16,516.80",114.75,
20220430221252pdf_1-14 Mei 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,99.20,"15,659.91","15,702.12",109.07,
20220430221252pdf_1-14 Mei 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,101.50,"16,016.07","16,059.24",111.52,
20220430221252pdf_1-14 Mei 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,104.30,"16,472.40","16,516.80",114.75,
20220430221252pdf_1-14 Mei 2022.pdf,22,UTAROM,KAIMANA,KNG,104.50,"16,505.79","16,550.28",114.97,
20220430221252pdf_1-14 Mei 2022.pdf,23,ELTARI,KUPANG,KOE,104.20,"16,416.75","16,461.00",114.31,
20220430221252pdf_1-14 Mei 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,105.30,"16,639.35","16,684.20",115.86,
20220430221252pdf_1-14 Mei 2022.pdf,25,BUBUNG,LUWUK,LUW,104.30,"16,472.40","16,516.80",114.75,
20220430221252pdf_1-14 Mei 2022.pdf,26,SAM RATULANGI,MANADO,MDC,104.30,"16,472.40","16,516.80",114.75,
20220430221252pdf_1-14 Mei 2022.pdf,27,POLONIA,MEDAN,MES,103.80,"16,383.36","16,427.52",114.08,
20220430221252pdf_1-14 Mei 2022.pdf,28,MOPAH,MERAUKE,MKQ,104.50,"16,505.79","16,550.28",114.97,
20220430221252pdf_1-14 Mei 2022.pdf,29,RENDANI,MANOKWARI,MKW,104.50,"16,505.79","16,550.28",114.97,
20220430221252pdf_1-14 Mei 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,101.80,"16,071.72","16,115.04",111.97,
20220430221252pdf_1-14 Mei 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,102.20,"16,138.50","16,182.00",112.41,
20220430221252pdf_1-14 Mei 2022.pdf,32,WAI OTI,MAUMERE,MOF,103.70,"16,383.36","16,427.52",114.08,
20220430221252pdf_1-14 Mei 2022.pdf,33,PANIAI,NABIRE,NBX,104.50,"16,505.79","16,550.28",114.97,
20220430221252pdf_1-14 Mei 2022.pdf,34,RANAI,NATUNA,NTX,103.80,"16,383.36","16,427.52",114.08,
20220430221252pdf_1-14 Mei 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,101.60,"16,049.46","16,092.72",111.75,
20220430221252pdf_1-14 Mei 2022.pdf,36,MINANGKABAU,PADANG,PDG,103.80,"16,383.36","16,427.52",114.08,
20220430221252pdf_1-14 Mei 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,103.90,"16,405.62","16,449.84",114.31,
20220430221252pdf_1-14 Mei 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,102.90,"16,238.67","16,282.44",113.08,
20220430221252pdf_1-14 Mei 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,103.80,"16,383.36","16,427.52",114.08,
20220430221252pdf_1-14 Mei 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,102.90,"16,238.67","16,282.44",113.08,
20220430221252pdf_1-14 Mei 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,103.90,"16,405.62","16,449.84",114.31,
20220430221252pdf_1-14 Mei 2022.pdf,42,MUTIARA,PALU,PLW,104.30,"16,472.40","16,516.80",114.75,
20220430221252pdf_1-14 Mei 2022.pdf,43,SUPADIO,PONTIANAK,PNK,102.90,"16,238.67","16,282.44",113.08,
20220430221252pdf_1-14 Mei 2022.pdf,44,H. ASAN,SAMPIT,SMQ,102.90,"16,238.67","16,282.44",113.08,
20220430221252pdf_1-14 Mei 2022.pdf,45,ADISUMARMO,SOLO,SOC,102.00,"16,093.98","16,137.36",112.08,
20220430221252pdf_1-14 Mei 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,104.50,"16,505.79","16,550.28",114.97,
20220430221252pdf_1-14 Mei 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,100.20,"15,815.73","15,858.36",110.19,
20220430221252pdf_1-14 Mei 2022.pdf,48,JUANDA,SURABAYA,SUB,97.80,"15,437.31","15,478.92",107.52,
20220430221252pdf_1-14 Mei 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,101.30,"16,105.11","16,148.52",112.19,
20220430221252pdf_1-14 Mei 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,104.20,"16,472.40","16,516.80",114.75,
