Source.Name,Column1,Column2,Column3,Column4,INTERNATIONAL,Column6,Column7,Column8,Column9
20220101095002pdf_1-14 Januari 2022.pdf,NO,LOCATION,CITY,IATA CODE,FLIGHT PRICE,"DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE
ONE TIME CUSTOMER","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE",
20220101095002pdf_1-14 Januari 2022.pdf,,,,,,(incl. VAT+Gov Tax),(incl. VAT+Gov Tax),(incl. VAT+Gov Tax),
20220101095002pdf_1-14 Januari 2022.pdf,,,,,(USCents / Liter),(Rp / Liter),(Rp / Liter),(USCents / Liter),
20221001000421pdf_1-14 Oktober 2022.pdf,13,SULTAN THAHA,JAMBI,DJB,109.30,"17,997.21","18,045.72",120.54,
20221001000421pdf_1-14 Oktober 2022.pdf,14,SENTANI,JAYAPURA,DJJ,109.90,"18,008.34","18,056.88",120.65,
20221001000421pdf_1-14 Oktober 2022.pdf,15,NGURAH RAI,DENPASAR,DPS,105.90,"17,351.67","17,398.44",116.31,
20221001000421pdf_1-14 Oktober 2022.pdf,16,PINANG KAMPAI,DUMAI,DUM,107.90,"17,707.83","17,755.56",118.65,
20221001000421pdf_1-14 Oktober 2022.pdf,17,H. AROEBOESMAN,ENDE,ENE,107.40,"17,641.05","17,688.60",118.20,
20221001000421pdf_1-14 Oktober 2022.pdf,18,JALALUDDIN,GORONTALO,GTO,108.30,"17,785.74","17,833.68",119.20,
20221001000421pdf_1-14 Oktober 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,99.10,"16,272.06","16,315.92",108.96,
20221001000421pdf_1-14 Oktober 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,105.90,"17,373.93","17,420.76",116.42,
20221001000421pdf_1-14 Oktober 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,108.30,"17,785.74","17,833.68",119.20,
20221001000421pdf_1-14 Oktober 2022.pdf,22,UTAROM,KAIMANA,KNG,108.50,"17,819.13","17,867.16",119.42,
20221001000421pdf_1-14 Oktober 2022.pdf,23,ELTARI,KUPANG,KOE,103.10,"16,884.21","16,929.72",113.08,
20221001000421pdf_1-14 Oktober 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,109.30,"17,952.69","18,001.08",120.32,
20221001000421pdf_1-14 Oktober 2022.pdf,25,BUBUNG,LUWUK,LUW,108.30,"17,785.74","17,833.68",119.20,
20221001000421pdf_1-14 Oktober 2022.pdf,26,SAM RATULANGI,MANADO,MDC,108.30,"17,785.74","17,833.68",119.20,
20221001000421pdf_1-14 Oktober 2022.pdf,27,POLONIA,MEDAN,MES,107.90,"17,707.83","17,755.56",118.65,
20221001000421pdf_1-14 Oktober 2022.pdf,28,MOPAH,MERAUKE,MKQ,108.50,"17,819.13","17,867.16",119.42,
20221001000421pdf_1-14 Oktober 2022.pdf,29,RENDANI,MANOKWARI,MKW,108.50,"17,819.13","17,867.16",119.42,
20221001000421pdf_1-14 Oktober 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,106.20,"17,385.06","17,431.92",116.53,
20221001000421pdf_1-14 Oktober 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,105.90,"17,385.06","17,431.92",116.53,
20221001000421pdf_1-14 Oktober 2022.pdf,32,WAI OTI,MAUMERE,MOF,107.40,"17,641.05","17,688.60",118.20,
20221001000421pdf_1-14 Oktober 2022.pdf,33,PANIAI,NABIRE,NBX,108.50,"17,819.13","17,867.16",119.42,
20221001000421pdf_1-14 Oktober 2022.pdf,34,RANAI,NATUNA,NTX,107.90,"17,707.83","17,755.56",118.65,
20221001000421pdf_1-14 Oktober 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,105.30,"17,296.02","17,342.64",115.86,
20221001000421pdf_1-14 Oktober 2022.pdf,36,MINANGKABAU,PADANG,PDG,107.90,"17,507.49","17,554.68",117.31,
20221001000421pdf_1-14 Oktober 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,"107.50","17,663.31","17,710.92",118.31,
20221001000421pdf_1-14 Oktober 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,106.90,"17,552.01","17,599.32",117.64,
20221001000421pdf_1-14 Oktober 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,107.90,"17,707.83","17,755.56",118.65,
20221001000421pdf_1-14 Oktober 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,106.90,"17,552.01","17,599.32",117.64,
20221001000421pdf_1-14 Oktober 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,107.50,"17,663.31","17,710.92",118.31,
20221001000421pdf_1-14 Oktober 2022.pdf,42,MUTIARA,PALU,PLW,108.30,"17,785.74","17,833.68",119.20,
20221001000421pdf_1-14 Oktober 2022.pdf,43,SUPADIO,PONTIANAK,PNK,106.90,"17,552.01","17,599.32",117.64,
20221001000421pdf_1-14 Oktober 2022.pdf,44,H. ASAN,SAMPIT,SMQ,106.90,"17,552.01","17,599.32",117.64,
20221001000421pdf_1-14 Oktober 2022.pdf,45,ADISUMARMO,SOLO,SOC,106.10,"17,418.45","17,465.40",116.75,
20221001000421pdf_1-14 Oktober 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,108.50,"17,819.13","17,867.16",119.42,
20221001000421pdf_1-14 Oktober 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,105.50,"17,318.28","17,364.96",115.97,
20221001000421pdf_1-14 Oktober 2022.pdf,48,JUANDA,SURABAYA,SUB,103.10,"16,895.34","16,940.88",113.19,
20221001000421pdf_1-14 Oktober 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,107.40,"17,774.61","17,822.52",119.09,
20221001000421pdf_1-14 Oktober 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,108.90,"17,908.17","17,956.44",119.98,
20221001000421pdf_1-14 Oktober 2022.pdf,51,JUWATA,TARAKAN,TRK,106.90,"17,552.01","17,599.32",117.64,
20221001000421pdf_1-14 Oktober 2022.pdf,52,BABULLAH,TERNATE,TTE,108.50,"17,819.13","17,867.16",119.42,
20221001000421pdf_1-14 Oktober 2022.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,106.00,"17,362.80","17,409.60",116.31,
20221001000421pdf_1-14 Oktober 2022.pdf,54,MAU HAU,WAINGAPU,WGP,107.40,"17,641.05","17,688.60",118.20,
20221001000421pdf_1-14 Oktober 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),106.30,"17,485.23","17,532.36",117.20,
20221001000421pdf_1-14 Oktober 2022.pdf,56,DUMATUBUN,TUAL,LUV,109.60,"18,019.47","18,068.04",120.76,
20221001000421pdf_1-14 Oktober 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,107.40,"17,641.05","17,688.60",118.20,
20221001000421pdf_1-14 Oktober 2022.pdf,58,KALIMARAU,BERAU,BEJ,106.90,"17,552.01","17,599.32",117.64,
20221001000421pdf_1-14 Oktober 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,108.30,"17,785.74","17,833.68",119.20,
20221001000421pdf_1-14 Oktober 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,107.00,"17,540.88","17,588.16",117.53,
20221001000421pdf_1-14 Oktober 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,109.40,"17,952.69","18,001.08",120.32,
20221001000421pdf_1-14 Oktober 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,107.90,"17,707.83","17,755.56",118.65,
20221001000421pdf_1-14 Oktober 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,108.50,"17,819.13","17,867.16",119.42,
20221001000421pdf_1-14 Oktober 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,109.20,"17,974.95","18,023.40",120.43,
20221001000421pdf_1-14 Oktober 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,107.40,"17,641.05","17,688.60",118.20,
20221001000421pdf_1-14 Oktober 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,109.20,"17,974.95","18,023.40",120.43,
20221001000421pdf_1-14 Oktober 2022.pdf,67,BINAKA,GUNUNGSITOLI,GNS,107.90,"17,707.83","17,755.56",118.65,
20221001000421pdf_1-14 Oktober 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,109.40,"17,974.95","18,023.40",120.43,
20221001000421pdf_1-14 Oktober 2022.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,110.00,"18,097.38","18,146.16",121.21,
20221001000421pdf_1-14 Oktober 2022.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,106.10,"17,418.45","17,465.40",116.75,
20221001000421pdf_1-14 Oktober 2022.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,109.70,"18,108.51","18,157.32",121.32,
20221001000421pdf_1-14 Oktober 2022.pdf,72,BUDIARTO,CURUG,BTO,105.20,"17,318.28","17,364.96",108.96,
20221015052901pdf_15-31 Oktober 2022.pdf,1,APT PRANOTO,SAMARINDA,AAP,104.80,"17,507.49","17,554.68",115.20,
20221015052901pdf_15-31 Oktober 2022.pdf,2,PATTIMURA,AMBON,AMQ,106.30,"17,774.61","17,822.52",116.98,
20221015052901pdf_15-31 Oktober 2022.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,104.80,"17,507.49","17,554.68",115.20,
20221015052901pdf_15-31 Oktober 2022.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,102.80,"17,184.72","17,231.04",113.08,
20221015052901pdf_15-31 Oktober 2022.pdf,5,FRANS KAISIEPO,BIAK,BIK,106.30,"17,774.61","17,822.52",116.98,
20221015052901pdf_15-31 Oktober 2022.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,106.90,"17,908.17","17,956.44",117.87,
20221015052901pdf_15-31 Oktober 2022.pdf,7,M. SALAHUDDIN,BIMA,BMU,105.20,"17,596.53","17,643.96",115.75,
20221015052901pdf_15-31 Oktober 2022.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,103.60,"17,307.15","17,353.80",113.86,
20221015052901pdf_15-31 Oktober 2022.pdf,9,HANG NADIM,BATAM,BTH,102.50,"15,426.14","15,472.28",101.50,
20221015052901pdf_15-31 Oktober 2022.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,105.70,"17,663.31","17,710.92",116.20,
20221015052901pdf_15-31 Oktober 2022.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,89.90,"15,003.24","15,043.68",98.72,
20221015052901pdf_15-31 Oktober 2022.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,104.00,"17,373.93","17,420.76",114.31,
20221015052901pdf_15-31 Oktober 2022.pdf,13,SULTAN THAHA,JAMBI,DJB,107.20,"17,952.69","18,001.08",118.20,
20221015052901pdf_15-31 Oktober 2022.pdf,14,SENTANI,JAYAPURA,DJJ,107.70,"17,963.82","18,012.24",118.20,
20221015052901pdf_15-31 Oktober 2022.pdf,15,NGURAH RAI,DENPASAR,DPS,103.70,"17,307.15","17,353.80",113.86,
20221015052901pdf_15-31 Oktober 2022.pdf,16,PINANG KAMPAI,DUMAI,DUM,105.70,"17,663.31","17,710.92",116.20,
20221015052901pdf_15-31 Oktober 2022.pdf,17,H. AROEBOESMAN,ENDE,ENE,105.20,"17,596.53","17,643.96",115.75,
20221015052901pdf_15-31 Oktober 2022.pdf,18,JALALUDDIN,GORONTALO,GTO,106.10,"17,741.22","17,789.04",116.75,
20221015052901pdf_15-31 Oktober 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,97.10,"16,227.54","16,271.28",106.74,
20221015052901pdf_15-31 Oktober 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,103.80,"17,329.41","17,376.12",114.08,
20221015052901pdf_15-31 Oktober 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,106.10,"17,741.22","17,789.04",116.75,
20221015052901pdf_15-31 Oktober 2022.pdf,22,UTAROM,KAIMANA,KNG,106.30,"17,774.61","17,822.52",116.98,
20221015052901pdf_15-31 Oktober 2022.pdf,23,ELTARI,KUPANG,KOE,101.00,"16,839.69","16,885.08",110.85,
20221015052901pdf_15-31 Oktober 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,107.10,"17,908.17","17,956.44",117.87,
20221015052901pdf_15-31 Oktober 2022.pdf,25,BUBUNG,LUWUK,LUW,106.10,"17,741.22","17,789.04",116.75,
20221015052901pdf_15-31 Oktober 2022.pdf,26,SAM RATULANGI,MANADO,MDC,106.10,"17,741.22","17,789.04",116.75,
20221015052901pdf_15-31 Oktober 2022.pdf,27,POLONIA,MEDAN,MES,105.70,"17,663.31","17,710.92",116.20,
20221015052901pdf_15-31 Oktober 2022.pdf,28,MOPAH,MERAUKE,MKQ,106.30,"17,774.61","17,822.52",116.98,
20221015052901pdf_15-31 Oktober 2022.pdf,29,RENDANI,MANOKWARI,MKW,106.30,"17,774.61","17,822.52",116.98,
20221015052901pdf_15-31 Oktober 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,104.00,"17,340.54","17,387.28",114.08,
20221015052901pdf_15-31 Oktober 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,103.70,"17,340.54","17,387.28",114.08,
20221015052901pdf_15-31 Oktober 2022.pdf,32,WAI OTI,MAUMERE,MOF,105.20,"17,596.53","17,643.96",115.75,
20221015052901pdf_15-31 Oktober 2022.pdf,33,PANIAI,NABIRE,NBX,106.30,"17,774.61","17,822.52",116.98,
20221015052901pdf_15-31 Oktober 2022.pdf,34,RANAI,NATUNA,NTX,105.70,"17,663.31","17,710.92",116.20,
20221015052901pdf_15-31 Oktober 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,103.20,"17,251.50","17,298.00",113.53,
20221015052901pdf_15-31 Oktober 2022.pdf,36,MINANGKABAU,PADANG,PDG,105.70,"17,462.97","17,510.04",114.86,
20221015052901pdf_15-31 Oktober 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,"105.40","17,618.79","17,666.28",115.97,
20221015052901pdf_15-31 Oktober 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,104.80,"17,507.49","17,554.68",115.20,
20221015052901pdf_15-31 Oktober 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,105.70,"17,663.31","17,710.92",116.20,
20221015052901pdf_15-31 Oktober 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,104.80,"17,507.49","17,554.68",115.20,
20221015052901pdf_15-31 Oktober 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,105.40,"17,618.79","17,666.28",115.97,
20221015052901pdf_15-31 Oktober 2022.pdf,42,MUTIARA,PALU,PLW,106.10,"17,741.22","17,789.04",116.75,
20221015052901pdf_15-31 Oktober 2022.pdf,43,SUPADIO,PONTIANAK,PNK,104.80,"17,507.49","17,554.68",115.20,
20221015052901pdf_15-31 Oktober 2022.pdf,44,H. ASAN,SAMPIT,SMQ,104.80,"17,507.49","17,554.68",115.20,
20221015052901pdf_15-31 Oktober 2022.pdf,45,ADISUMARMO,SOLO,SOC,104.00,"17,373.93","17,420.76",114.31,
20221015052901pdf_15-31 Oktober 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,106.30,"17,774.61","17,822.52",116.98,
20221015052901pdf_15-31 Oktober 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,103.40,"17,273.76","17,320.32",113.64,
20221015052901pdf_15-31 Oktober 2022.pdf,48,JUANDA,SURABAYA,SUB,101.00,"16,850.82","16,896.24",110.85,
20221015052901pdf_15-31 Oktober 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,105.20,"17,730.09","17,777.88",116.64,
20221015052901pdf_15-31 Oktober 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,106.80,"17,863.65","17,911.80",117.53,
20221015052901pdf_15-31 Oktober 2022.pdf,51,JUWATA,TARAKAN,TRK,104.80,"17,507.49","17,554.68",115.20,
20221015052901pdf_15-31 Oktober 2022.pdf,52,BABULLAH,TERNATE,TTE,106.30,"17,774.61","17,822.52",116.98,
20221015052901pdf_15-31 Oktober 2022.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,103.90,"17,318.28","17,364.96",113.97,
20221015052901pdf_15-31 Oktober 2022.pdf,54,MAU HAU,WAINGAPU,WGP,105.20,"17,596.53","17,643.96",115.75,
20221015052901pdf_15-31 Oktober 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),104.20,"17,440.71","17,487.72",114.75,
20221015052901pdf_15-31 Oktober 2022.pdf,56,DUMATUBUN,TUAL,LUV,107.40,"17,974.95","18,023.40",118.31,
20221015052901pdf_15-31 Oktober 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,105.20,"17,596.53","17,643.96",115.75,
20221015052901pdf_15-31 Oktober 2022.pdf,58,KALIMARAU,BERAU,BEJ,104.80,"17,507.49","17,554.68",115.20,
20221015052901pdf_15-31 Oktober 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,106.10,"17,741.22","17,789.04",116.75,
20221015052901pdf_15-31 Oktober 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,104.90,"17,496.36","17,543.52",115.08,
20221015052901pdf_15-31 Oktober 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,107.20,"17,908.17","17,956.44",117.87,
20221015052901pdf_15-31 Oktober 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,105.70,"17,663.31","17,710.92",116.20,
20221015052901pdf_15-31 Oktober 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,106.30,"17,774.61","17,822.52",116.98,
20221015052901pdf_15-31 Oktober 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,107.00,"17,930.43","17,978.76",117.98,
20221015052901pdf_15-31 Oktober 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,105.20,"17,596.53","17,643.96",115.75,
20221015052901pdf_15-31 Oktober 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,107.00,"17,930.43","17,978.76",117.98,
20221015052901pdf_15-31 Oktober 2022.pdf,67,BINAKA,GUNUNGSITOLI,GNS,105.70,"17,663.31","17,710.92",116.20,
20221015052901pdf_15-31 Oktober 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,107.20,"17,930.43","17,978.76",117.98,
20221015052901pdf_15-31 Oktober 2022.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,107.80,"18,052.86","18,101.52",118.76,
20221015052901pdf_15-31 Oktober 2022.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,104.00,"17,373.93","17,420.76",114.31,
20221015052901pdf_15-31 Oktober 2022.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,107.40,"18,063.99","18,112.68",118.87,
20221015052901pdf_15-31 Oktober 2022.pdf,72,BUDIARTO,CURUG,BTO,103.00,"17,273.76","17,320.32",106.74,
20221031163135pdf_1-14 November 2022.pdf,1,APT PRANOTO,SAMARINDA,AAP,110.00,"18,665.01","18,715.32",121.09,
20221031163135pdf_1-14 November 2022.pdf,2,PATTIMURA,AMBON,AMQ,109.60,"18,598.23","18,648.36",120.65,
20221031163135pdf_1-14 November 2022.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,110.00,"18,665.01","18,715.32",121.09,
20221031163135pdf_1-14 November 2022.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,108.10,"18,342.24","18,391.68",118.98,
20221031163135pdf_1-14 November 2022.pdf,5,FRANS KAISIEPO,BIAK,BIK,109.60,"18,598.23","18,648.36",120.65,
20221031163135pdf_1-14 November 2022.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,109.10,"18,553.71","18,603.72",120.32,
20221031163135pdf_1-14 November 2022.pdf,7,M. SALAHUDDIN,BIMA,BMU,109.40,"18,575.97","18,626.04",120.43,
20221031163135pdf_1-14 November 2022.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,108.80,"18,464.67","18,514.44",119.76,
20221031163135pdf_1-14 November 2022.pdf,9,HANG NADIM,BATAM,BTH,107.70,"16,469.26","16,518.52",106.82,
20221031163135pdf_1-14 November 2022.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,108.70,"18,442.41","18,492.12",119.65,
20221031163135pdf_1-14 November 2022.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,93.90,"15,904.77","15,947.64",103.18,
20221031163135pdf_1-14 November 2022.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,109.20,"18,531.45","18,581.40",120.20,
20221031163135pdf_1-14 November 2022.pdf,13,SULTAN THAHA,JAMBI,DJB,109.40,"18,598.23","18,648.36",120.65,
20221031163135pdf_1-14 November 2022.pdf,14,SENTANI,JAYAPURA,DJJ,109.80,"18,587.10","18,637.20",120.54,
20221031163135pdf_1-14 November 2022.pdf,15,NGURAH RAI,DENPASAR,DPS,109.00,"18,464.67","18,514.44",119.76,
20221031163135pdf_1-14 November 2022.pdf,16,PINANG KAMPAI,DUMAI,DUM,108.70,"18,442.41","18,492.12",119.65,
20221031163135pdf_1-14 November 2022.pdf,17,H. AROEBOESMAN,ENDE,ENE,109.40,"18,575.97","18,626.04",120.43,
20221031163135pdf_1-14 November 2022.pdf,18,JALALUDDIN,GORONTALO,GTO,109.40,"18,564.84","18,614.88",120.43,
20221031163135pdf_1-14 November 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,102.50,"17,385.06","17,431.92",112.75,
20221031163135pdf_1-14 November 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,109.50,"18,575.97","18,626.04",120.43,
20221031163135pdf_1-14 November 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,109.40,"18,564.84","18,614.88",120.43,
20221031163135pdf_1-14 November 2022.pdf,22,UTAROM,KAIMANA,KNG,109.60,"18,598.23","18,648.36",120.65,
20221031163135pdf_1-14 November 2022.pdf,23,ELTARI,KUPANG,KOE,106.50,"18,030.60","18,079.20",116.87,
20221031163135pdf_1-14 November 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,109.30,"18,553.71","18,603.72",120.32,
20221031163135pdf_1-14 November 2022.pdf,25,BUBUNG,LUWUK,LUW,109.40,"18,564.84","18,614.88",120.43,
20221031163135pdf_1-14 November 2022.pdf,26,SAM RATULANGI,MANADO,MDC,109.40,"18,564.84","18,614.88",120.43,
20221031163135pdf_1-14 November 2022.pdf,27,POLONIA,MEDAN,MES,108.70,"18,442.41","18,492.12",119.65,
20221031163135pdf_1-14 November 2022.pdf,28,MOPAH,MERAUKE,MKQ,109.60,"18,598.23","18,648.36",120.65,
20221031163135pdf_1-14 November 2022.pdf,29,RENDANI,MANOKWARI,MKW,109.60,"18,598.23","18,648.36",120.65,
20221031163135pdf_1-14 November 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,109.30,"18,498.06","18,547.92",119.98,
20221031163135pdf_1-14 November 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,109.00,"18,498.06","18,547.92",119.98,
20221031163135pdf_1-14 November 2022.pdf,32,WAI OTI,MAUMERE,MOF,109.40,"18,575.97","18,626.04",120.43,
20221031163135pdf_1-14 November 2022.pdf,33,PANIAI,NABIRE,NBX,109.60,"18,598.23","18,648.36",120.65,
20221031163135pdf_1-14 November 2022.pdf,34,RANAI,NATUNA,NTX,108.70,"18,442.41","18,492.12",119.65,
20221031163135pdf_1-14 November 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,108.50,"18,409.02","18,458.64",119.42,
20221031163135pdf_1-14 November 2022.pdf,36,MINANGKABAU,PADANG,PDG,108.70,"18,319.98","18,369.36",118.87,
20221031163135pdf_1-14 November 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,108.60,"18,431.28","18,480.96",119.54,
20221031163135pdf_1-14 November 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,110.00,"18,665.01","18,715.32",121.09,
20221031163135pdf_1-14 November 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,108.70,"18,442.41","18,492.12",119.65,
20221031163135pdf_1-14 November 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,"110.00","18,665.01","18,715.32",121.09,
20221031163135pdf_1-14 November 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,108.60,"18,431.28","18,480.96",119.54,
20221031163135pdf_1-14 November 2022.pdf,42,MUTIARA,PALU,PLW,109.40,"18,564.84","18,614.88",120.43,
20221031163135pdf_1-14 November 2022.pdf,43,SUPADIO,PONTIANAK,PNK,110.00,"18,665.01","18,715.32",121.09,
20221031163135pdf_1-14 November 2022.pdf,44,H. ASAN,SAMPIT,SMQ,110.00,"18,665.01","18,715.32",121.09,
20221031163135pdf_1-14 November 2022.pdf,45,ADISUMARMO,SOLO,SOC,109.20,"18,531.45","18,581.40",120.20,
20221031163135pdf_1-14 November 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,109.60,"18,598.23","18,648.36",120.65,
20221031163135pdf_1-14 November 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,108.80,"18,442.41","18,492.12",119.65,
20221031163135pdf_1-14 November 2022.pdf,48,JUANDA,SURABAYA,SUB,106.30,"18,008.34","18,056.88",116.75,
20221031163135pdf_1-14 November 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,107.70,"18,431.28","18,480.96",119.54,
20221031163135pdf_1-14 November 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,109.30,"18,564.84","18,614.88",120.43,
20221031163135pdf_1-14 November 2022.pdf,51,JUWATA,TARAKAN,TRK,110.00,"18,665.01","18,715.32",121.09,
20221031163135pdf_1-14 November 2022.pdf,52,BABULLAH,TERNATE,TTE,109.60,"18,598.23","18,648.36",120.65,
20221031163135pdf_1-14 November 2022.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,108.90,"18,442.41","18,492.12",119.65,
20221031163135pdf_1-14 November 2022.pdf,54,MAU HAU,WAINGAPU,WGP,109.40,"18,575.97","18,626.04",120.43,
20221031163135pdf_1-14 November 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),109.20,"18,564.84","18,614.88",120.43,
20221031163135pdf_1-14 November 2022.pdf,56,DUMATUBUN,TUAL,LUV,109.50,"18,587.10","18,637.20",120.54,
20221031163135pdf_1-14 November 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,108.30,"18,375.63","18,425.16",119.20,
20221031163135pdf_1-14 November 2022.pdf,58,KALIMARAU,BERAU,BEJ,110.00,"18,665.01","18,715.32",121.09,
20221031163135pdf_1-14 November 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,111.30,"18,898.74","18,949.68",122.54,
20221031163135pdf_1-14 November 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,108.40,"18,353.37","18,402.84",119.09,
20221031163135pdf_1-14 November 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,109.90,"18,642.75","18,693.00",120.87,
20221031163135pdf_1-14 November 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,108.70,"18,442.41","18,492.12",119.65,
20221031163135pdf_1-14 November 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,109.60,"18,598.23","18,648.36",120.65,
