Source.Name,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
20221231172557pdf_1-14 Januari 2023.pdf,,,,,INTERNATIONAL,,,
20221231172557pdf_1-14 Januari 2023.pdf,NO,LOCATION,CITY,IATA CODE,FLIGHT PRICE,"DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE
ONE TIME CUSTOMER","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE"
20221231172557pdf_1-14 Januari 2023.pdf,,,,,,(incl. VAT+Gov Tax),(incl. VAT+Gov Tax),(incl. VAT+Gov Tax)
20221231172557pdf_1-14 Januari 2023.pdf,,,,,(USCents / Liter),(Rp / Liter),(Rp / Liter),(USCents / Liter)
20231115082252pdf_15-30 November 2023.pdf,9,HANG NADIM,BATAM,BTH,95.00,"14,874.49","14,918.98",
20231115082252pdf_15-30 November 2023.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,95.00,"16,516.92","16,561.44",
20231115082252pdf_15-30 November 2023.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,83.80,"14,558.04","14,597.28",
20231115082252pdf_15-30 November 2023.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,95.90,"16,672.74","16,717.68",
20231115082252pdf_15-30 November 2023.pdf,13,SULTAN THAHA,JAMBI,DJB,95.00,"16,561.44","16,606.08",
20231115082252pdf_15-30 November 2023.pdf,14,SENTANI,JAYAPURA,DJJ,97.60,"16,939.86","16,985.52",
20231115082252pdf_15-30 November 2023.pdf,15,NGURAH RAI,DENPASAR,DPS,93.80,"16,283.19","16,327.08",
20231115082252pdf_15-30 November 2023.pdf,16,PINANG KAMPAI,DUMAI,DUM,95.00,"16,516.92","16,561.44",
20231115082252pdf_15-30 November 2023.pdf,17,H. AROEBOESMAN,ENDE,ENE,95.10,"16,539.18","16,583.76",
20231115082252pdf_15-30 November 2023.pdf,18,JALALUDDIN,GORONTALO,GTO,97.00,"16,884.21","16,929.72",
20231115082252pdf_15-30 November 2023.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,90.80,"15,782.34","15,824.88",
20231115082252pdf_15-30 November 2023.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,96.00,"16,672.74","16,717.68",
20231115082252pdf_15-30 November 2023.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,97.00,"16,884.21","16,929.72",
20231115082252pdf_15-30 November 2023.pdf,22,UTAROM,KAIMANA,KNG,97.30,"16,939.86","16,985.52",
20231115082252pdf_15-30 November 2023.pdf,23,ELTARI,KUPANG,KOE,92.90,"16,116.24","16,159.68",
20231115082252pdf_15-30 November 2023.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,95.00,"16,528.05","16,572.60",
20231115082252pdf_15-30 November 2023.pdf,25,BUBUNG,LUWUK,LUW,97.00,"16,884.21","16,929.72",
20231115082252pdf_15-30 November 2023.pdf,26,SAM RATULANGI,MANADO,MDC,97.00,"16,884.21","16,929.72",
20231115082252pdf_15-30 November 2023.pdf,27,POLONIA,MEDAN,MES,95.00,"16,516.92","16,561.44",
20231115082252pdf_15-30 November 2023.pdf,28,MOPAH,MERAUKE,MKQ,97.30,"16,939.86","16,985.52",
20231115082252pdf_15-30 November 2023.pdf,29,RENDANI,MANOKWARI,MKW,97.30,"16,939.86","16,985.52",
20231115082252pdf_15-30 November 2023.pdf,30,KERTAJATI,MAJALENGKA,KJT,90.20,"15,671.04","15,713.28",
20231115082252pdf_15-30 November 2023.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,95.20,"16,561.44","16,606.08",
20231115082252pdf_15-30 November 2023.pdf,32,WAI OTI,MAUMERE,MOF,95.10,"16,539.18","16,583.76",
20231115082252pdf_15-30 November 2023.pdf,33,PANIAI,NABIRE,NBX,97.30,"16,939.86","16,985.52",
20231115082252pdf_15-30 November 2023.pdf,34,RANAI,NATUNA,NTX,95.00,"16,516.92","16,561.44",
20231115082252pdf_15-30 November 2023.pdf,35,PONDOK CABE,JAKARTA,PCB,95.60,"16,628.22","16,673.04",
20231115082252pdf_15-30 November 2023.pdf,36,MINANGKABAU,PADANG,PDG,95.00,"16,516.92","16,561.44",
20231115082252pdf_15-30 November 2023.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,94.90,"16,516.92","16,561.44",
20231115082252pdf_15-30 November 2023.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,95.60,"16,628.22","16,673.04",
20231115082252pdf_15-30 November 2023.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,95.00,"16,516.92","16,561.44",
20231115082252pdf_15-30 November 2023.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,95.60,"16,628.22","16,673.04",
20231115082252pdf_15-30 November 2023.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"94.90","16,516.92","16,561.44",
20231115082252pdf_15-30 November 2023.pdf,42,MUTIARA,PALU,PLW,97.00,"16,884.21","16,929.72",
20231115082252pdf_15-30 November 2023.pdf,43,SUPADIO,PONTIANAK,PNK,95.60,"16,628.22","16,673.04",
20231115082252pdf_15-30 November 2023.pdf,44,H. ASAN,SAMPIT,SMQ,95.60,"16,628.22","16,673.04",
20231115082252pdf_15-30 November 2023.pdf,45,ADISUMARMO,SOLO,SOC,95.90,"16,672.74","16,717.68",
20231115082252pdf_15-30 November 2023.pdf,46,SORONG DARATAN,SORONG,SOQ,97.30,"16,939.86","16,985.52",
20231115082252pdf_15-30 November 2023.pdf,47,ACHMAD YANI,SEMARANG,SRG,95.60,"16,617.09","16,661.88",
20231115082252pdf_15-30 November 2023.pdf,48,JUANDA,SURABAYA,SUB,93.40,"16,216.41","16,260.12",
20231115082252pdf_15-30 November 2023.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,93.60,"16,427.88","16,472.16",
20231115082252pdf_15-30 November 2023.pdf,50,KIJANG,TANJUNG PINANG,TNJ,95.40,"16,605.96","16,650.72",
20231115082252pdf_15-30 November 2023.pdf,51,JUWATA,TARAKAN,TRK,95.60,"16,628.22","16,673.04",
20231115082252pdf_15-30 November 2023.pdf,52,BABULLAH,TERNATE,TTE,97.30,"16,939.86","16,985.52",
20231115082252pdf_15-30 November 2023.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,96.30,"16,706.13","16,751.16",
20231115082252pdf_15-30 November 2023.pdf,54,MAU HAU,WAINGAPU,WGP,95.10,"16,539.18","16,583.76",
20231115082252pdf_15-30 November 2023.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),95.00,"16,561.44","16,606.08",
20231115082252pdf_15-30 November 2023.pdf,56,DUMATUBUN,TUAL,LUV,98.00,"17,062.29","17,108.28",
20231115082252pdf_15-30 November 2023.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,94.90,"16,505.79","16,550.28",
20231115082252pdf_15-30 November 2023.pdf,58,KALIMARAU,BERAU,BEJ,95.60,"16,628.22","16,673.04",
20231115082252pdf_15-30 November 2023.pdf,59,KOMODO,LABUAN BAJO,LBJ,96.00,"16,706.13","16,751.16",
20231115082252pdf_15-30 November 2023.pdf,60,KUALANAMU,DELI SERDANG,KNO,94.10,"16,316.58","16,360.56",
20231115082252pdf_15-30 November 2023.pdf,61,TAMPA PADANG,MAMUJU,MJU,97.40,"16,917.60","16,963.20",
20231115082252pdf_15-30 November 2023.pdf,62,F.L. TOBING,PINANGSORI,FLZ,95.00,"16,516.92","16,561.44",
20231115082252pdf_15-30 November 2023.pdf,63,MOZES KILANGIN,TIMIKA,TIM,97.30,"16,939.86","16,985.52",
20231115082252pdf_15-30 November 2023.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,95.70,"16,683.87","16,728.84",
20231115082252pdf_15-30 November 2023.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,95.10,"16,539.18","16,583.76",
20231115082252pdf_15-30 November 2023.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,97.90,"17,062.29","17,108.28",
20231115082252pdf_15-30 November 2023.pdf,67,BINAKA,GUNUNGSITOLI,GNS,95.00,"16,516.92","16,561.44",
20231115082252pdf_15-30 November 2023.pdf,68,KULONPROGO,YOGYAKARTA,YIA,95.90,"16,672.74","16,717.68",
20231115082252pdf_15-30 November 2023.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,97.90,"17,062.29","17,108.28",
20231115082252pdf_15-30 November 2023.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,95.90,"16,672.74","16,717.68",
20231115082252pdf_15-30 November 2023.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,97.50,"17,062.29","17,108.28",
20231115082252pdf_15-30 November 2023.pdf,72,BUDIARTO,CURUG,BTO,95.30,-,#VALUE!,
20231201080335pdf_1-14 Desember 2023.pdf,1,APT PRANOTO,SAMARINDA,AAP,92.60,"15,837.99","15,880.68",
20231201080335pdf_1-14 Desember 2023.pdf,2,PATTIMURA,AMBON,AMQ,94.30,"16,149.63","16,193.16",
20231201080335pdf_1-14 Desember 2023.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,92.60,"15,837.99","15,880.68",
20231201080335pdf_1-14 Desember 2023.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,92.20,"15,771.21","15,813.72",
20231201080335pdf_1-14 Desember 2023.pdf,5,FRANS KAISIEPO,BIAK,BIK,94.30,"16,149.63","16,193.16",
20231201080335pdf_1-14 Desember 2023.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,91.90,"15,771.21","15,813.72",
20231201080335pdf_1-14 Desember 2023.pdf,7,M. SALAHUDDIN,BIMA,BMU,92.00,"15,748.95","15,791.40",
20231201080335pdf_1-14 Desember 2023.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,91.60,"15,671.04","15,713.28",
20231201080335pdf_1-14 Desember 2023.pdf,9,HANG NADIM,BATAM,BTH,91.90,"14,162.36","14,204.72",
20231201080335pdf_1-14 Desember 2023.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,91.90,"15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,80.60,"13,767.81","13,804.92",
20231201080335pdf_1-14 Desember 2023.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,92.80,"15,882.51","15,925.32",
20231201080335pdf_1-14 Desember 2023.pdf,13,SULTAN THAHA,JAMBI,DJB,91.90,"15,771.21","15,813.72",
20231201080335pdf_1-14 Desember 2023.pdf,14,SENTANI,JAYAPURA,DJJ,94.60,"16,149.63","16,193.16",
20231201080335pdf_1-14 Desember 2023.pdf,15,NGURAH RAI,DENPASAR,DPS,90.70,"15,492.96","15,534.72",
20231201080335pdf_1-14 Desember 2023.pdf,16,PINANG KAMPAI,DUMAI,DUM,91.90,"15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,17,H. AROEBOESMAN,ENDE,ENE,92.00,"15,748.95","15,791.40",
20231201080335pdf_1-14 Desember 2023.pdf,18,JALALUDDIN,GORONTALO,GTO,94.00,"16,082.85","16,126.20",
20231201080335pdf_1-14 Desember 2023.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,87.70,"14,992.11","15,032.52",
20231201080335pdf_1-14 Desember 2023.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,92.90,"15,882.51","15,925.32",
20231201080335pdf_1-14 Desember 2023.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,94.00,"16,082.85","16,126.20",
20231201080335pdf_1-14 Desember 2023.pdf,22,UTAROM,KAIMANA,KNG,94.30,"16,149.63","16,193.16",
20231201080335pdf_1-14 Desember 2023.pdf,23,ELTARI,KUPANG,KOE,89.80,"15,314.88","15,356.16",
20231201080335pdf_1-14 Desember 2023.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,91.90,"15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,25,BUBUNG,LUWUK,LUW,94.00,"16,082.85","16,126.20",
20231201080335pdf_1-14 Desember 2023.pdf,26,SAM RATULANGI,MANADO,MDC,94.00,"16,082.85","16,126.20",
20231201080335pdf_1-14 Desember 2023.pdf,27,POLONIA,MEDAN,MES,91.90,"15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,28,MOPAH,MERAUKE,MKQ,94.30,"16,149.63","16,193.16",
20231201080335pdf_1-14 Desember 2023.pdf,29,RENDANI,MANOKWARI,MKW,94.30,"16,149.63","16,193.16",
20231201080335pdf_1-14 Desember 2023.pdf,30,KERTAJATI,MAJALENGKA,KJT,87.00,"14,880.81","14,920.92",
20231201080335pdf_1-14 Desember 2023.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,92.10,"15,760.08","15,802.56",
20231201080335pdf_1-14 Desember 2023.pdf,32,WAI OTI,MAUMERE,MOF,92.00,"15,748.95","15,791.40",
20231201080335pdf_1-14 Desember 2023.pdf,33,PANIAI,NABIRE,NBX,94.30,"16,149.63","16,193.16",
20231201080335pdf_1-14 Desember 2023.pdf,34,RANAI,NATUNA,NTX,91.90,"15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,35,PONDOK CABE,JAKARTA,PCB,92.50,"15,837.99","15,880.68",
20231201080335pdf_1-14 Desember 2023.pdf,36,MINANGKABAU,PADANG,PDG,91.90,"15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,91.90,"15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,92.60,"15,837.99","15,880.68",
20231201080335pdf_1-14 Desember 2023.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,91.90,"15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,92.60,"15,837.99","15,880.68",
20231201080335pdf_1-14 Desember 2023.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"91.90","15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,42,MUTIARA,PALU,PLW,94.00,"16,082.85","16,126.20",
20231201080335pdf_1-14 Desember 2023.pdf,43,SUPADIO,PONTIANAK,PNK,92.60,"15,837.99","15,880.68",
20231201080335pdf_1-14 Desember 2023.pdf,44,H. ASAN,SAMPIT,SMQ,92.60,"15,837.99","15,880.68",
20231201080335pdf_1-14 Desember 2023.pdf,45,ADISUMARMO,SOLO,SOC,92.80,"15,882.51","15,925.32",
20231201080335pdf_1-14 Desember 2023.pdf,46,SORONG DARATAN,SORONG,SOQ,94.30,"16,149.63","16,193.16",
20231201080335pdf_1-14 Desember 2023.pdf,47,ACHMAD YANI,SEMARANG,SRG,92.60,"15,826.86","15,869.52",
20231201080335pdf_1-14 Desember 2023.pdf,48,JUANDA,SURABAYA,SUB,90.30,"15,426.18","15,467.76",
20231201080335pdf_1-14 Desember 2023.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,90.50,"15,637.65","15,679.80",
20231201080335pdf_1-14 Desember 2023.pdf,50,KIJANG,TANJUNG PINANG,TNJ,92.30,"15,804.60","15,847.20",
20231201080335pdf_1-14 Desember 2023.pdf,51,JUWATA,TARAKAN,TRK,92.60,"15,837.99","15,880.68",
20231201080335pdf_1-14 Desember 2023.pdf,52,BABULLAH,TERNATE,TTE,94.30,"16,149.63","16,193.16",
20231201080335pdf_1-14 Desember 2023.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,93.20,"15,915.90","15,958.80",
20231201080335pdf_1-14 Desember 2023.pdf,54,MAU HAU,WAINGAPU,WGP,92.00,"15,748.95","15,791.40",
20231201080335pdf_1-14 Desember 2023.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),92.00,"15,760.08","15,802.56",
20231201080335pdf_1-14 Desember 2023.pdf,56,DUMATUBUN,TUAL,LUV,95.00,"16,272.06","16,315.92",
20231201080335pdf_1-14 Desember 2023.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,91.80,"15,715.56","15,757.92",
20231201080335pdf_1-14 Desember 2023.pdf,58,KALIMARAU,BERAU,BEJ,92.60,"15,837.99","15,880.68",
20231201080335pdf_1-14 Desember 2023.pdf,59,KOMODO,LABUAN BAJO,LBJ,93.00,"15,915.90","15,958.80",
20231201080335pdf_1-14 Desember 2023.pdf,60,KUALANAMU,DELI SERDANG,KNO,91.00,"15,526.35","15,568.20",
20231201080335pdf_1-14 Desember 2023.pdf,61,TAMPA PADANG,MAMUJU,MJU,94.30,"16,127.37","16,170.84",
20231201080335pdf_1-14 Desember 2023.pdf,62,F.L. TOBING,PINANGSORI,FLZ,91.90,"15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,63,MOZES KILANGIN,TIMIKA,TIM,94.30,"16,149.63","16,193.16",
20231201080335pdf_1-14 Desember 2023.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,92.60,"15,882.51","15,925.32",
20231201080335pdf_1-14 Desember 2023.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,92.00,"15,748.95","15,791.40",
20231201080335pdf_1-14 Desember 2023.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,94.80,"16,272.06","16,315.92",
20231201080335pdf_1-14 Desember 2023.pdf,67,BINAKA,GUNUNGSITOLI,GNS,91.90,"15,726.69","15,769.08",
20231201080335pdf_1-14 Desember 2023.pdf,68,KULONPROGO,YOGYAKARTA,YIA,92.80,"15,882.51","15,925.32",
20231201080335pdf_1-14 Desember 2023.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,94.90,"16,272.06","16,315.92",
20231201080335pdf_1-14 Desember 2023.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,92.80,"15,882.51","15,925.32",
20231201080335pdf_1-14 Desember 2023.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,94.50,"16,272.06","16,315.92",
20231201080335pdf_1-14 Desember 2023.pdf,72,BUDIARTO,CURUG,BTO,92.20,-,#VALUE!,
20240116074249pdf_15-31 Desember 2023.pdf,1,APT PRANOTO,SAMARINDA,AAP,92.40,"15,715.56","15,757.92",
20240116074249pdf_15-31 Desember 2023.pdf,2,PATTIMURA,AMBON,AMQ,94.20,"16,160.76","16,204.32",
20240116074249pdf_15-31 Desember 2023.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,92.40,"15,715.56","15,757.92",
20240116074249pdf_15-31 Desember 2023.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,92.00,"15,659.91","15,702.12",
20240116074249pdf_15-31 Desember 2023.pdf,5,FRANS KAISIEPO,BIAK,BIK,94.20,"16,027.20","16,070.40",
20240116074249pdf_15-31 Desember 2023.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,91.80,"15,648.78","15,690.96",
20240116074249pdf_15-31 Desember 2023.pdf,7,M. SALAHUDDIN,BIMA,BMU,91.90,"15,637.65","15,679.80",
20240116074249pdf_15-31 Desember 2023.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,91.40,"15,548.61","15,590.52",
20240116074249pdf_15-31 Desember 2023.pdf,9,HANG NADIM,BATAM,BTH,91.70,"14,062.06","14,104.12",
20240116074249pdf_15-31 Desember 2023.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,91.80,"15,604.26","15,646.32",
20240116074249pdf_15-31 Desember 2023.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,80.40,"13,656.51","13,693.32",
20240116074249pdf_15-31 Desember 2023.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,92.70,"15,771.21","15,813.72",
20240116074249pdf_15-31 Desember 2023.pdf,13,SULTAN THAHA,JAMBI,DJB,91.80,"15,648.78","15,690.96",
20240116074249pdf_15-31 Desember 2023.pdf,14,SENTANI,JAYAPURA,DJJ,94.50,"16,027.20","16,070.40",
20240116074249pdf_15-31 Desember 2023.pdf,15,NGURAH RAI,DENPASAR,DPS,90.60,"15,370.53","15,411.96",
20240116074249pdf_15-31 Desember 2023.pdf,16,PINANG KAMPAI,DUMAI,DUM,91.80,"15,604.26","15,646.32",
20240116074249pdf_15-31 Desember 2023.pdf,17,H. AROEBOESMAN,ENDE,ENE,91.90,"15,637.65","15,679.80",
20240116074249pdf_15-31 Desember 2023.pdf,18,JALALUDDIN,GORONTALO,GTO,93.80,"15,971.55","16,014.60",
20240116074249pdf_15-31 Desember 2023.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,87.50,"14,880.81","14,920.92",
20240116074249pdf_15-31 Desember 2023.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,92.80,"15,771.21","15,813.72",
20240116074249pdf_15-31 Desember 2023.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,93.80,"15,971.55","16,014.60",
20240116074249pdf_15-31 Desember 2023.pdf,22,UTAROM,KAIMANA,KNG,94.20,"16,027.20","16,070.40",
20240116074249pdf_15-31 Desember 2023.pdf,23,ELTARI,KUPANG,KOE,89.60,"15,203.58","15,244.56",
20240116074249pdf_15-31 Desember 2023.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,91.80,"15,615.39","15,657.48",
20240116074249pdf_15-31 Desember 2023.pdf,25,BUBUNG,LUWUK,LUW,93.80,"15,971.55","16,014.60",
20240116074249pdf_15-31 Desember 2023.pdf,26,SAM RATULANGI,MANADO,MDC,93.80,"15,971.55","16,014.60",
20240116074249pdf_15-31 Desember 2023.pdf,27,POLONIA,MEDAN,MES,91.80,"15,604.26","15,646.32",
20240116074249pdf_15-31 Desember 2023.pdf,28,MOPAH,MERAUKE,MKQ,94.20,"16,027.20","16,070.40",
20240116074249pdf_15-31 Desember 2023.pdf,29,RENDANI,MANOKWARI,MKW,94.20,"16,027.20","16,070.40",
20240116074249pdf_15-31 Desember 2023.pdf,30,KERTAJATI,MAJALENGKA,KJT,86.90,"14,769.51","14,809.32",
20240116074249pdf_15-31 Desember 2023.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,92.00,"15,648.78","15,690.96",
20240116074249pdf_15-31 Desember 2023.pdf,32,WAI OTI,MAUMERE,MOF,91.90,"15,637.65","15,679.80",
20240116074249pdf_15-31 Desember 2023.pdf,33,DOUW ATURURE,NABIRE,NBX,94.20,"16,160.76","16,204.32",
20240116074249pdf_15-31 Desember 2023.pdf,34,RANAI,NATUNA,NTX,91.80,"15,604.26","15,646.32",
20240116074249pdf_15-31 Desember 2023.pdf,35,PONDOK CABE,JAKARTA,PCB,92.40,"15,726.69","15,769.08",
20240116074249pdf_15-31 Desember 2023.pdf,36,MINANGKABAU,PADANG,PDG,91.80,"15,615.39","15,657.48",
20240116074249pdf_15-31 Desember 2023.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,91.70,"15,604.26","15,646.32",
20240116074249pdf_15-31 Desember 2023.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,92.40,"15,715.56","15,757.92",
20240116074249pdf_15-31 Desember 2023.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,91.80,"15,604.26","15,646.32",
20240116074249pdf_15-31 Desember 2023.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,92.40,"15,715.56","15,757.92",
20240116074249pdf_15-31 Desember 2023.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"91.70","15,604.26","15,646.32",
20240116074249pdf_15-31 Desember 2023.pdf,42,MUTIARA,PALU,PLW,93.80,"15,971.55","16,014.60",
20240116074249pdf_15-31 Desember 2023.pdf,43,SUPADIO,PONTIANAK,PNK,92.40,"15,715.56","15,757.92",
20240116074249pdf_15-31 Desember 2023.pdf,44,H. ASAN,SAMPIT,SMQ,92.40,"15,715.56","15,757.92",
20240116074249pdf_15-31 Desember 2023.pdf,45,ADISUMARMO,SOLO,SOC,92.70,"15,771.21","15,813.72",
20240116074249pdf_15-31 Desember 2023.pdf,46,SORONG DARATAN,SORONG,SOQ,94.20,"16,027.20","16,070.40",
20240116074249pdf_15-31 Desember 2023.pdf,47,ACHMAD YANI,SEMARANG,SRG,92.40,"15,715.56","15,757.92",
20240116074249pdf_15-31 Desember 2023.pdf,48,JUANDA,SURABAYA,SUB,90.20,"15,303.75","15,345.00",
20240116074249pdf_15-31 Desember 2023.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,90.40,"15,515.22","15,557.04",
20240116074249pdf_15-31 Desember 2023.pdf,50,KIJANG,TANJUNG PINANG,TNJ,92.20,"15,693.30","15,735.60",
20240116074249pdf_15-31 Desember 2023.pdf,51,JUWATA,TARAKAN,TRK,92.40,"15,715.56","15,757.92",
20240116074249pdf_15-31 Desember 2023.pdf,52,BABULLAH,TERNATE,TTE,94.20,"16,160.76","16,204.32",
20240116074249pdf_15-31 Desember 2023.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,93.10,"15,804.60","15,847.20",
20240116074249pdf_15-31 Desember 2023.pdf,54,MAU HAU,WAINGAPU,WGP,91.90,"15,637.65","15,679.80",
20240116074249pdf_15-31 Desember 2023.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),91.80,"15,648.78","15,690.96",
20240116074249pdf_15-31 Desember 2023.pdf,56,DUMATUBUN,TUAL,LUV,94.90,"16,160.76","16,204.32",
20240116074249pdf_15-31 Desember 2023.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,91.70,"15,604.26","15,646.32",
20240116074249pdf_15-31 Desember 2023.pdf,58,KALIMARAU,BERAU,BEJ,92.40,"15,715.56","15,757.92",
20240116074249pdf_15-31 Desember 2023.pdf,59,KOMODO,LABUAN BAJO,LBJ,92.80,"15,793.47","15,836.04",
20240116074249pdf_15-31 Desember 2023.pdf,60,KUALANAMU,DELI SERDANG,KNO,90.80,"15,415.05","15,456.60",
20240116074249pdf_15-31 Desember 2023.pdf,61,TAMPA PADANG,MAMUJU,MJU,94.20,"16,016.07","16,059.24",
20240116074249pdf_15-31 Desember 2023.pdf,62,F.L. TOBING,PINANGSORI,FLZ,91.80,"15,604.26","15,646.32",
20240116074249pdf_15-31 Desember 2023.pdf,63,MOZES KILANGIN,TIMIKA,TIM,94.20,"16,027.20","16,070.40",
20240116074249pdf_15-31 Desember 2023.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,92.50,"15,771.21","15,813.72",
20240116074249pdf_15-31 Desember 2023.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,91.90,"15,637.65","15,679.80",
20240116074249pdf_15-31 Desember 2023.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,94.70,"16,160.76","16,204.32",
20240116074249pdf_15-31 Desember 2023.pdf,67,BINAKA,GUNUNGSITOLI,GNS,91.80,"15,604.26","15,646.32",
20240116074249pdf_15-31 Desember 2023.pdf,68,KULONPROGO,YOGYAKARTA,YIA,92.70,"15,771.21","15,813.72",
20240116074249pdf_15-31 Desember 2023.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,94.80,"16,160.76","16,204.32",
20240116074249pdf_15-31 Desember 2023.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,92.70,"15,771.21","15,813.72",
20240116074249pdf_15-31 Desember 2023.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,94.40,"16,160.76","16,204.32",
20240116074249pdf_15-31 Desember 2023.pdf,72,BUDIARTO,CURUG,BTO,92.10,-,#VALUE!,
