Source.Name,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
20221231172557pdf_1-14 Januari 2023.pdf,,,,,INTERNATIONAL,,,
20221231172557pdf_1-14 Januari 2023.pdf,NO,LOCATION,CITY,IATA CODE,FLIGHT PRICE,"DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE
ONE TIME CUSTOMER","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE"
20221231172557pdf_1-14 Januari 2023.pdf,,,,,,(incl. VAT+Gov Tax),(incl. VAT+Gov Tax),(incl. VAT+Gov Tax)
20221231172557pdf_1-14 Januari 2023.pdf,,,,,(USCents / Liter),(Rp / Liter),(Rp / Liter),(USCents / Liter)
20230930080516pdf_1-14 Oktober 2023.pdf,18,JALALUDDIN,GORONTALO,GTO,104.10,"17,596.53","17,643.96",
20230930080516pdf_1-14 Oktober 2023.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,98.70,"16,672.74","16,717.68",
20230930080516pdf_1-14 Oktober 2023.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,103.00,"17,396.19","17,443.08",
20230930080516pdf_1-14 Oktober 2023.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,104.10,"17,596.53","17,643.96",
20230930080516pdf_1-14 Oktober 2023.pdf,22,UTAROM,KAIMANA,KNG,104.40,"17,652.18","17,699.76",
20230930080516pdf_1-14 Oktober 2023.pdf,23,ELTARI,KUPANG,KOE,99.80,"16,828.56","16,873.92",
20230930080516pdf_1-14 Oktober 2023.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,102.00,"17,240.37","17,286.84",
20230930080516pdf_1-14 Oktober 2023.pdf,25,BUBUNG,LUWUK,LUW,104.10,"17,596.53","17,643.96",
20230930080516pdf_1-14 Oktober 2023.pdf,26,SAM RATULANGI,MANADO,MDC,104.10,"17,596.53","17,643.96",
20230930080516pdf_1-14 Oktober 2023.pdf,27,POLONIA,MEDAN,MES,102.00,"17,229.24","17,275.68",
20230930080516pdf_1-14 Oktober 2023.pdf,28,MOPAH,MERAUKE,MKQ,104.40,"17,652.18","17,699.76",
20230930080516pdf_1-14 Oktober 2023.pdf,29,RENDANI,MANOKWARI,MKW,104.40,"17,652.18","17,699.76",
20230930080516pdf_1-14 Oktober 2023.pdf,30,KERTAJATI,MAJALENGKA,KJT,98.10,"16,561.44","16,606.08",
20230930080516pdf_1-14 Oktober 2023.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,102.20,"17,273.76","17,320.32",
20230930080516pdf_1-14 Oktober 2023.pdf,32,WAI OTI,MAUMERE,MOF,102.10,"17,262.63","17,309.16",
20230930080516pdf_1-14 Oktober 2023.pdf,33,PANIAI,NABIRE,NBX,104.40,"17,652.18","17,699.76",
20230930080516pdf_1-14 Oktober 2023.pdf,34,RANAI,NATUNA,NTX,102.00,"17,229.24","17,275.68",
20230930080516pdf_1-14 Oktober 2023.pdf,35,PONDOK CABE,JAKARTA,PCB,103.60,"17,518.62","17,565.84",
20230930080516pdf_1-14 Oktober 2023.pdf,36,MINANGKABAU,PADANG,PDG,102.00,"17,229.24","17,275.68",
20230930080516pdf_1-14 Oktober 2023.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,102.00,"17,229.24","17,275.68",
20230930080516pdf_1-14 Oktober 2023.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,102.70,"17,340.54","17,387.28",
20230930080516pdf_1-14 Oktober 2023.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,102.00,"17,229.24","17,275.68",
20230930080516pdf_1-14 Oktober 2023.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,102.70,"17,340.54","17,387.28",
20230930080516pdf_1-14 Oktober 2023.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"102.00","17,229.24","17,275.68",
20230930080516pdf_1-14 Oktober 2023.pdf,42,MUTIARA,PALU,PLW,104.10,"17,596.53","17,643.96",
20230930080516pdf_1-14 Oktober 2023.pdf,43,SUPADIO,PONTIANAK,PNK,102.70,"17,340.54","17,387.28",
20230930080516pdf_1-14 Oktober 2023.pdf,44,H. ASAN,SAMPIT,SMQ,102.70,"17,340.54","17,387.28",
20230930080516pdf_1-14 Oktober 2023.pdf,45,ADISUMARMO,SOLO,SOC,103.00,"17,396.19","17,443.08",
20230930080516pdf_1-14 Oktober 2023.pdf,46,SORONG DARATAN,SORONG,SOQ,104.40,"17,652.18","17,699.76",
20230930080516pdf_1-14 Oktober 2023.pdf,47,ACHMAD YANI,SEMARANG,SRG,102.70,"17,340.54","17,387.28",
20230930080516pdf_1-14 Oktober 2023.pdf,48,JUANDA,SURABAYA,SUB,101.40,"17,106.81","17,152.92",
20230930080516pdf_1-14 Oktober 2023.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,100.60,"17,140.20","17,186.40",
20230930080516pdf_1-14 Oktober 2023.pdf,50,KIJANG,TANJUNG PINANG,TNJ,102.40,"17,318.28","17,364.96",
20230930080516pdf_1-14 Oktober 2023.pdf,51,JUWATA,TARAKAN,TRK,102.70,"17,340.54","17,387.28",
20230930080516pdf_1-14 Oktober 2023.pdf,52,BABULLAH,TERNATE,TTE,104.40,"17,652.18","17,699.76",
20230930080516pdf_1-14 Oktober 2023.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,104.30,"17,596.53","17,643.96",
20230930080516pdf_1-14 Oktober 2023.pdf,54,MAU HAU,WAINGAPU,WGP,102.10,"17,262.63","17,309.16",
20230930080516pdf_1-14 Oktober 2023.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),102.00,"17,273.76","17,320.32",
20230930080516pdf_1-14 Oktober 2023.pdf,56,DUMATUBUN,TUAL,LUV,105.10,"17,785.74","17,833.68",
20230930080516pdf_1-14 Oktober 2023.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,101.90,"17,218.11","17,264.52",
20230930080516pdf_1-14 Oktober 2023.pdf,58,KALIMARAU,BERAU,BEJ,102.70,"17,340.54","17,387.28",
20230930080516pdf_1-14 Oktober 2023.pdf,59,KOMODO,LABUAN BAJO,LBJ,103.10,"17,418.45","17,465.40",
20230930080516pdf_1-14 Oktober 2023.pdf,60,KUALANAMU,DELI SERDANG,KNO,102.10,"17,206.98","17,253.36",
20230930080516pdf_1-14 Oktober 2023.pdf,61,TAMPA PADANG,MAMUJU,MJU,104.40,"17,641.05","17,688.60",
20230930080516pdf_1-14 Oktober 2023.pdf,62,F.L. TOBING,PINANGSORI,FLZ,102.00,"17,229.24","17,275.68",
20230930080516pdf_1-14 Oktober 2023.pdf,63,MOZES KILANGIN,TIMIKA,TIM,104.40,"17,652.18","17,699.76",
20230930080516pdf_1-14 Oktober 2023.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,102.70,"17,396.19","17,443.08",
20230930080516pdf_1-14 Oktober 2023.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,102.10,"17,262.63","17,309.16",
20230930080516pdf_1-14 Oktober 2023.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,105.00,"17,785.74","17,833.68",
20230930080516pdf_1-14 Oktober 2023.pdf,67,BINAKA,GUNUNGSITOLI,GNS,102.00,"17,229.24","17,275.68",
20230930080516pdf_1-14 Oktober 2023.pdf,68,KULONPROGO,YOGYAKARTA,YIA,102.90,"17,396.19","17,443.08",
20230930080516pdf_1-14 Oktober 2023.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,105.00,"17,785.74","17,833.68",
20230930080516pdf_1-14 Oktober 2023.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,103.00,"17,396.19","17,443.08",
20230930080516pdf_1-14 Oktober 2023.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,104.60,"17,785.74","17,833.68",
20230930080516pdf_1-14 Oktober 2023.pdf,72,BUDIARTO,CURUG,BTO,103.30,-,#VALUE!,
20231015013702pdf_15-31 Oktober 2023.pdf,1,APT PRANOTO,SAMARINDA,AAP,100.10,"17,073.42","17,119.44",
20231015013702pdf_15-31 Oktober 2023.pdf,2,PATTIMURA,AMBON,AMQ,101.90,"17,385.06","17,431.92",
20231015013702pdf_15-31 Oktober 2023.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,100.10,"17,073.42","17,119.44",
20231015013702pdf_15-31 Oktober 2023.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,99.70,"17,006.64","17,052.48",
20231015013702pdf_15-31 Oktober 2023.pdf,5,FRANS KAISIEPO,BIAK,BIK,101.90,"17,385.06","17,431.92",
20231015013702pdf_15-31 Oktober 2023.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,99.50,"17,006.64","17,052.48",
20231015013702pdf_15-31 Oktober 2023.pdf,7,M. SALAHUDDIN,BIMA,BMU,99.60,"16,984.38","17,030.16",
20231015013702pdf_15-31 Oktober 2023.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,99.20,"16,906.47","16,952.04",
20231015013702pdf_15-31 Oktober 2023.pdf,9,HANG NADIM,BATAM,BTH,99.50,"15,275.69","15,321.38",
20231015013702pdf_15-31 Oktober 2023.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,99.50,"16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,88.10,"15,003.24","15,043.68",
20231015013702pdf_15-31 Oktober 2023.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,100.40,"17,117.94","17,164.08",
20231015013702pdf_15-31 Oktober 2023.pdf,13,SULTAN THAHA,JAMBI,DJB,99.50,"17,006.64","17,052.48",
20231015013702pdf_15-31 Oktober 2023.pdf,14,SENTANI,JAYAPURA,DJJ,102.20,"17,385.06","17,431.92",
20231015013702pdf_15-31 Oktober 2023.pdf,15,NGURAH RAI,DENPASAR,DPS,98.30,"16,728.39","16,773.48",
20231015013702pdf_15-31 Oktober 2023.pdf,16,PINANG KAMPAI,DUMAI,DUM,99.50,"16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,17,H. AROEBOESMAN,ENDE,ENE,99.60,"16,984.38","17,030.16",
20231015013702pdf_15-31 Oktober 2023.pdf,18,JALALUDDIN,GORONTALO,GTO,101.60,"17,318.28","17,364.96",
20231015013702pdf_15-31 Oktober 2023.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,95.20,"16,227.54","16,271.28",
20231015013702pdf_15-31 Oktober 2023.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,100.50,"17,117.94","17,164.08",
20231015013702pdf_15-31 Oktober 2023.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,101.60,"17,318.28","17,364.96",
20231015013702pdf_15-31 Oktober 2023.pdf,22,UTAROM,KAIMANA,KNG,101.90,"17,385.06","17,431.92",
20231015013702pdf_15-31 Oktober 2023.pdf,23,ELTARI,KUPANG,KOE,97.30,"16,550.31","16,594.92",
20231015013702pdf_15-31 Oktober 2023.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,99.50,"16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,25,BUBUNG,LUWUK,LUW,101.60,"17,318.28","17,364.96",
20231015013702pdf_15-31 Oktober 2023.pdf,26,SAM RATULANGI,MANADO,MDC,101.60,"17,318.28","17,364.96",
20231015013702pdf_15-31 Oktober 2023.pdf,27,POLONIA,MEDAN,MES,99.50,"16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,28,MOPAH,MERAUKE,MKQ,101.90,"17,385.06","17,431.92",
20231015013702pdf_15-31 Oktober 2023.pdf,29,RENDANI,MANOKWARI,MKW,101.90,"17,385.06","17,431.92",
20231015013702pdf_15-31 Oktober 2023.pdf,30,KERTAJATI,MAJALENGKA,KJT,94.60,"16,116.24","16,159.68",
20231015013702pdf_15-31 Oktober 2023.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,99.70,"16,995.51","17,041.32",
20231015013702pdf_15-31 Oktober 2023.pdf,32,WAI OTI,MAUMERE,MOF,99.60,"16,984.38","17,030.16",
20231015013702pdf_15-31 Oktober 2023.pdf,33,PANIAI,NABIRE,NBX,101.90,"17,385.06","17,431.92",
20231015013702pdf_15-31 Oktober 2023.pdf,34,RANAI,NATUNA,NTX,99.50,"16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,35,PONDOK CABE,JAKARTA,PCB,100.10,"17,073.42","17,119.44",
20231015013702pdf_15-31 Oktober 2023.pdf,36,MINANGKABAU,PADANG,PDG,99.50,"16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,99.40,"16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,100.10,"17,073.42","17,119.44",
20231015013702pdf_15-31 Oktober 2023.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,99.50,"16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,100.10,"17,073.42","17,119.44",
20231015013702pdf_15-31 Oktober 2023.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"99.40","16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,42,MUTIARA,PALU,PLW,101.60,"17,318.28","17,364.96",
20231015013702pdf_15-31 Oktober 2023.pdf,43,SUPADIO,PONTIANAK,PNK,100.10,"17,073.42","17,119.44",
20231015013702pdf_15-31 Oktober 2023.pdf,44,H. ASAN,SAMPIT,SMQ,100.10,"17,073.42","17,119.44",
20231015013702pdf_15-31 Oktober 2023.pdf,45,ADISUMARMO,SOLO,SOC,100.40,"17,117.94","17,164.08",
20231015013702pdf_15-31 Oktober 2023.pdf,46,SORONG DARATAN,SORONG,SOQ,101.90,"17,385.06","17,431.92",
20231015013702pdf_15-31 Oktober 2023.pdf,47,ACHMAD YANI,SEMARANG,SRG,100.20,"17,062.29","17,108.28",
20231015013702pdf_15-31 Oktober 2023.pdf,48,JUANDA,SURABAYA,SUB,97.90,"16,661.61","16,706.52",
20231015013702pdf_15-31 Oktober 2023.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,98.10,"16,873.08","16,918.56",
20231015013702pdf_15-31 Oktober 2023.pdf,50,KIJANG,TANJUNG PINANG,TNJ,99.90,"17,040.03","17,085.96",
20231015013702pdf_15-31 Oktober 2023.pdf,51,JUWATA,TARAKAN,TRK,100.10,"17,073.42","17,119.44",
20231015013702pdf_15-31 Oktober 2023.pdf,52,BABULLAH,TERNATE,TTE,101.90,"17,385.06","17,431.92",
20231015013702pdf_15-31 Oktober 2023.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,100.80,"17,151.33","17,197.56",
20231015013702pdf_15-31 Oktober 2023.pdf,54,MAU HAU,WAINGAPU,WGP,99.60,"16,984.38","17,030.16",
20231015013702pdf_15-31 Oktober 2023.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),99.50,"16,995.51","17,041.32",
20231015013702pdf_15-31 Oktober 2023.pdf,56,DUMATUBUN,TUAL,LUV,102.60,"17,507.49","17,554.68",
20231015013702pdf_15-31 Oktober 2023.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,99.40,"16,950.99","16,996.68",
20231015013702pdf_15-31 Oktober 2023.pdf,58,KALIMARAU,BERAU,BEJ,100.10,"17,073.42","17,119.44",
20231015013702pdf_15-31 Oktober 2023.pdf,59,KOMODO,LABUAN BAJO,LBJ,100.50,"17,151.33","17,197.56",
20231015013702pdf_15-31 Oktober 2023.pdf,60,KUALANAMU,DELI SERDANG,KNO,98.60,"16,761.78","16,806.96",
20231015013702pdf_15-31 Oktober 2023.pdf,61,TAMPA PADANG,MAMUJU,MJU,101.90,"17,362.80","17,409.60",
20231015013702pdf_15-31 Oktober 2023.pdf,62,F.L. TOBING,PINANGSORI,FLZ,99.50,"16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,63,MOZES KILANGIN,TIMIKA,TIM,101.90,"17,385.06","17,431.92",
20231015013702pdf_15-31 Oktober 2023.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,100.20,"17,117.94","17,164.08",
20231015013702pdf_15-31 Oktober 2023.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,99.60,"16,984.38","17,030.16",
20231015013702pdf_15-31 Oktober 2023.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,102.40,"17,507.49","17,554.68",
20231015013702pdf_15-31 Oktober 2023.pdf,67,BINAKA,GUNUNGSITOLI,GNS,99.50,"16,962.12","17,007.84",
20231015013702pdf_15-31 Oktober 2023.pdf,68,KULONPROGO,YOGYAKARTA,YIA,100.40,"17,117.94","17,164.08",
20231015013702pdf_15-31 Oktober 2023.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,102.50,"17,507.49","17,554.68",
20231015013702pdf_15-31 Oktober 2023.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,100.40,"17,117.94","17,164.08",
20231015013702pdf_15-31 Oktober 2023.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,102.10,"17,507.49","17,554.68",
20231015013702pdf_15-31 Oktober 2023.pdf,72,BUDIARTO,CURUG,BTO,99.80,-,#VALUE!,
20231101115709pdf_1-14 November 2023.pdf,1,APT PRANOTO,SAMARINDA,AAP,97.40,"16,850.82","16,896.24",
20231101115709pdf_1-14 November 2023.pdf,2,PATTIMURA,AMBON,AMQ,99.20,"17,162.46","17,208.72",
20231101115709pdf_1-14 November 2023.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,97.40,"16,850.82","16,896.24",
20231101115709pdf_1-14 November 2023.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,97.00,"16,784.04","16,829.28",
20231101115709pdf_1-14 November 2023.pdf,5,FRANS KAISIEPO,BIAK,BIK,99.20,"17,162.46","17,208.72",
20231101115709pdf_1-14 November 2023.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,96.80,"16,784.04","16,829.28",
20231101115709pdf_1-14 November 2023.pdf,7,M. SALAHUDDIN,BIMA,BMU,96.90,"16,772.91","16,818.12",
20231101115709pdf_1-14 November 2023.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,96.50,"16,683.87","16,728.84",
20231101115709pdf_1-14 November 2023.pdf,9,HANG NADIM,BATAM,BTH,96.80,"15,085.12","15,130.24",
20231101115709pdf_1-14 November 2023.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,96.80,"16,739.52","16,784.64",
20231101115709pdf_1-14 November 2023.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,85.60,"14,780.64","14,820.48",
20231101115709pdf_1-14 November 2023.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,97.70,"16,906.47","16,952.04",
20231101115709pdf_1-14 November 2023.pdf,13,SULTAN THAHA,JAMBI,DJB,96.80,"16,784.04","16,829.28",
20231101115709pdf_1-14 November 2023.pdf,14,SENTANI,JAYAPURA,DJJ,99.50,"17,162.46","17,208.72",
20231101115709pdf_1-14 November 2023.pdf,15,NGURAH RAI,DENPASAR,DPS,95.60,"16,505.79","16,550.28",
20231101115709pdf_1-14 November 2023.pdf,16,PINANG KAMPAI,DUMAI,DUM,96.80,"16,739.52","16,784.64",
20231101115709pdf_1-14 November 2023.pdf,17,H. AROEBOESMAN,ENDE,ENE,96.90,"16,772.91","16,818.12",
20231101115709pdf_1-14 November 2023.pdf,18,JALALUDDIN,GORONTALO,GTO,98.80,"17,106.81","17,152.92",
20231101115709pdf_1-14 November 2023.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,92.60,"16,004.94","16,048.08",
20231101115709pdf_1-14 November 2023.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,97.80,"16,906.47","16,952.04",
20231101115709pdf_1-14 November 2023.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,98.80,"17,106.81","17,152.92",
20231101115709pdf_1-14 November 2023.pdf,22,UTAROM,KAIMANA,KNG,99.20,"17,162.46","17,208.72",
20231101115709pdf_1-14 November 2023.pdf,23,ELTARI,KUPANG,KOE,94.70,"16,338.84","16,382.88",
20231101115709pdf_1-14 November 2023.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,96.80,"16,750.65","16,795.80",
20231101115709pdf_1-14 November 2023.pdf,25,BUBUNG,LUWUK,LUW,98.80,"17,106.81","17,152.92",
20231101115709pdf_1-14 November 2023.pdf,26,SAM RATULANGI,MANADO,MDC,98.80,"17,106.81","17,152.92",
20231101115709pdf_1-14 November 2023.pdf,27,POLONIA,MEDAN,MES,96.80,"16,739.52","16,784.64",
20231101115709pdf_1-14 November 2023.pdf,28,MOPAH,MERAUKE,MKQ,99.20,"17,162.46","17,208.72",
20231101115709pdf_1-14 November 2023.pdf,29,RENDANI,MANOKWARI,MKW,99.20,"17,162.46","17,208.72",
20231101115709pdf_1-14 November 2023.pdf,30,KERTAJATI,MAJALENGKA,KJT,91.90,"15,893.64","15,936.48",
20231101115709pdf_1-14 November 2023.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,97.00,"16,784.04","16,829.28",
20231101115709pdf_1-14 November 2023.pdf,32,WAI OTI,MAUMERE,MOF,96.90,"16,772.91","16,818.12",
20231101115709pdf_1-14 November 2023.pdf,33,PANIAI,NABIRE,NBX,99.20,"17,162.46","17,208.72",
20231101115709pdf_1-14 November 2023.pdf,34,RANAI,NATUNA,NTX,96.80,"16,739.52","16,784.64",
20231101115709pdf_1-14 November 2023.pdf,35,PONDOK CABE,JAKARTA,PCB,97.40,"16,850.82","16,896.24",
20231101115709pdf_1-14 November 2023.pdf,36,MINANGKABAU,PADANG,PDG,96.80,"16,739.52","16,784.64",
20231101115709pdf_1-14 November 2023.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,96.70,"16,739.52","16,784.64",
20231101115709pdf_1-14 November 2023.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,97.40,"16,850.82","16,896.24",
20231101115709pdf_1-14 November 2023.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,96.80,"16,739.52","16,784.64",
20231101115709pdf_1-14 November 2023.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,97.40,"16,850.82","16,896.24",
20231101115709pdf_1-14 November 2023.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,96.70,"16,739.52","16,784.64",
20231101115709pdf_1-14 November 2023.pdf,42,MUTIARA,PALU,PLW,98.80,"17,106.81","17,152.92",
20231101115709pdf_1-14 November 2023.pdf,43,SUPADIO,PONTIANAK,PNK,97.40,"16,850.82","16,896.24",
20231101115709pdf_1-14 November 2023.pdf,44,H. ASAN,SAMPIT,SMQ,97.40,"16,850.82","16,896.24",
20231101115709pdf_1-14 November 2023.pdf,45,ADISUMARMO,SOLO,SOC,97.70,"16,906.47","16,952.04",
20231101115709pdf_1-14 November 2023.pdf,46,SORONG DARATAN,SORONG,SOQ,99.20,"17,162.46","17,208.72",
20231101115709pdf_1-14 November 2023.pdf,47,ACHMAD YANI,SEMARANG,SRG,97.50,"16,850.82","16,896.24",
20231101115709pdf_1-14 November 2023.pdf,48,JUANDA,SURABAYA,SUB,95.20,"16,439.01","16,483.32",
20231101115709pdf_1-14 November 2023.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,95.40,"16,650.48","16,695.36",
20231101115709pdf_1-14 November 2023.pdf,50,KIJANG,TANJUNG PINANG,TNJ,97.20,"16,828.56","16,873.92",
20231101115709pdf_1-14 November 2023.pdf,51,JUWATA,TARAKAN,TRK,97.40,"16,850.82","16,896.24",
20231101115709pdf_1-14 November 2023.pdf,52,BABULLAH,TERNATE,TTE,99.20,"17,162.46","17,208.72",
20231101115709pdf_1-14 November 2023.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,98.10,"16,928.73","16,974.36",
20231101115709pdf_1-14 November 2023.pdf,54,MAU HAU,WAINGAPU,WGP,96.90,"16,772.91","16,818.12",
20231101115709pdf_1-14 November 2023.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),96.80,"16,784.04","16,829.28",
20231101115709pdf_1-14 November 2023.pdf,56,DUMATUBUN,TUAL,LUV,99.80,"17,284.89","17,331.48",
20231101115709pdf_1-14 November 2023.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,96.70,"16,728.39","16,773.48",
20231101115709pdf_1-14 November 2023.pdf,58,KALIMARAU,BERAU,BEJ,97.40,"16,850.82","16,896.24",
20231101115709pdf_1-14 November 2023.pdf,59,KOMODO,Jam 11.54 LABUAN BAJO,LBJ,97.80,"16,928.73","16,974.36",
20231101115709pdf_1-14 November 2023.pdf,60,KUALANAMU,DELI SERDANG,KNO,95.90,"16,539.18","16,583.76",
20231101115709pdf_1-14 November 2023.pdf,61,TAMPA PADANG,MAMUJU,MJU,99.20,"17,151.33","17,197.56",
20231101115709pdf_1-14 November 2023.pdf,62,F.L. TOBING,PINANGSORI,FLZ,96.80,"16,739.52","16,784.64",
20231101115709pdf_1-14 November 2023.pdf,63,MOZES KILANGIN,TIMIKA,TIM,99.20,"17,162.46","17,208.72",
20231101115709pdf_1-14 November 2023.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,97.50,"16,906.47","16,952.04",
20231101115709pdf_1-14 November 2023.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,96.90,"16,772.91","16,818.12",
20231101115709pdf_1-14 November 2023.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,99.70,"17,284.89","17,331.48",
20231101115709pdf_1-14 November 2023.pdf,67,BINAKA,GUNUNGSITOLI,GNS,96.80,"16,739.52","16,784.64",
20231101115709pdf_1-14 November 2023.pdf,68,KULONPROGO,YOGYAKARTA,YIA,97.70,"16,906.47","16,952.04",
20231101115709pdf_1-14 November 2023.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,99.70,"17,284.89","17,331.48",
20231101115709pdf_1-14 November 2023.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,97.70,"16,906.47","16,952.04",
20231101115709pdf_1-14 November 2023.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,99.30,"17,284.89","17,331.48",
20231101115709pdf_1-14 November 2023.pdf,72,BUDIARTO,CURUG,BTO,97.10,-,#VALUE!,
20231115082252pdf_15-30 November 2023.pdf,1,APT PRANOTO,SAMARINDA,AAP,95.60,"16,628.22","16,673.04",
20231115082252pdf_15-30 November 2023.pdf,2,PATTIMURA,AMBON,AMQ,97.30,"16,939.86","16,985.52",
20231115082252pdf_15-30 November 2023.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,95.60,"16,628.22","16,673.04",
20231115082252pdf_15-30 November 2023.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,95.20,"16,561.44","16,606.08",
20231115082252pdf_15-30 November 2023.pdf,5,FRANS KAISIEPO,BIAK,BIK,97.30,"16,939.86","16,985.52",
20231115082252pdf_15-30 November 2023.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,95.00,"16,561.44","16,606.08",
20231115082252pdf_15-30 November 2023.pdf,7,M. SALAHUDDIN,BIMA,BMU,95.10,"16,539.18","16,583.76",
20231115082252pdf_15-30 November 2023.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,94.70,"16,461.27","16,505.64",
