Year,Month,No,Location,City,IATA_Code,International_Flight_Price_USCents_Liter,Domestic_Flight_Price_Into_Plane_Rp_Liter,Domestic_Flight_Price_One_Time_Customer_Rp_Liter,Source
2023,05,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,4622.59,6200.00,6216.71,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,20,ADISUCIPTO,YOGYAKARTA,JOG,5103.57,6839.13,6857.57,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,21,WOLTER MONGINSIDI,KENDARI,KDI,5203.05,6975.01,6993.81,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,22,UTAROM,KAIMANA,KNG,5214.15,6995.14,7014.00,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,23,ELTARI,KUPANG,KOE,4976.40,6657.96,6675.91,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,24,LOMBOK INTERNATIONAL,MATARAM,LOP,5125.68,6874.36,6892.89,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,25,BUBUNG,LUWUK,LUW,5203.05,6975.01,6993.81,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,26,SAM RATULANGI,MANADO,MDC,5203.05,6975.01,6993.81,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,27,POLONIA,MEDAN,MES,5031.69,6748.55,6766.74,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,28,MOPAH,MERAUKE,MKQ,5214.15,6995.14,7014.00,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,29,RENDANI,MANOKWARI,MKW,5214.15,6995.14,7014.00,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,30,KERTAJATI,MAJALENGKA,KJT,4583.88,6149.67,6166.25,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,31,ABDURACHMAN SALEH,MALANG,MLG,5120.15,6869.33,6887.84,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,32,WAI OTI,MAUMERE,MOF,5169.92,6934.75,6953.44,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,33,PANIAI,NABIRE,NBX,5214.15,6995.14,7014.00,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,34,RANAI,NATUNA,NTX,5031.69,6748.55,6766.74,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,35,PONDOK CABE,JAKARTA,PCB,5131.21,6884.43,6902.98,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,36,MINANGKABAU,PADANG,PDG,5031.69,6698.22,6716.28,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,37,DEPATI AMIR,PANGKAL PINANG,PGK,5009.57,6718.35,6736.46,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,38,ISKANDAR,PANGKALAN BUN,PKN,5158.86,6914.62,6933.26,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,5031.69,6748.55,6766.74,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,40,TJILIK RIWUT,PALANGKARAYA,PKY,5158.86,6914.62,6933.26,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,5009.57,6718.35,6736.46,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,42,MUTIARA,PALU,PLW,5203.05,6975.01,6993.81,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,43,SUPADIO,PONTIANAK,PNK,5158.86,6914.62,6933.26,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,44,H. ASAN,SAMPIT,SMQ,5158.86,6914.62,6933.26,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,45,ADISUMARMO,SOLO,SOC,5114.63,6859.26,6877.75,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,46,SORONG DARATAN,SORONG,SOQ,5214.15,6995.14,7014.00,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,47,ACHMAD YANI,SEMARANG,SRG,5064.86,6788.81,6807.11,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,48,JUANDA,SURABAYA,SUB,4959.81,6637.83,6655.72,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,4965.34,6723.38,6741.51,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,50,KIJANG,TANJUNG PINANG,TNJ,5070.39,6803.90,6822.24,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,51,JUWATA,TARAKAN,TRK,5158.86,6914.62,6933.26,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,52,BABULLAH,TERNATE,TTE,5214.15,6995.14,7014.00,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,53,HASANUDDIN,UJUNG PANDANG,UPG,5175.45,6919.65,6938.30,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,54,MAU HAU,WAINGAPU,WGP,5169.92,6934.75,6953.44,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,55,ISWAHYUDI,MADIUN,WIAR (ICAO),5136.74,6899.52,6918.12,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,56,DUMATUBUN,TUAL,LUV,5214.15,6995.14,7014.00,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,57,SILANGIT,SIBORONG-BORONG,DTB,5009.57,6718.35,6736.46,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,58,KALIMARAU,BERAU,BEJ,5158.86,6914.62,6933.26,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,59,KOMODO,LABUAN BAJO,LBJ,5158.86,6919.65,6938.30,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,60,KUALANAMU,DELI SERDANG,KNO,5020.63,6713.32,6731.41,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,61,TAMPA PADANG,MAMUJU,MJU,5219.68,6995.14,7014.00,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,62,F.L. TOBING,PINANGSORI,FLZ,5031.69,6748.55,6766.74,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,63,MOZES KILANGIN,TIMIKA,TIM,5214.15,6995.14,7014.00,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,5048.28,6788.81,6807.11,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,65,BLIMBINGSARI,BANYUWANGI,BWX,5169.92,6934.75,6953.44,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,66,TAMBOLAKA,SUMBA BARAT,TMC,5142.23,6909.59,6928.21,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,67,BINAKA,GUNUNGSITOLI,GNS,5031.69,6748.55,6766.74,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,68,KULONPROGO,YOGYAKARTA,YIA,5103.57,6844.17,6862.61,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,69,KUABANG,HALMAHERA UTARA,KAZ,5208.62,6995.14,7014.00,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,5114.63,6859.26,6877.75,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,5186.50,7000.17,7019.04,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,05,72,BUDIARTO,CURUG,BTO,5114.63,6894.49,6913.07,20230502084550pdf_1-14 Mei 2023.pdf + 20230515015637pdf_15-31 Mei 2023.pdf
2023,06,1,APT PRANOTO,SAMARINDA,AAP,89.07,14535.78,14574.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,2,PATTIMURA,AMBON,AMQ,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,89.07,14535.78,14574.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,85.63,13979.28,14016.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,5,FRANS KAISIEPO,BIAK,BIK,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,87.67,14346.57,14385.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,7,M. SALAHUDDIN,BIMA,BMU,89.43,14602.56,14641.92,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,8,SEPINGGAN,BALIKPAPAN,BPN,87.43,14257.53,14295.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,9,HANG NADIM,BATAM,BTH,86.83,12768.19,12806.38,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,87.53,14279.79,14318.28,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,11,SOEKARNO HATTA,CENGKARENG,CGK,72.18,11753.28,11784.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,12,TUNGGUL WULUNG,CILACAP,CXP,88.63,14469.00,14508.00,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,13,SULTAN THAHA,JAMBI,DJB,87.93,14391.09,14429.88,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,14,SENTANI,JAYAPURA,DJJ,89.73,14602.56,14641.92,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,15,NGURAH RAI,DENPASAR,DPS,88.53,14413.35,14452.20,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,16,PINANG KAMPAI,DUMAI,DUM,87.53,14279.79,14318.28,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,17,H. AROEBOESMAN,ENDE,ENE,89.43,14602.56,14641.92,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,18,JALALUDDIN,GORONTALO,GTO,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,79.63,12977.58,13012.56,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,20,ADISUCIPTO,YOGYAKARTA,JOG,88.43,14424.48,14463.36,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,21,WOLTER MONGINSIDI,KENDARI,KDI,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,22,UTAROM,KAIMANA,KNG,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,23,ELTARI,KUPANG,KOE,86.13,14023.80,14061.60,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,24,LOMBOK INTERNATIONAL,MATARAM,LOP,88.83,14502.39,14541.48,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,25,BUBUNG,LUWUK,LUW,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,26,SAM RATULANGI,MANADO,MDC,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,27,POLONIA,MEDAN,MES,87.53,14279.79,14318.28,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,28,MOPAH,MERAUKE,MKQ,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,29,RENDANI,MANOKWARI,MKW,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,30,KERTAJATI,MAJALENGKA,KJT,78.93,12866.28,12900.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,31,ABDURACHMAN SALEH,MALANG,MLG,88.73,14491.26,14530.32,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,32,WAI OTI,MAUMERE,MOF,89.43,14602.56,14641.92,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,33,PANIAI,NABIRE,NBX,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,34,RANAI,NATUNA,NTX,87.53,14279.79,14318.28,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,35,PONDOK CABE,JAKARTA,PCB,88.93,14524.65,14563.80,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,36,MINANGKABAU,PADANG,PDG,87.53,14168.49,14206.68,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,37,DEPATI AMIR,PANGKAL PINANG,PGK,87.03,14213.01,14251.32,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,38,ISKANDAR,PANGKALAN BUN,PKN,89.07,14535.78,14574.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,87.53,14279.79,14318.28,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,40,TJILIK RIWUT,PALANGKARAYA,PKY,89.07,14535.78,14574.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,87.03,14213.01,14251.32,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,42,MUTIARA,PALU,PLW,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,43,SUPADIO,PONTIANAK,PNK,89.07,14535.78,14574.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,44,H. ASAN,SAMPIT,SMQ,89.07,14535.78,14574.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,45,ADISUMARMO,SOLO,SOC,88.63,14469.00,14508.00,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,46,SORONG DARATAN,SORONG,SOQ,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,47,ACHMAD YANI,SEMARANG,SRG,87.77,14313.18,14351.76,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,48,JUANDA,SURABAYA,SUB,85.83,13979.28,14016.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,86.23,14224.14,14262.48,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,50,KIJANG,TANJUNG PINANG,TNJ,88.13,14402.22,14441.04,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,51,JUWATA,TARAKAN,TRK,89.07,14535.78,14574.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,52,BABULLAH,TERNATE,TTE,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,53,HASANUDDIN,UJUNG PANDANG,UPG,89.33,14546.91,14586.12,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,54,MAU HAU,WAINGAPU,WGP,89.43,14602.56,14641.92,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,55,ISWAHYUDI,MADIUN,WIAR (ICAO),89.03,14558.04,14597.28,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,56,DUMATUBUN,TUAL,LUV,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,57,SILANGIT,SIBORONG-BORONG,DTB,87.03,14213.01,14251.32,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,58,KALIMARAU,BERAU,BEJ,89.07,14535.78,14574.96,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,59,KOMODO,LABUAN BAJO,LBJ,89.43,14602.56,14641.92,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,60,KUALANAMU,DELI SERDANG,KNO,87.23,14201.88,14240.16,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,61,TAMPA PADANG,MAMUJU,MJU,89.63,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,62,F.L. TOBING,PINANGSORI,FLZ,87.53,14279.79,14318.28,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,63,MOZES KILANGIN,TIMIKA,TIM,89.53,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,87.83,14368.83,14407.56,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,65,BLIMBINGSARI,BANYUWANGI,BWX,89.43,14602.56,14641.92,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,66,TAMBOLAKA,SUMBA BARAT,TMC,89.07,14580.30,14619.60,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,67,BINAKA,GUNUNGSITOLI,GNS,87.53,14279.79,14318.28,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,68,KULONPROGO,YOGYAKARTA,YIA,88.43,14435.61,14474.52,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,69,KUABANG,HALMAHERA UTARA,KAZ,89.43,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,88.63,14469.00,14508.00,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,89.03,14624.82,14664.24,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,06,72,BUDIARTO,CURUG,BTO,88.63,14546.91,14586.12,20230601071059pdf_1-14 Juni 2023.pdf + 20230615023759pdf_15-30 Juni 2023.pdf
2023,07,1,APT PRANOTO,SAMARINDA,AAP,89.29,14677.60,14717.16,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,2,PATTIMURA,AMBON,AMQ,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,89.29,14677.60,14717.16,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,86.65,14245.68,14284.08,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,5,FRANS KAISIEPO,BIAK,BIK,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,88.04,14510.65,14549.76,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,7,M. SALAHUDDIN,BIMA,BMU,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,8,SEPINGGAN,BALIKPAPAN,BPN,87.64,14399.35,14438.16,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,9,HANG NADIM,BATAM,BTH,87.24,12916.05,12954.68,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,87.89,14443.87,14482.80,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,11,SOEKARNO HATTA,CENGKARENG,CGK,73.31,12019.68,12052.08,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,12,TUNGGUL WULUNG,CILACAP,CXP,89.04,14633.08,14672.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,13,SULTAN THAHA,JAMBI,DJB,88.29,14555.17,14594.40,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,14,SENTANI,JAYAPURA,DJJ,89.67,14691.60,14731.20,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,15,NGURAH RAI,DENPASAR,DPS,88.74,14555.17,14594.40,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,16,PINANG KAMPAI,DUMAI,DUM,87.89,14443.87,14482.80,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,17,H. AROEBOESMAN,ENDE,ENE,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,18,JALALUDDIN,GORONTALO,GTO,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,80.65,13243.98,13279.68,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,20,ADISUCIPTO,YOGYAKARTA,JOG,88.79,14588.56,14627.88,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,21,WOLTER MONGINSIDI,KENDARI,KDI,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,22,UTAROM,KAIMANA,KNG,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,23,ELTARI,KUPANG,KOE,86.44,14165.62,14203.80,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,24,LOMBOK INTERNATIONAL,MATARAM,LOP,89.09,14644.21,14683.68,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
