Year,Month,No,Location,City,IATA_Code,International_Flight_Price_USCents_Liter,Domestic_Flight_Price_Into_Plane_Rp_Liter,Domestic_Flight_Price_One_Time_Customer_Rp_Liter,Source
2023,07,25,BUBUNG,LUWUK,LUW,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,26,SAM RATULANGI,MANADO,MDC,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,27,POLONIA,MEDAN,MES,87.89,14443.87,14482.80,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,28,MOPAH,MERAUKE,MKQ,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,29,RENDANI,MANOKWARI,MKW,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,30,KERTAJATI,MAJALENGKA,KJT,79.95,13132.68,13168.08,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,31,ABDURACHMAN SALEH,MALANG,MLG,88.99,14633.08,14672.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,32,WAI OTI,MAUMERE,MOF,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,33,PANIAI,NABIRE,NBX,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,34,RANAI,NATUNA,NTX,87.89,14443.87,14482.80,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,35,PONDOK CABE,JAKARTA,PCB,89.18,14659.29,14698.80,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,36,MINANGKABAU,PADANG,PDG,87.89,14332.57,14371.20,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,37,DEPATI AMIR,PANGKAL PINANG,PGK,87.44,14377.09,14415.84,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,38,ISKANDAR,PANGKALAN BUN,PKN,89.29,14677.60,14717.16,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,87.89,14443.87,14482.80,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,40,TJILIK RIWUT,PALANGKARAYA,PKY,89.29,14677.60,14717.16,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,87.44,14377.09,14415.84,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,42,MUTIARA,PALU,PLW,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,43,SUPADIO,PONTIANAK,PNK,89.29,14677.60,14717.16,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,44,H. ASAN,SAMPIT,SMQ,89.29,14677.60,14717.16,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,45,ADISUMARMO,SOLO,SOC,89.04,14633.08,14672.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,46,SORONG DARATAN,SORONG,SOQ,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,47,ACHMAD YANI,SEMARANG,SRG,88.19,14477.26,14516.28,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,48,JUANDA,SURABAYA,SUB,86.09,14121.10,14159.16,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,86.69,14388.22,14427.00,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,50,KIJANG,TANJUNG PINANG,TNJ,88.54,14566.30,14605.56,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,51,JUWATA,TARAKAN,TRK,89.29,14677.60,14717.16,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,52,BABULLAH,TERNATE,TTE,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,53,HASANUDDIN,UJUNG PANDANG,UPG,89.27,14635.95,14675.40,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,54,MAU HAU,WAINGAPU,WGP,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,55,ISWAHYUDI,MADIUN,WIAR (ICAO),89.24,14693.75,14733.36,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,56,DUMATUBUN,TUAL,LUV,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,57,SILANGIT,SIBORONG-BORONG,DTB,87.49,14377.09,14415.84,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,58,KALIMARAU,BERAU,BEJ,89.29,14677.60,14717.16,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,59,KOMODO,LABUAN BAJO,LBJ,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,60,KUALANAMU,DELI SERDANG,KNO,87.64,14365.96,14404.68,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,61,TAMPA PADANG,MAMUJU,MJU,89.57,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,62,F.L. TOBING,PINANGSORI,FLZ,87.89,14443.87,14482.80,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,63,MOZES KILANGIN,TIMIKA,TIM,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,88.19,14532.91,14572.08,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,65,BLIMBINGSARI,BANYUWANGI,BWX,89.47,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,66,TAMBOLAKA,SUMBA BARAT,TMC,89.23,14703.81,14743.44,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,67,BINAKA,GUNUNGSITOLI,GNS,87.89,14443.87,14482.80,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,68,KULONPROGO,YOGYAKARTA,YIA,88.79,14599.69,14639.04,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,69,KUABANG,HALMAHERA UTARA,KAZ,89.37,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,89.04,14633.08,14672.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,88.97,14713.86,14753.52,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,07,72,BUDIARTO,CURUG,BTO,89.20,14681.55,14721.12,20230630085810pdf_1-14 Juli 2023.pdf + 20230714233750pdf_15-31 Juli 2023.pdf
2023,08,1,APT PRANOTO,SAMARINDA,AAP,93.21,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,2,PATTIMURA,AMBON,AMQ,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,93.21,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,92.02,15234.82,15275.88,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,5,FRANS KAISIEPO,BIAK,BIK,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,92.48,15350.78,15392.16,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,7,M. SALAHUDDIN,BIMA,BMU,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,8,SEPINGGAN,BALIKPAPAN,BPN,92.09,15241.64,15282.72,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,9,HANG NADIM,BATAM,BTH,92.12,13739.16,13780.25,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,92.66,15332.83,15374.16,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,11,SOEKARNO HATTA,CENGKARENG,CGK,80.53,13307.89,13343.76,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,12,TUNGGUL WULUNG,CILACAP,CXP,92.96,15387.05,15428.52,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,13,SULTAN THAHA,JAMBI,DJB,92.78,15395.30,15436.80,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,14,SENTANI,JAYAPURA,DJJ,93.36,15408.23,15449.76,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,15,NGURAH RAI,DENPASAR,DPS,92.78,15333.55,15374.88,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,16,PINANG KAMPAI,DUMAI,DUM,92.66,15332.83,15374.16,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,17,H. AROEBOESMAN,ENDE,ENE,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,18,JALALUDDIN,GORONTALO,GTO,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,87.83,14532.19,14571.36,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,20,ADISUCIPTO,YOGYAKARTA,JOG,92.88,15366.94,15408.36,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,21,WOLTER MONGINSIDI,KENDARI,KDI,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,22,UTAROM,KAIMANA,KNG,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,23,ELTARI,KUPANG,KOE,90.63,14966.26,15006.60,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,24,LOMBOK INTERNATIONAL,MATARAM,LOP,93.07,15410.38,15451.92,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,25,BUBUNG,LUWUK,LUW,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,26,SAM RATULANGI,MANADO,MDC,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,27,POLONIA,MEDAN,MES,92.66,15332.83,15374.16,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,28,MOPAH,MERAUKE,MKQ,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,29,RENDANI,MANOKWARI,MKW,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,30,KERTAJATI,MAJALENGKA,KJT,87.13,14420.89,14459.76,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,31,ABDURACHMAN SALEH,MALANG,MLG,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,32,WAI OTI,MAUMERE,MOF,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,33,PANIAI,NABIRE,NBX,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,34,RANAI,NATUNA,NTX,92.66,15332.83,15374.16,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,35,PONDOK CABE,JAKARTA,PCB,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,36,MINANGKABAU,PADANG,PDG,92.66,15258.15,15299.28,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,37,DEPATI AMIR,PANGKAL PINANG,PGK,92.27,15278.26,15319.44,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,38,ISKANDAR,PANGKALAN BUN,PKN,93.21,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,92.66,15332.83,15374.16,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,40,TJILIK RIWUT,PALANGKARAYA,PKY,93.21,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,92.27,15278.26,15319.44,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,42,MUTIARA,PALU,PLW,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,43,SUPADIO,PONTIANAK,PNK,93.21,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,44,H. ASAN,SAMPIT,SMQ,93.21,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,45,ADISUMARMO,SOLO,SOC,92.96,15387.05,15428.52,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,46,SORONG DARATAN,SORONG,SOQ,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,47,ACHMAD YANI,SEMARANG,SRG,92.39,15280.05,15321.24,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,48,JUANDA,SURABAYA,SUB,91.57,15126.03,15166.80,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,91.08,15228.35,15269.40,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,50,KIJANG,TANJUNG PINANG,TNJ,92.87,15388.12,15429.60,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,51,JUWATA,TARAKAN,TRK,93.21,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,52,BABULLAH,TERNATE,TTE,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,53,HASANUDDIN,UJUNG PANDANG,UPG,93.16,15385.97,15427.44,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,54,MAU HAU,WAINGAPU,WGP,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,55,ISWAHYUDI,MADIUN,WIAR (ICAO),93.01,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,56,DUMATUBUN,TUAL,LUV,93.11,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,57,SILANGIT,SIBORONG-BORONG,DTB,92.21,15266.05,15307.20,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,58,KALIMARAU,BERAU,BEJ,93.21,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,59,KOMODO,LABUAN BAJO,LBJ,93.07,15415.41,15456.96,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,60,KUALANAMU,DELI SERDANG,KNO,92.36,15254.92,15296.04,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,61,TAMPA PADANG,MAMUJU,MJU,93.26,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,62,F.L. TOBING,PINANGSORI,FLZ,92.66,15332.83,15374.16,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,63,MOZES KILANGIN,TIMIKA,TIM,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,92.64,15373.04,15414.48,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,65,BLIMBINGSARI,BANYUWANGI,BWX,93.16,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,66,TAMBOLAKA,SUMBA BARAT,TMC,92.96,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,67,BINAKA,GUNUNGSITOLI,GNS,92.66,15332.83,15374.16,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,68,KULONPROGO,YOGYAKARTA,YIA,92.88,15378.07,15419.52,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,69,KUABANG,HALMAHERA UTARA,KAZ,93.01,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,92.96,15387.05,15428.52,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,92.61,15430.49,15472.08,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,08,72,BUDIARTO,CURUG,BTO,93.21,6946.56,6965.28,20230801012421pdf_1-14 Agustus 2023.pdf + 20230815073312pdf_15-31 Agustus 2023.pdf
2023,09,1,APT PRANOTO,SAMARINDA,AAP,99.11,16638.61,16683.46,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,2,PATTIMURA,AMBON,AMQ,100.91,16950.25,16995.94,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,99.11,16638.61,16683.46,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,99.71,16755.10,16800.26,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,5,FRANS KAISIEPO,BIAK,BIK,100.91,16950.25,16995.94,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,98.51,16577.02,16621.70,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,7,M. SALAHUDDIN,BIMA,BMU,98.61,16554.76,16599.38,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,8,SEPINGGAN,BALIKPAPAN,BPN,98.11,16471.66,16516.06,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,9,HANG NADIM,BATAM,BTH,98.46,14888.53,14933.06,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,98.46,16527.31,16571.86,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,11,SOEKARNO HATTA,CENGKARENG,CGK,87.96,14751.70,14791.46,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,12,TUNGGUL WULUNG,CILACAP,CXP,99.41,16688.32,16733.30,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,13,SULTAN THAHA,JAMBI,DJB,98.51,16577.02,16621.70,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,14,SENTANI,JAYAPURA,DJJ,101.21,16950.25,16995.94,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,15,NGURAH RAI,DENPASAR,DPS,98.26,16465.72,16510.10,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,16,PINANG KAMPAI,DUMAI,DUM,98.46,16527.31,16571.86,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,17,H. AROEBOESMAN,ENDE,ENE,98.61,16554.76,16599.38,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,18,JALALUDDIN,GORONTALO,GTO,100.56,16894.60,16940.14,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,95.16,15976.00,16019.06,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,20,ADISUCIPTO,YOGYAKARTA,JOG,99.46,16688.32,16733.30,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,21,WOLTER MONGINSIDI,KENDARI,KDI,100.56,16894.60,16940.14,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,22,UTAROM,KAIMANA,KNG,100.91,16950.25,16995.94,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,23,ELTARI,KUPANG,KOE,96.31,16120.69,16164.14,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,24,LOMBOK INTERNATIONAL,MATARAM,LOP,98.46,16532.50,16577.06,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,25,BUBUNG,LUWUK,LUW,100.56,16894.60,16940.14,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,26,SAM RATULANGI,MANADO,MDC,100.56,16894.60,16940.14,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,27,POLONIA,MEDAN,MES,98.46,16527.31,16571.86,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,28,MOPAH,MERAUKE,MKQ,100.91,16950.25,16995.94,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,29,RENDANI,MANOKWARI,MKW,100.91,16950.25,16995.94,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,30,KERTAJATI,MAJALENGKA,KJT,94.51,15864.70,15907.46,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
2023,09,31,ABDURACHMAN SALEH,MALANG,MLG,98.66,16565.89,16610.54,20230901035336pdf_1-14 September 2023.pdf + 20230914090524pdf_15-30 September 2023.pdf
