Year,Month,No,Location,City,IATA_Code,International_Flight_Price_USCents_Liter,Domestic_Flight_Price_Into_Plane_Rp_Liter,Domestic_Flight_Price_One_Time_Customer_Rp_Liter
2024,12,61,TAMPA PADANG,MAMUJU,MJU,86.60,"14,969.85","15,010.20"
2024,12,62,F.L. TOBING,PINANGSORI,FLZ,85.20,"14,724.99","14,764.68"
2024,12,63,MOZES KILANGIN,TIMIKA,TIM,86.90,"15,036.63","15,077.16"
2024,12,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,86.70,"15,025.50","15,066.00"
2024,12,65,BLIMBINGSARI,BANYUWANGI,BWX,85.30,"14,758.38","14,798.16"
2024,12,66,TAMBOLAKA,SUMBA BARAT,TMC,86.60,"15,025.50","15,066.00"
2024,12,67,BINAKA,GUNUNGSITOLI,GNS,85.20,"14,724.99","14,764.68"
2024,12,68,KULONPROGO,YOGYAKARTA,YIA,85.10,"14,724.99","14,764.68"
2024,12,69,KUABANG,HALMAHERA UTARA,KAZ,86.80,"15,047.76","15,088.32"
2024,12,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,85.20,"14,724.99","14,764.68"
2024,12,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,86.40,"15,047.76","15,088.32"
2024,12,72,BUDIARTO,CURUG,BTO,85.00,-,#VALUE!
2024,12,73,DHOHO,KEDIRI,DHX,84.30,"14,546.91","14,586.12"
