Source.Name,Column1,Column2,Column3,Column4,Column5,Column6,Column7
20240901235330pdf_1-30 September 2024.pdf,54,MAU HAU,WAINGAPU,WGP,87.20,"15,292.62","15,333.84"
20240901235330pdf_1-30 September 2024.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),87.10,"15,303.75","15,345.00"
20240901235330pdf_1-30 September 2024.pdf,56,DUMATUBUN,TUAL,LUV,88.80,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,84.20,"14,747.25","14,787.00"
20240901235330pdf_1-30 September 2024.pdf,58,KALIMARAU,BERAU,BEJ,88.20,"15,459.57","15,501.24"
20240901235330pdf_1-30 September 2024.pdf,59,KOMODO,LABUAN BAJO,LBJ,85.30,"14,947.59","14,987.88"
20240901235330pdf_1-30 September 2024.pdf,60,KUALANAMU,DELI SERDANG,KNO,86.20,"15,058.89","15,099.48"
20240901235330pdf_1-30 September 2024.pdf,61,TAMPA PADANG,MAMUJU,MJU,88.40,"15,492.96","15,534.72"
20240901235330pdf_1-30 September 2024.pdf,62,F.L. TOBING,PINANGSORI,FLZ,87.10,"15,270.36","15,311.52"
20240901235330pdf_1-30 September 2024.pdf,63,MOZES KILANGIN,TIMIKA,TIM,88.80,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,88.50,"15,559.74","15,601.68"
20240901235330pdf_1-30 September 2024.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,87.20,"15,292.62","15,333.84"
20240901235330pdf_1-30 September 2024.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,90.00,"15,815.73","15,858.36"
20240901235330pdf_1-30 September 2024.pdf,67,BINAKA,GUNUNGSITOLI,GNS,87.10,"15,270.36","15,311.52"
20240901235330pdf_1-30 September 2024.pdf,68,KULONPROGO,YOGYAKARTA,YIA,87.00,"15,248.10","15,289.20"
20240901235330pdf_1-30 September 2024.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,88.70,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,87.00,"15,248.10","15,289.20"
20240901235330pdf_1-30 September 2024.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,88.30,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,72,BUDIARTO,CURUG,BTO,86.80,-,#VALUE!
20240901235330pdf_1-30 September 2024.pdf,73,DHOHO,KEDIRI,DHX,86.20,"15,081.15","15,121.80"
20241001012600pdf_1-31 Oktober 2024.pdf,1,APT PRANOTO,SAMARINDA,AAP,84.60,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,2,PATTIMURA,AMBON,AMQ,85.30,"14,424.48","14,463.36"
20241001012600pdf_1-31 Oktober 2024.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,84.60,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,83.20,"14,057.19","14,095.08"
20241001012600pdf_1-31 Oktober 2024.pdf,5,FRANS KAISIEPO,BIAK,BIK,85.30,"14,413.35","14,452.20"
20241001012600pdf_1-31 Oktober 2024.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,85.00,"14,391.09","14,429.88"
20241001012600pdf_1-31 Oktober 2024.pdf,7,M. SALAHUDDIN,BIMA,BMU,83.60,"14,135.10","14,173.20"
20241001012600pdf_1-31 Oktober 2024.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,82.20,"13,867.98","13,905.36"
20241001012600pdf_1-31 Oktober 2024.pdf,9,HANG NADIM,BATAM,BTH,82.50,"12,547.53","12,585.06"
20241001012600pdf_1-31 Oktober 2024.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,83.50,"14,101.71","14,139.72"
20241001012600pdf_1-31 Oktober 2024.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,71.50,"12,053.79","12,086.28"
20241001012600pdf_1-31 Oktober 2024.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,83.40,"14,090.58","14,128.56"
20241001012600pdf_1-31 Oktober 2024.pdf,13,SULTAN THAHA,JAMBI,DJB,82.50,"13,979.28","14,016.96"
20241001012600pdf_1-31 Oktober 2024.pdf,14,SENTANI,JAYAPURA,DJJ,84.90,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,15,NGURAH RAI,DENPASAR,DPS,83.60,"14,090.58","14,128.56"
20241001012600pdf_1-31 Oktober 2024.pdf,16,PINANG KAMPAI,DUMAI,DUM,83.50,"14,101.71","14,139.72"
20241001012600pdf_1-31 Oktober 2024.pdf,17,H. AROEBOESMAN,ENDE,ENE,83.60,"14,135.10","14,173.20"
20241001012600pdf_1-31 Oktober 2024.pdf,18,JALALUDDIN,GORONTALO,GTO,84.90,"14,357.70","14,396.40"
20241001012600pdf_1-31 Oktober 2024.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,78.70,"13,278.09","13,313.88"
20241001012600pdf_1-31 Oktober 2024.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,83.50,"14,090.58","14,128.56"
20241001012600pdf_1-31 Oktober 2024.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,84.90,"14,357.70","14,396.40"
20241001012600pdf_1-31 Oktober 2024.pdf,22,UTAROM,KAIMANA,KNG,85.30,"14,413.35","14,452.20"
20241001012600pdf_1-31 Oktober 2024.pdf,23,ELTARI,KUPANG,KOE,81.30,"13,701.03","13,737.96"
20241001012600pdf_1-31 Oktober 2024.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,80.60,"13,611.99","13,648.68"
20241001012600pdf_1-31 Oktober 2024.pdf,25,BUBUNG,LUWUK,LUW,84.90,"14,357.70","14,396.40"
20241001012600pdf_1-31 Oktober 2024.pdf,26,SAM RATULANGI,MANADO,MDC,84.90,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,27,POLONIA,MEDAN,MES,83.50,"14,101.71","14,139.72"
20241001012600pdf_1-31 Oktober 2024.pdf,28,MOPAH,MERAUKE,MKQ,85.30,"14,413.35","14,452.20"
20241001012600pdf_1-31 Oktober 2024.pdf,29,RENDANI,MANOKWARI,MKW,85.30,"14,413.35","14,452.20"
20241001012600pdf_1-31 Oktober 2024.pdf,30,KERTAJATI,MAJALENGKA,KJT,78.00,"12,053.79","12,086.28"
20241001012600pdf_1-31 Oktober 2024.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,83.70,"14,146.23","14,184.36"
20241001012600pdf_1-31 Oktober 2024.pdf,32,WAI OTI,MAUMERE,MOF,83.60,"14,135.10","14,173.20"
20241001012600pdf_1-31 Oktober 2024.pdf,33,PANIAI,NABIRE,NBX,85.30,"14,424.48","14,463.36"
20241001012600pdf_1-31 Oktober 2024.pdf,34,RANAI,NATUNA,NTX,83.50,"14,101.71","14,139.72"
20241001012600pdf_1-31 Oktober 2024.pdf,35,PONDOK CABE,JAKARTA,PCB,83.20,"14,068.32","14,106.24"
20241001012600pdf_1-31 Oktober 2024.pdf,36,MINANGKABAU,PADANG,PDG,83.50,"13,923.63","13,961.16"
20241001012600pdf_1-31 Oktober 2024.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,82.40,"13,923.63","13,961.16"
20241001012600pdf_1-31 Oktober 2024.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,84.60,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,83.50,"14,101.71","14,139.72"
20241001012600pdf_1-31 Oktober 2024.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,84.60,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"82.40","13,923.63","13,961.16"
20241001012600pdf_1-31 Oktober 2024.pdf,42,MUTIARA,PALU,PLW,84.90,"14,357.70","14,396.40"
20241001012600pdf_1-31 Oktober 2024.pdf,43,SUPADIO,PONTIANAK,PNK,84.60,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,44,H. ASAN,SAMPIT,SMQ,84.60,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,45,ADISUMARMO,SOLO,SOC,83.40,"14,090.58","14,128.56"
20241001012600pdf_1-31 Oktober 2024.pdf,46,SORONG DARATAN,SORONG,SOQ,85.30,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,47,ACHMAD YANI,SEMARANG,SRG,83.20,"14,034.93","14,072.76"
20241001012600pdf_1-31 Oktober 2024.pdf,48,JUANDA,SURABAYA,SUB,82.20,"13,856.85","13,894.20"
20241001012600pdf_1-31 Oktober 2024.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,81.10,"13,834.59","13,871.88"
20241001012600pdf_1-31 Oktober 2024.pdf,50,KIJANG,TANJUNG PINANG,TNJ,82.90,"14,012.67","14,050.44"
20241001012600pdf_1-31 Oktober 2024.pdf,51,JUWATA,TARAKAN,TRK,84.60,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,52,BABULLAH,TERNATE,TTE,85.30,"14,413.35","14,452.20"
20241001012600pdf_1-31 Oktober 2024.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,84.10,"14,179.62","14,217.84"
20241001012600pdf_1-31 Oktober 2024.pdf,54,MAU HAU,WAINGAPU,WGP,83.60,"14,135.10","14,173.20"
20241001012600pdf_1-31 Oktober 2024.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),83.50,"14,146.23","14,184.36"
20241001012600pdf_1-31 Oktober 2024.pdf,56,DUMATUBUN,TUAL,LUV,85.30,"14,424.48","14,463.36"
20241001012600pdf_1-31 Oktober 2024.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,80.50,"13,600.86","13,637.52"
20241001012600pdf_1-31 Oktober 2024.pdf,58,KALIMARAU,BERAU,BEJ,84.60,"14,290.92","14,329.44"
20241001012600pdf_1-31 Oktober 2024.pdf,59,KOMODO,LABUAN BAJO,LBJ,81.70,"13,801.20","13,838.40"
20241001012600pdf_1-31 Oktober 2024.pdf,60,KUALANAMU,DELI SERDANG,KNO,82.60,"13,901.37","13,938.84"
20241001012600pdf_1-31 Oktober 2024.pdf,61,TAMPA PADANG,MAMUJU,MJU,84.90,"14,335.44","14,374.08"
20241001012600pdf_1-31 Oktober 2024.pdf,62,F.L. TOBING,PINANGSORI,FLZ,83.50,"14,101.71","14,139.72"
20241001012600pdf_1-31 Oktober 2024.pdf,63,MOZES KILANGIN,TIMIKA,TIM,85.30,"14,413.35","14,452.20"
20241001012600pdf_1-31 Oktober 2024.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,85.00,"14,391.09","14,429.88"
20241001012600pdf_1-31 Oktober 2024.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,83.60,"14,135.10","14,173.20"
20241001012600pdf_1-31 Oktober 2024.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,86.50,"14,647.08","14,686.56"
20241001012600pdf_1-31 Oktober 2024.pdf,67,BINAKA,GUNUNGSITOLI,GNS,83.50,"14,101.71","14,139.72"
20241001012600pdf_1-31 Oktober 2024.pdf,68,KULONPROGO,YOGYAKARTA,YIA,83.40,"14,090.58","14,128.56"
20241001012600pdf_1-31 Oktober 2024.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,85.20,"14,424.48","14,463.36"
20241001012600pdf_1-31 Oktober 2024.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,83.40,"14,090.58","14,128.56"
20241001012600pdf_1-31 Oktober 2024.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,84.80,"14,424.48","14,463.36"
20241001012600pdf_1-31 Oktober 2024.pdf,72,BUDIARTO,CURUG,BTO,83.30,-,#VALUE!
20241001012600pdf_1-31 Oktober 2024.pdf,73,DHOHO,KEDIRI,DHX,82.60,"13,923.63","13,961.16"
20241101064317pdf_1-30 November 2024.pdf,1,APT PRANOTO,SAMARINDA,AAP,85.60,"14,491.26","14,530.32"
20241101064317pdf_1-30 November 2024.pdf,2,PATTIMURA,AMBON,AMQ,86.30,"14,624.82","14,664.24"
20241101064317pdf_1-30 November 2024.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,85.60,"14,491.26","14,530.32"
20241101064317pdf_1-30 November 2024.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,84.30,"14,268.66","14,307.12"
20241101064317pdf_1-30 November 2024.pdf,5,FRANS KAISIEPO,BIAK,BIK,86.30,"14,613.69","14,653.08"
20241101064317pdf_1-30 November 2024.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,86.00,"14,591.43","14,630.76"
20241101064317pdf_1-30 November 2024.pdf,7,M. SALAHUDDIN,BIMA,BMU,84.70,"14,335.44","14,374.08"
20241101064317pdf_1-30 November 2024.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,83.20,"14,068.32","14,106.24"
20241101064317pdf_1-30 November 2024.pdf,9,HANG NADIM,BATAM,BTH,83.50,"12,738.10","12,776.20"
20241101064317pdf_1-30 November 2024.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,72.60,"12,265.26","12,298.32"
20241101064317pdf_1-30 November 2024.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,13,SULTAN THAHA,JAMBI,DJB,83.60,"14,179.62","14,217.84"
20241101064317pdf_1-30 November 2024.pdf,14,SENTANI,JAYAPURA,DJJ,85.90,"14,502.39","14,541.48"
20241101064317pdf_1-30 November 2024.pdf,15,NGURAH RAI,DENPASAR,DPS,84.70,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,16,PINANG KAMPAI,DUMAI,DUM,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,17,H. AROEBOESMAN,ENDE,ENE,84.70,"14,335.44","14,374.08"
20241101064317pdf_1-30 November 2024.pdf,18,JALALUDDIN,GORONTALO,GTO,86.00,"14,558.04","14,597.28"
20241101064317pdf_1-30 November 2024.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,79.70,"13,489.56","13,525.92"
20241101064317pdf_1-30 November 2024.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,86.00,"14,558.04","14,597.28"
20241101064317pdf_1-30 November 2024.pdf,22,UTAROM,KAIMANA,KNG,86.30,"14,613.69","14,653.08"
20241101064317pdf_1-30 November 2024.pdf,23,ELTARI,KUPANG,KOE,82.40,"13,901.37","13,938.84"
20241101064317pdf_1-30 November 2024.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,81.70,"13,823.46","13,860.72"
20241101064317pdf_1-30 November 2024.pdf,25,BUBUNG,LUWUK,LUW,86.00,"14,558.04","14,597.28"
20241101064317pdf_1-30 November 2024.pdf,26,SAM RATULANGI,MANADO,MDC,86.00,"14,502.39","14,541.48"
20241101064317pdf_1-30 November 2024.pdf,27,POLONIA,MEDAN,MES,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,28,MOPAH,MERAUKE,MKQ,86.30,"14,613.69","14,653.08"
20241101064317pdf_1-30 November 2024.pdf,29,RENDANI,MANOKWARI,MKW,86.30,"14,613.69","14,653.08"
20241101064317pdf_1-30 November 2024.pdf,30,KERTAJATI,MAJALENGKA,KJT,79.10,"12,265.26","12,298.32"
20241101064317pdf_1-30 November 2024.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,84.70,"14,346.57","14,385.24"
20241101064317pdf_1-30 November 2024.pdf,32,WAI OTI,MAUMERE,MOF,84.70,"14,335.44","14,374.08"
20241101064317pdf_1-30 November 2024.pdf,33,PANIAI,NABIRE,NBX,86.30,"14,624.82","14,664.24"
20241101064317pdf_1-30 November 2024.pdf,34,RANAI,NATUNA,NTX,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,35,PONDOK CABE,JAKARTA,PCB,84.30,"14,268.66","14,307.12"
20241101064317pdf_1-30 November 2024.pdf,36,MINANGKABAU,PADANG,PDG,84.50,"14,135.10","14,173.20"
20241101064317pdf_1-30 November 2024.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,83.40,"14,123.97","14,162.04"
20241101064317pdf_1-30 November 2024.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,85.60,"14,491.26","14,530.32"
20241101064317pdf_1-30 November 2024.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,85.60,"14,491.26","14,530.32"
20241101064317pdf_1-30 November 2024.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"83.40","14,123.97","14,162.04"
20241101064317pdf_1-30 November 2024.pdf,42,MUTIARA,PALU,PLW,86.00,"14,558.04","14,597.28"
20241101064317pdf_1-30 November 2024.pdf,43,SUPADIO,PONTIANAK,PNK,85.60,"14,491.26","14,530.32"
20241101064317pdf_1-30 November 2024.pdf,44,H. ASAN,SAMPIT,SMQ,85.60,"14,491.26","14,530.32"
20241101064317pdf_1-30 November 2024.pdf,45,ADISUMARMO,SOLO,SOC,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,46,SORONG DARATAN,SORONG,SOQ,86.30,"14,502.39","14,541.48"
20241101064317pdf_1-30 November 2024.pdf,47,ACHMAD YANI,SEMARANG,SRG,84.20,"14,246.40","14,284.80"
20241101064317pdf_1-30 November 2024.pdf,48,JUANDA,SURABAYA,SUB,83.30,"14,057.19","14,095.08"
20241101064317pdf_1-30 November 2024.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,82.10,"14,034.93","14,072.76"
20241101064317pdf_1-30 November 2024.pdf,50,KIJANG,TANJUNG PINANG,TNJ,83.90,"14,224.14","14,262.48"
20241101064317pdf_1-30 November 2024.pdf,51,JUWATA,TARAKAN,TRK,85.60,"14,491.26","14,530.32"
20241101064317pdf_1-30 November 2024.pdf,52,BABULLAH,TERNATE,TTE,86.30,"14,613.69","14,653.08"
20241101064317pdf_1-30 November 2024.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,85.20,"14,379.96","14,418.72"
20241101064317pdf_1-30 November 2024.pdf,54,MAU HAU,WAINGAPU,WGP,84.70,"14,335.44","14,374.08"
20241101064317pdf_1-30 November 2024.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),84.60,"14,346.57","14,385.24"
20241101064317pdf_1-30 November 2024.pdf,56,DUMATUBUN,TUAL,LUV,86.30,"14,624.82","14,664.24"
20241101064317pdf_1-30 November 2024.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,81.60,"13,812.33","13,849.56"
20241101064317pdf_1-30 November 2024.pdf,58,KALIMARAU,BERAU,BEJ,85.60,"14,491.26","14,530.32"
20241101064317pdf_1-30 November 2024.pdf,59,KOMODO,LABUAN BAJO,LBJ,82.80,"14,012.67","14,050.44"
20241101064317pdf_1-30 November 2024.pdf,60,KUALANAMU,DELI SERDANG,KNO,83.60,"14,112.84","14,150.88"
20241101064317pdf_1-30 November 2024.pdf,61,TAMPA PADANG,MAMUJU,MJU,86.00,"14,546.91","14,586.12"
20241101064317pdf_1-30 November 2024.pdf,62,F.L. TOBING,PINANGSORI,FLZ,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,63,MOZES KILANGIN,TIMIKA,TIM,86.30,"14,613.69","14,653.08"
20241101064317pdf_1-30 November 2024.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,86.00,"14,602.56","14,641.92"
20241101064317pdf_1-30 November 2024.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,84.70,"14,335.44","14,374.08"
20241101064317pdf_1-30 November 2024.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,87.50,"14,858.55","14,898.60"
20241101064317pdf_1-30 November 2024.pdf,67,BINAKA,GUNUNGSITOLI,GNS,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,68,KULONPROGO,YOGYAKARTA,YIA,84.40,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,86.20,"14,624.82","14,664.24"
20241101064317pdf_1-30 November 2024.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,84.50,"14,302.05","14,340.60"
20241101064317pdf_1-30 November 2024.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,85.80,"14,624.82","14,664.24"
20241101064317pdf_1-30 November 2024.pdf,72,BUDIARTO,CURUG,BTO,84.30,-,#VALUE!
20241101064317pdf_1-30 November 2024.pdf,73,DHOHO,KEDIRI,DHX,83.60,"14,123.97","14,162.04"
20241202003923pdf_1-31 Desember 2024.pdf,1,APT PRANOTO,SAMARINDA,AAP,86.30,"14,914.20","14,954.40"
20241202003923pdf_1-31 Desember 2024.pdf,2,PATTIMURA,AMBON,AMQ,86.90,"15,047.76","15,088.32"
20241202003923pdf_1-31 Desember 2024.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,86.30,"14,914.20","14,954.40"
20241202003923pdf_1-31 Desember 2024.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,85.00,"14,691.60","14,731.20"
20241202003923pdf_1-31 Desember 2024.pdf,5,FRANS KAISIEPO,BIAK,BIK,86.90,"15,036.63","15,077.16"
20241202003923pdf_1-31 Desember 2024.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,86.60,"15,014.37","15,054.84"
20241202003923pdf_1-31 Desember 2024.pdf,7,M. SALAHUDDIN,BIMA,BMU,85.30,"14,758.38","14,798.16"
20241202003923pdf_1-31 Desember 2024.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,83.90,"14,491.26","14,530.32"
20241202003923pdf_1-31 Desember 2024.pdf,9,HANG NADIM,BATAM,BTH,84.20,"13,119.24","13,158.48"
20241202003923pdf_1-31 Desember 2024.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,73.50,"12,688.20","12,722.40"
20241202003923pdf_1-31 Desember 2024.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,13,SULTAN THAHA,JAMBI,DJB,84.20,"14,602.56","14,641.92"
20241202003923pdf_1-31 Desember 2024.pdf,14,SENTANI,JAYAPURA,DJJ,86.60,"14,925.33","14,965.56"
20241202003923pdf_1-31 Desember 2024.pdf,15,NGURAH RAI,DENPASAR,DPS,85.30,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,16,PINANG KAMPAI,DUMAI,DUM,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,17,H. AROEBOESMAN,ENDE,ENE,85.30,"14,758.38","14,798.16"
20241202003923pdf_1-31 Desember 2024.pdf,18,JALALUDDIN,GORONTALO,GTO,86.60,"14,980.98","15,021.36"
20241202003923pdf_1-31 Desember 2024.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,80.50,"13,912.50","13,950.00"
20241202003923pdf_1-31 Desember 2024.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,86.60,"14,980.98","15,021.36"
20241202003923pdf_1-31 Desember 2024.pdf,22,UTAROM,KAIMANA,KNG,86.90,"15,036.63","15,077.16"
20241202003923pdf_1-31 Desember 2024.pdf,23,ELTARI,KUPANG,KOE,83.10,"14,324.31","14,362.92"
20241202003923pdf_1-31 Desember 2024.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,82.40,"14,246.40","14,284.80"
20241202003923pdf_1-31 Desember 2024.pdf,25,BUBUNG,LUWUK,LUW,86.60,"14,980.98","15,021.36"
20241202003923pdf_1-31 Desember 2024.pdf,26,SAM RATULANGI,MANADO,MDC,86.60,"14,925.33","14,965.56"
20241202003923pdf_1-31 Desember 2024.pdf,27,POLONIA,MEDAN,MES,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,28,MOPAH,MERAUKE,MKQ,86.90,"15,036.63","15,077.16"
20241202003923pdf_1-31 Desember 2024.pdf,29,RENDANI,MANOKWARI,MKW,86.90,"15,036.63","15,077.16"
20241202003923pdf_1-31 Desember 2024.pdf,30,KERTAJATI,MAJALENGKA,KJT,79.90,"12,688.20","12,722.40"
20241202003923pdf_1-31 Desember 2024.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,85.40,"14,769.51","14,809.32"
20241202003923pdf_1-31 Desember 2024.pdf,32,WAI OTI,MAUMERE,MOF,85.30,"14,758.38","14,798.16"
20241202003923pdf_1-31 Desember 2024.pdf,33,PANIAI,NABIRE,NBX,86.90,"15,047.76","15,088.32"
20241202003923pdf_1-31 Desember 2024.pdf,34,RANAI,NATUNA,NTX,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,35,PONDOK CABE,JAKARTA,PCB,85.00,"14,691.60","14,731.20"
20241202003923pdf_1-31 Desember 2024.pdf,36,MINANGKABAU,PADANG,PDG,85.20,"14,558.04","14,597.28"
20241202003923pdf_1-31 Desember 2024.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,84.10,"14,546.91","14,586.12"
20241202003923pdf_1-31 Desember 2024.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,86.30,"14,914.20","14,954.40"
20241202003923pdf_1-31 Desember 2024.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,86.30,"14,914.20","14,954.40"
20241202003923pdf_1-31 Desember 2024.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"84.10","14,546.91","14,586.12"
20241202003923pdf_1-31 Desember 2024.pdf,42,MUTIARA,PALU,PLW,86.60,"14,980.98","15,021.36"
20241202003923pdf_1-31 Desember 2024.pdf,43,SUPADIO,PONTIANAK,PNK,86.30,"14,914.20","14,954.40"
20241202003923pdf_1-31 Desember 2024.pdf,44,H. ASAN,SAMPIT,SMQ,86.30,"14,914.20","14,954.40"
20241202003923pdf_1-31 Desember 2024.pdf,45,ADISUMARMO,SOLO,SOC,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,46,SORONG DARATAN,SORONG,SOQ,86.90,"14,925.33","14,965.56"
20241202003923pdf_1-31 Desember 2024.pdf,47,ACHMAD YANI,SEMARANG,SRG,84.90,"14,669.34","14,708.88"
20241202003923pdf_1-31 Desember 2024.pdf,48,JUANDA,SURABAYA,SUB,84.00,"14,480.13","14,519.16"
