Source.Name,Column1,Column2,Column3,Column4,Column5,Column6,Column7
20240229235958pdf_1-31 Maret 2024.pdf,61,TAMPA PADANG,MAMUJU,MJU,93.40,"16,105.11","16,148.52"
20240229235958pdf_1-31 Maret 2024.pdf,62,F.L. TOBING,PINANGSORI,FLZ,91.10,"15,693.30","15,735.60"
20240229235958pdf_1-31 Maret 2024.pdf,63,MOZES KILANGIN,TIMIKA,TIM,93.40,"16,116.24","16,159.68"
20240229235958pdf_1-31 Maret 2024.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,91.80,"15,860.25","15,903.00"
20240229235958pdf_1-31 Maret 2024.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,91.20,"15,726.69","15,769.08"
20240229235958pdf_1-31 Maret 2024.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,94.00,"16,249.80","16,293.60"
20240229235958pdf_1-31 Maret 2024.pdf,67,BINAKA,GUNUNGSITOLI,GNS,91.10,"15,693.30","15,735.60"
20240229235958pdf_1-31 Maret 2024.pdf,68,KULONPROGO,YOGYAKARTA,YIA,91.90,"15,860.25","15,903.00"
20240229235958pdf_1-31 Maret 2024.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,94.00,"16,249.80","16,293.60"
20240229235958pdf_1-31 Maret 2024.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,92.00,"15,860.25","15,903.00"
20240229235958pdf_1-31 Maret 2024.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,93.60,"16,249.80","16,293.60"
20240229235958pdf_1-31 Maret 2024.pdf,72,BUDIARTO,CURUG,BTO,91.70,-,#VALUE!
20240331030929pdf_1-30 April 2024.pdf,1,APT PRANOTO,SAMARINDA,AAP,93.20,"16,027.20","16,070.40"
20240331030929pdf_1-30 April 2024.pdf,2,PATTIMURA,AMBON,AMQ,94.90,"16,205.28","16,248.96"
20240331030929pdf_1-30 April 2024.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,93.20,"16,027.20","16,070.40"
20240331030929pdf_1-30 April 2024.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,91.70,"15,771.21","15,813.72"
20240331030929pdf_1-30 April 2024.pdf,5,FRANS KAISIEPO,BIAK,BIK,94.90,"16,338.84","16,382.88"
20240331030929pdf_1-30 April 2024.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,93.90,"16,183.02","16,226.64"
20240331030929pdf_1-30 April 2024.pdf,7,M. SALAHUDDIN,BIMA,BMU,91.20,"15,693.30","15,735.60"
20240331030929pdf_1-30 April 2024.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,90.80,"15,604.26","15,646.32"
20240331030929pdf_1-30 April 2024.pdf,9,HANG NADIM,BATAM,BTH,91.10,"14,112.21","14,154.42"
20240331030929pdf_1-30 April 2024.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,91.10,"15,659.91","15,702.12"
20240331030929pdf_1-30 April 2024.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,80.20,"13,767.81","13,804.92"
20240331030929pdf_1-30 April 2024.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,92.00,"15,826.86","15,869.52"
20240331030929pdf_1-30 April 2024.pdf,13,SULTAN THAHA,JAMBI,DJB,91.10,"15,704.43","15,746.76"
20240331030929pdf_1-30 April 2024.pdf,14,SENTANI,JAYAPURA,DJJ,93.80,"16,082.85","16,126.20"
20240331030929pdf_1-30 April 2024.pdf,15,NGURAH RAI,DENPASAR,DPS,90.20,"15,481.83","15,523.56"
20240331030929pdf_1-30 April 2024.pdf,16,PINANG KAMPAI,DUMAI,DUM,91.10,"15,659.91","15,702.12"
20240331030929pdf_1-30 April 2024.pdf,17,H. AROEBOESMAN,ENDE,ENE,91.20,"15,693.30","15,735.60"
20240331030929pdf_1-30 April 2024.pdf,18,JALALUDDIN,GORONTALO,GTO,94.60,"16,283.19","16,327.08"
20240331030929pdf_1-30 April 2024.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,87.20,"14,992.11","15,032.52"
20240331030929pdf_1-30 April 2024.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,92.10,"15,826.86","15,869.52"
20240331030929pdf_1-30 April 2024.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,94.60,"16,283.19","16,327.08"
20240331030929pdf_1-30 April 2024.pdf,22,UTAROM,KAIMANA,KNG,94.90,"16,338.84","16,382.88"
20240331030929pdf_1-30 April 2024.pdf,23,ELTARI,KUPANG,KOE,89.00,"15,259.23","15,300.36"
20240331030929pdf_1-30 April 2024.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,80.20,"13,767.81","13,804.92"
20240331030929pdf_1-30 April 2024.pdf,25,BUBUNG,LUWUK,LUW,94.60,"16,283.19","16,327.08"
20240331030929pdf_1-30 April 2024.pdf,26,SAM RATULANGI,MANADO,MDC,94.60,"16,027.20","16,070.40"
20240331030929pdf_1-30 April 2024.pdf,27,POLONIA,MEDAN,MES,91.10,"15,659.91","15,702.12"
20240331030929pdf_1-30 April 2024.pdf,28,MOPAH,MERAUKE,MKQ,94.90,"16,338.84","16,382.88"
20240331030929pdf_1-30 April 2024.pdf,29,RENDANI,MANOKWARI,MKW,94.90,"16,338.84","16,382.88"
20240331030929pdf_1-30 April 2024.pdf,30,KERTAJATI,MAJALENGKA,KJT,86.60,"14,880.81","14,920.92"
20240331030929pdf_1-30 April 2024.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,91.30,"15,704.43","15,746.76"
20240331030929pdf_1-30 April 2024.pdf,32,WAI OTI,MAUMERE,MOF,91.20,"15,693.30","15,735.60"
20240331030929pdf_1-30 April 2024.pdf,33,PANIAI,NABIRE,NBX,94.90,"16,205.28","16,248.96"
20240331030929pdf_1-30 April 2024.pdf,34,RANAI,NATUNA,NTX,91.10,"15,659.91","15,702.12"
20240331030929pdf_1-30 April 2024.pdf,35,PONDOK CABE,JAKARTA,PCB,91.70,"15,771.21","15,813.72"
20240331030929pdf_1-30 April 2024.pdf,36,MINANGKABAU,PADANG,PDG,91.10,"15,659.91","15,702.12"
20240331030929pdf_1-30 April 2024.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,91.00,"15,659.91","15,702.12"
20240331030929pdf_1-30 April 2024.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,93.20,"16,027.20","16,070.40"
20240331030929pdf_1-30 April 2024.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,91.10,"15,659.91","15,702.12"
20240331030929pdf_1-30 April 2024.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,93.20,"16,027.20","16,070.40"
20240331030929pdf_1-30 April 2024.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"91.00","15,659.91","15,702.12"
20240331030929pdf_1-30 April 2024.pdf,42,MUTIARA,PALU,PLW,94.60,"16,283.19","16,327.08"
20240331030929pdf_1-30 April 2024.pdf,43,SUPADIO,PONTIANAK,PNK,93.20,"16,027.20","16,070.40"
20240331030929pdf_1-30 April 2024.pdf,44,H. ASAN,SAMPIT,SMQ,93.20,"16,027.20","16,070.40"
20240331030929pdf_1-30 April 2024.pdf,45,ADISUMARMO,SOLO,SOC,92.00,"15,826.86","15,869.52"
20240331030929pdf_1-30 April 2024.pdf,46,SORONG DARATAN,SORONG,SOQ,94.90,"16,338.84","16,382.88"
20240331030929pdf_1-30 April 2024.pdf,47,ACHMAD YANI,SEMARANG,SRG,91.70,"15,771.21","15,813.72"
20240331030929pdf_1-30 April 2024.pdf,48,JUANDA,SURABAYA,SUB,89.80,"15,415.05","15,456.60"
20240331030929pdf_1-30 April 2024.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,89.70,"15,570.87","15,612.84"
20240331030929pdf_1-30 April 2024.pdf,50,KIJANG,TANJUNG PINANG,TNJ,91.50,"15,748.95","15,791.40"
20240331030929pdf_1-30 April 2024.pdf,51,JUWATA,TARAKAN,TRK,93.20,"16,027.20","16,070.40"
20240331030929pdf_1-30 April 2024.pdf,52,BABULLAH,TERNATE,TTE,94.90,"16,338.84","16,382.88"
20240331030929pdf_1-30 April 2024.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,92.70,"15,904.77","15,947.64"
20240331030929pdf_1-30 April 2024.pdf,54,MAU HAU,WAINGAPU,WGP,91.20,"15,693.30","15,735.60"
20240331030929pdf_1-30 April 2024.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),91.10,"15,704.43","15,746.76"
20240331030929pdf_1-30 April 2024.pdf,56,DUMATUBUN,TUAL,LUV,94.10,"16,205.28","16,248.96"
20240331030929pdf_1-30 April 2024.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,80.20,"13,767.81","13,804.92"
20240331030929pdf_1-30 April 2024.pdf,58,KALIMARAU,BERAU,BEJ,93.20,"16,027.20","16,070.40"
20240331030929pdf_1-30 April 2024.pdf,59,KOMODO,LABUAN BAJO,LBJ,80.20,"13,767.81","13,804.92"
20240331030929pdf_1-30 April 2024.pdf,60,KUALANAMU,DELI SERDANG,KNO,90.10,"15,459.57","15,501.24"
20240331030929pdf_1-30 April 2024.pdf,61,TAMPA PADANG,MAMUJU,MJU,93.50,"16,071.72","16,115.04"
20240331030929pdf_1-30 April 2024.pdf,62,F.L. TOBING,PINANGSORI,FLZ,91.10,"15,659.91","15,702.12"
20240331030929pdf_1-30 April 2024.pdf,63,MOZES KILANGIN,TIMIKA,TIM,94.90,"16,338.84","16,382.88"
20240331030929pdf_1-30 April 2024.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,94.50,"16,305.45","16,349.40"
20240331030929pdf_1-30 April 2024.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,91.20,"15,693.30","15,735.60"
20240331030929pdf_1-30 April 2024.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,94.00,"16,205.28","16,248.96"
20240331030929pdf_1-30 April 2024.pdf,67,BINAKA,GUNUNGSITOLI,GNS,91.10,"15,659.91","15,702.12"
20240331030929pdf_1-30 April 2024.pdf,68,KULONPROGO,YOGYAKARTA,YIA,92.00,"15,826.86","15,869.52"
20240331030929pdf_1-30 April 2024.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,94.00,"16,205.28","16,248.96"
20240331030929pdf_1-30 April 2024.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,92.00,"15,826.86","15,869.52"
20240331030929pdf_1-30 April 2024.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,95.10,"16,472.40","16,516.80"
20240331030929pdf_1-30 April 2024.pdf,72,BUDIARTO,CURUG,BTO,91.70,-,#VALUE!
20240502073505pdf_1-31 Mei 2024.pdf,1,APT PRANOTO,SAMARINDA,AAP,94.40,"16,539.18","16,583.76"
20240502073505pdf_1-31 Mei 2024.pdf,2,PATTIMURA,AMBON,AMQ,96.10,"16,717.26","16,762.32"
20240502073505pdf_1-31 Mei 2024.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,94.40,"16,539.18","16,583.76"
20240502073505pdf_1-31 Mei 2024.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,92.90,"16,272.06","16,315.92"
20240502073505pdf_1-31 Mei 2024.pdf,5,FRANS KAISIEPO,BIAK,BIK,96.10,"16,850.82","16,896.24"
20240502073505pdf_1-31 Mei 2024.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,95.10,"16,706.13","16,751.16"
20240502073505pdf_1-31 Mei 2024.pdf,7,M. SALAHUDDIN,BIMA,BMU,92.40,"16,194.15","16,237.80"
20240502073505pdf_1-31 Mei 2024.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,92.00,"16,116.24","16,159.68"
20240502073505pdf_1-31 Mei 2024.pdf,9,HANG NADIM,BATAM,BTH,92.30,"14,563.56","14,607.12"
20240502073505pdf_1-31 Mei 2024.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,93.30,"16,349.97","16,394.04"
20240502073505pdf_1-31 Mei 2024.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,81.60,"14,268.66","14,307.12"
20240502073505pdf_1-31 Mei 2024.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,93.20,"16,327.71","16,371.72"
20240502073505pdf_1-31 Mei 2024.pdf,13,SULTAN THAHA,JAMBI,DJB,92.30,"16,216.41","16,260.12"
20240502073505pdf_1-31 Mei 2024.pdf,14,SENTANI,JAYAPURA,DJJ,94.90,"16,594.83","16,639.56"
20240502073505pdf_1-31 Mei 2024.pdf,15,NGURAH RAI,DENPASAR,DPS,91.40,"15,982.68","16,025.76"
20240502073505pdf_1-31 Mei 2024.pdf,16,PINANG KAMPAI,DUMAI,DUM,93.30,"16,349.97","16,394.04"
20240502073505pdf_1-31 Mei 2024.pdf,17,H. AROEBOESMAN,ENDE,ENE,92.40,"16,194.15","16,237.80"
20240502073505pdf_1-31 Mei 2024.pdf,18,JALALUDDIN,GORONTALO,GTO,95.80,"16,795.17","16,840.44"
20240502073505pdf_1-31 Mei 2024.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,88.50,"15,492.96","15,534.72"
20240502073505pdf_1-31 Mei 2024.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,93.30,"16,327.71","16,371.72"
20240502073505pdf_1-31 Mei 2024.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,95.80,"16,795.17","16,840.44"
20240502073505pdf_1-31 Mei 2024.pdf,22,UTAROM,KAIMANA,KNG,96.10,"16,850.82","16,896.24"
20240502073505pdf_1-31 Mei 2024.pdf,23,ELTARI,KUPANG,KOE,90.20,"15,760.08","15,802.56"
20240502073505pdf_1-31 Mei 2024.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,81.60,"14,268.66","14,307.12"
20240502073505pdf_1-31 Mei 2024.pdf,25,BUBUNG,LUWUK,LUW,95.80,"16,795.17","16,840.44"
20240502073505pdf_1-31 Mei 2024.pdf,26,SAM RATULANGI,MANADO,MDC,95.80,"16,528.05","16,572.60"
20240502073505pdf_1-31 Mei 2024.pdf,27,POLONIA,MEDAN,MES,93.30,"16,349.97","16,394.04"
20240502073505pdf_1-31 Mei 2024.pdf,28,MOPAH,MERAUKE,MKQ,96.10,"16,850.82","16,896.24"
20240502073505pdf_1-31 Mei 2024.pdf,29,RENDANI,MANOKWARI,MKW,96.10,"16,850.82","16,896.24"
20240502073505pdf_1-31 Mei 2024.pdf,30,KERTAJATI,MAJALENGKA,KJT,87.90,"15,381.66","15,423.12"
20240502073505pdf_1-31 Mei 2024.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,92.50,"16,205.28","16,248.96"
20240502073505pdf_1-31 Mei 2024.pdf,32,WAI OTI,MAUMERE,MOF,92.40,"16,194.15","16,237.80"
20240502073505pdf_1-31 Mei 2024.pdf,33,PANIAI,NABIRE,NBX,96.10,"16,717.26","16,762.32"
20240502073505pdf_1-31 Mei 2024.pdf,34,RANAI,NATUNA,NTX,93.30,"16,349.97","16,394.04"
20240502073505pdf_1-31 Mei 2024.pdf,35,PONDOK CABE,JAKARTA,PCB,92.90,"16,283.19","16,327.08"
20240502073505pdf_1-31 Mei 2024.pdf,36,MINANGKABAU,PADANG,PDG,93.30,"16,160.76","16,204.32"
20240502073505pdf_1-31 Mei 2024.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,92.30,"16,171.89","16,215.48"
20240502073505pdf_1-31 Mei 2024.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,94.40,"16,539.18","16,583.76"
20240502073505pdf_1-31 Mei 2024.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,93.30,"16,349.97","16,394.04"
20240502073505pdf_1-31 Mei 2024.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,94.40,"16,539.18","16,583.76"
20240502073505pdf_1-31 Mei 2024.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"92.30","16,171.89","16,215.48"
20240502073505pdf_1-31 Mei 2024.pdf,42,MUTIARA,PALU,PLW,95.80,"16,795.17","16,840.44"
20240502073505pdf_1-31 Mei 2024.pdf,43,SUPADIO,PONTIANAK,PNK,94.40,"16,539.18","16,583.76"
20240502073505pdf_1-31 Mei 2024.pdf,44,H. ASAN,SAMPIT,SMQ,94.40,"16,539.18","16,583.76"
20240502073505pdf_1-31 Mei 2024.pdf,45,ADISUMARMO,SOLO,SOC,93.20,"16,327.71","16,371.72"
20240502073505pdf_1-31 Mei 2024.pdf,46,SORONG DARATAN,SORONG,SOQ,96.10,"16,594.83","16,639.56"
20240502073505pdf_1-31 Mei 2024.pdf,47,ACHMAD YANI,SEMARANG,SRG,93.00,"16,272.06","16,315.92"
20240502073505pdf_1-31 Mei 2024.pdf,48,JUANDA,SURABAYA,SUB,91.10,"15,915.90","15,958.80"
20240502073505pdf_1-31 Mei 2024.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,90.90,"16,082.85","16,126.20"
20240502073505pdf_1-31 Mei 2024.pdf,50,KIJANG,TANJUNG PINANG,TNJ,92.70,"16,249.80","16,293.60"
20240502073505pdf_1-31 Mei 2024.pdf,51,JUWATA,TARAKAN,TRK,94.40,"16,539.18","16,583.76"
20240502073505pdf_1-31 Mei 2024.pdf,52,BABULLAH,TERNATE,TTE,96.10,"16,850.82","16,896.24"
20240502073505pdf_1-31 Mei 2024.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,93.90,"16,405.62","16,449.84"
20240502073505pdf_1-31 Mei 2024.pdf,54,MAU HAU,WAINGAPU,WGP,92.40,"16,194.15","16,237.80"
20240502073505pdf_1-31 Mei 2024.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),92.30,"16,205.28","16,248.96"
20240502073505pdf_1-31 Mei 2024.pdf,56,DUMATUBUN,TUAL,LUV,95.30,"16,717.26","16,762.32"
20240502073505pdf_1-31 Mei 2024.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,81.60,"14,268.66","14,307.12"
20240502073505pdf_1-31 Mei 2024.pdf,58,KALIMARAU,BERAU,BEJ,94.40,"16,539.18","16,583.76"
20240502073505pdf_1-31 Mei 2024.pdf,59,KOMODO,LABUAN BAJO,LBJ,81.60,"14,268.66","14,307.12"
20240502073505pdf_1-31 Mei 2024.pdf,60,KUALANAMU,DELI SERDANG,KNO,92.40,"16,149.63","16,193.16"
20240502073505pdf_1-31 Mei 2024.pdf,61,TAMPA PADANG,MAMUJU,MJU,94.70,"16,572.57","16,617.24"
20240502073505pdf_1-31 Mei 2024.pdf,62,F.L. TOBING,PINANGSORI,FLZ,93.30,"16,349.97","16,394.04"
20240502073505pdf_1-31 Mei 2024.pdf,63,MOZES KILANGIN,TIMIKA,TIM,96.10,"16,850.82","16,896.24"
20240502073505pdf_1-31 Mei 2024.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,95.70,"16,817.43","16,862.76"
20240502073505pdf_1-31 Mei 2024.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,92.40,"16,194.15","16,237.80"
20240502073505pdf_1-31 Mei 2024.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,95.20,"16,717.26","16,762.32"
20240502073505pdf_1-31 Mei 2024.pdf,67,BINAKA,GUNUNGSITOLI,GNS,93.30,"16,349.97","16,394.04"
20240502073505pdf_1-31 Mei 2024.pdf,68,KULONPROGO,YOGYAKARTA,YIA,93.20,"16,327.71","16,371.72"
20240502073505pdf_1-31 Mei 2024.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,95.20,"16,717.26","16,762.32"
20240502073505pdf_1-31 Mei 2024.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,93.20,"16,327.71","16,371.72"
20240502073505pdf_1-31 Mei 2024.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,96.30,"16,984.38","17,030.16"
20240502073505pdf_1-31 Mei 2024.pdf,72,BUDIARTO,CURUG,BTO,92.90,-,#VALUE!
20240610061612pdf_1-30 Juni 2024.pdf,1,APT PRANOTO,SAMARINDA,AAP,90.60,"16,004.94","16,048.08"
20240610061612pdf_1-30 Juni 2024.pdf,2,PATTIMURA,AMBON,AMQ,91.90,"16,116.24","16,159.68"
20240610061612pdf_1-30 Juni 2024.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,90.60,"16,004.94","16,048.08"
20240610061612pdf_1-30 Juni 2024.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,89.00,"15,737.82","15,780.24"
20240610061612pdf_1-30 Juni 2024.pdf,5,FRANS KAISIEPO,BIAK,BIK,91.90,"16,249.80","16,293.60"
20240610061612pdf_1-30 Juni 2024.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,91.20,"16,171.89","16,215.48"
20240610061612pdf_1-30 Juni 2024.pdf,7,M. SALAHUDDIN,BIMA,BMU,88.60,"15,659.91","15,702.12"
20240610061612pdf_1-30 Juni 2024.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,88.20,"15,582.00","15,624.00"
20240610061612pdf_1-30 Juni 2024.pdf,9,HANG NADIM,BATAM,BTH,88.50,"14,082.12","14,124.24"
20240610061612pdf_1-30 Juni 2024.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,89.50,"15,815.73","15,858.36"
20240610061612pdf_1-30 Juni 2024.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,77.90,"13,734.42","13,771.44"
20240610061612pdf_1-30 Juni 2024.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,89.40,"15,793.47","15,836.04"
20240610061612pdf_1-30 Juni 2024.pdf,13,SULTAN THAHA,JAMBI,DJB,88.50,"15,682.17","15,724.44"
20240610061612pdf_1-30 Juni 2024.pdf,14,SENTANI,JAYAPURA,DJJ,90.70,"15,993.81","16,036.92"
20240610061612pdf_1-30 Juni 2024.pdf,15,NGURAH RAI,DENPASAR,DPS,87.60,"15,448.44","15,490.08"
20240610061612pdf_1-30 Juni 2024.pdf,16,PINANG KAMPAI,DUMAI,DUM,89.50,"15,815.73","15,858.36"
20240610061612pdf_1-30 Juni 2024.pdf,17,H. AROEBOESMAN,ENDE,ENE,88.60,"15,659.91","15,702.12"
20240610061612pdf_1-30 Juni 2024.pdf,18,JALALUDDIN,GORONTALO,GTO,91.90,"16,260.93","16,304.76"
20240610061612pdf_1-30 Juni 2024.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,84.70,"14,958.72","14,999.04"
20240610061612pdf_1-30 Juni 2024.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,89.40,"15,793.47","15,836.04"
20240610061612pdf_1-30 Juni 2024.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,91.90,"16,260.93","16,304.76"
20240610061612pdf_1-30 Juni 2024.pdf,22,UTAROM,KAIMANA,KNG,91.90,"16,249.80","16,293.60"
20240610061612pdf_1-30 Juni 2024.pdf,23,ELTARI,KUPANG,KOE,86.40,"15,225.84","15,266.88"
20240610061612pdf_1-30 Juni 2024.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,86.40,"13,734.42","13,771.44"
20240610061612pdf_1-30 Juni 2024.pdf,25,BUBUNG,LUWUK,LUW,91.90,"16,260.93","16,304.76"
20240610061612pdf_1-30 Juni 2024.pdf,26,SAM RATULANGI,MANADO,MDC,91.90,"15,993.81","16,036.92"
20240610061612pdf_1-30 Juni 2024.pdf,27,POLONIA,MEDAN,MES,89.50,"15,815.73","15,858.36"
20240610061612pdf_1-30 Juni 2024.pdf,28,MOPAH,MERAUKE,MKQ,91.90,"16,249.80","16,293.60"
20240610061612pdf_1-30 Juni 2024.pdf,29,RENDANI,MANOKWARI,MKW,91.90,"16,249.80","16,293.60"
20240610061612pdf_1-30 Juni 2024.pdf,30,KERTAJATI,MAJALENGKA,KJT,84.10,"14,847.42","14,887.44"
20240610061612pdf_1-30 Juni 2024.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,88.70,"15,671.04","15,713.28"
20240610061612pdf_1-30 Juni 2024.pdf,32,WAI OTI,MAUMERE,MOF,88.60,"15,659.91","15,702.12"
20240610061612pdf_1-30 Juni 2024.pdf,33,PANIAI,NABIRE,NBX,91.90,"16,116.24","16,159.68"
20240610061612pdf_1-30 Juni 2024.pdf,34,RANAI,NATUNA,NTX,89.50,"15,815.73","15,858.36"
20240610061612pdf_1-30 Juni 2024.pdf,35,PONDOK CABE,JAKARTA,PCB,89.00,"15,737.82","15,780.24"
20240610061612pdf_1-30 Juni 2024.pdf,36,MINANGKABAU,PADANG,PDG,89.50,"15,626.52","15,668.64"
20240610061612pdf_1-30 Juni 2024.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,88.40,"15,637.65","15,679.80"
20240610061612pdf_1-30 Juni 2024.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,90.60,"16,004.94","16,048.08"
20240610061612pdf_1-30 Juni 2024.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,89.50,"15,815.73","15,858.36"
20240610061612pdf_1-30 Juni 2024.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,90.60,"16,004.94","16,048.08"
20240610061612pdf_1-30 Juni 2024.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"88.40","15,637.65","15,679.80"
20240610061612pdf_1-30 Juni 2024.pdf,42,MUTIARA,PALU,PLW,91.90,"16,260.93","16,304.76"
20240610061612pdf_1-30 Juni 2024.pdf,43,SUPADIO,PONTIANAK,PNK,90.60,"16,004.94","16,048.08"
20240610061612pdf_1-30 Juni 2024.pdf,44,H. ASAN,SAMPIT,SMQ,90.60,"16,004.94","16,048.08"
20240610061612pdf_1-30 Juni 2024.pdf,45,ADISUMARMO,SOLO,SOC,89.40,"15,793.47","15,836.04"
20240610061612pdf_1-30 Juni 2024.pdf,46,SORONG DARATAN,SORONG,SOQ,91.90,"15,993.81","16,036.92"
20240610061612pdf_1-30 Juni 2024.pdf,47,ACHMAD YANI,SEMARANG,SRG,89.10,"15,737.82","15,780.24"
20240610061612pdf_1-30 Juni 2024.pdf,48,JUANDA,SURABAYA,SUB,87.20,"15,381.66","15,423.12"
20240610061612pdf_1-30 Juni 2024.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,87.10,"15,548.61","15,590.52"
20240610061612pdf_1-30 Juni 2024.pdf,50,KIJANG,TANJUNG PINANG,TNJ,88.90,"15,715.56","15,757.92"
20240610061612pdf_1-30 Juni 2024.pdf,51,JUWATA,TARAKAN,TRK,90.60,"16,004.94","16,048.08"
20240610061612pdf_1-30 Juni 2024.pdf,52,BABULLAH,TERNATE,TTE,91.90,"16,249.80","16,293.60"
20240610061612pdf_1-30 Juni 2024.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,90.00,"15,871.38","15,914.16"
20240610061612pdf_1-30 Juni 2024.pdf,54,MAU HAU,WAINGAPU,WGP,88.60,"15,659.91","15,702.12"
20240610061612pdf_1-30 Juni 2024.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),88.50,"15,671.04","15,713.28"
20240610061612pdf_1-30 Juni 2024.pdf,56,DUMATUBUN,TUAL,LUV,91.10,"16,116.24","16,159.68"
20240610061612pdf_1-30 Juni 2024.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,86.40,"13,734.42","13,771.44"
20240610061612pdf_1-30 Juni 2024.pdf,58,KALIMARAU,BERAU,BEJ,90.60,"16,004.94","16,048.08"
