slope,intercept,r,r2,p,n,is_peak_season
1841.143447141051,-22201398.438089143,0.4935831452442469,0.24362432126920333,0.0012101288126039375,40,0
3087.4153804155667,-40908104.32947369,0.7393504050401108,0.5466390214329759,0.00019536537194650327,20,1
