Negara,Waktu Id (Dim Waktu Bulanan.Csv),Kategori,Avg Kurs Tengah,Jumlah Penumpang
QATAR,202402,INTERNASIONAL,15665.33,53864
QATAR,202402,INTERNASIONAL,15665.33,2963
CHINA,202402,INTERNASIONAL,15665.33,1701
HONG KONG,202402,INTERNASIONAL,15665.33,12529
MALAYSIA,202402,INTERNASIONAL,15665.33,7230
MALAYSIA,202402,INTERNASIONAL,15665.33,16070
MALAYSIA,202402,INTERNASIONAL,15665.33,32912
MALAYSIA,202402,INTERNASIONAL,15665.33,38174
MALAYSIA,202402,INTERNASIONAL,15665.33,71408
MALAYSIA,202402,INTERNASIONAL,15665.33,8905
MALAYSIA,202402,INTERNASIONAL,15665.33,19228
MALAYSIA,202402,INTERNASIONAL,15665.33,6506
SINGAPURA,202402,INTERNASIONAL,15665.33,52194
SINGAPURA,202402,INTERNASIONAL,15665.33,4013
SINGAPURA,202402,INTERNASIONAL,15665.33,16881
AUSTRALIA,202403,INTERNASIONAL,15702.61,17426
SELANDIA BARU,202403,INTERNASIONAL,15702.61,459
BELANDA,202403,INTERNASIONAL,15702.61,4170
MALAYSIA,202403,INTERNASIONAL,15702.61,2999
THAILAND,202403,INTERNASIONAL,15702.61,32451
THAILAND,202403,INTERNASIONAL,15702.61,11280
INDIA,202403,INTERNASIONAL,15702.61,1032
AUSTRALIA,202403,INTERNASIONAL,15702.61,36830
INDIA,202403,INTERNASIONAL,15702.61,8965
EG,202403,INTERNASIONAL,15702.61,1868
CHINA,202403,INTERNASIONAL,15702.61,28904
CHINA,202403,INTERNASIONAL,15702.61,10827
CHINA,202403,INTERNASIONAL,15702.61,7700
AUSTRALIA,202403,INTERNASIONAL,15702.61,3967
INDIA,202403,INTERNASIONAL,15702.61,9792
TIMOR LESTE,202403,INTERNASIONAL,15702.61,9828
QATAR,202403,INTERNASIONAL,15702.61,56500
QATAR,202403,INTERNASIONAL,15702.61,2277
CHINA,202403,INTERNASIONAL,15702.61,1707
HONG KONG,202403,INTERNASIONAL,15702.61,13319
MALAYSIA,202403,INTERNASIONAL,15702.61,7214
MALAYSIA,202403,INTERNASIONAL,15702.61,18607
MALAYSIA,202403,INTERNASIONAL,15702.61,19453
MALAYSIA,202403,INTERNASIONAL,15702.61,23175
MALAYSIA,202403,INTERNASIONAL,15702.61,70044
MALAYSIA,202403,INTERNASIONAL,15702.61,7010
MALAYSIA,202403,INTERNASIONAL,15702.61,14598
MALAYSIA,202403,INTERNASIONAL,15702.61,8317
SINGAPURA,202403,INTERNASIONAL,15702.61,53566
SINGAPURA,202403,INTERNASIONAL,15702.61,3756
SINGAPURA,202403,INTERNASIONAL,15702.61,16650
AUSTRALIA,202404,INTERNASIONAL,16100,28317
SELANDIA BARU,202404,INTERNASIONAL,16100,12002
BELANDA,202404,INTERNASIONAL,16100,4892
MALAYSIA,202404,INTERNASIONAL,16100,3057
THAILAND,202404,INTERNASIONAL,16100,35117
THAILAND,202404,INTERNASIONAL,16100,14885
INDIA,202404,INTERNASIONAL,16100,9640
AUSTRALIA,202404,INTERNASIONAL,16100,34060
INDIA,202404,INTERNASIONAL,16100,8184
EG,202404,INTERNASIONAL,16100,3821
CHINA,202404,INTERNASIONAL,16100,29885
CHINA,202404,INTERNASIONAL,16100,11063
CHINA,202404,INTERNASIONAL,16100,4552
AUSTRALIA,202404,INTERNASIONAL,16100,5295
INDIA,202404,INTERNASIONAL,16100,12690
TIMOR LESTE,202404,INTERNASIONAL,16100,9330
QATAR,202404,INTERNASIONAL,16100,60921
QATAR,202404,INTERNASIONAL,16100,3324
CHINA,202404,INTERNASIONAL,16100,2655
HONG KONG,202404,INTERNASIONAL,16100,15796
ARAB SAUDI,202404,INTERNASIONAL,16100,390
MALAYSIA,202404,INTERNASIONAL,16100,8559
MALAYSIA,202404,INTERNASIONAL,16100,15061
MALAYSIA,202404,INTERNASIONAL,16100,32945
MALAYSIA,202404,INTERNASIONAL,16100,32730
MALAYSIA,202404,INTERNASIONAL,16100,72950
MALAYSIA,202404,INTERNASIONAL,16100,6639
MALAYSIA,202404,INTERNASIONAL,16100,20150
MALAYSIA,202404,INTERNASIONAL,16100,8715
SINGAPURA,202404,INTERNASIONAL,16100,61524
SINGAPURA,202404,INTERNASIONAL,16100,4528
SINGAPURA,202404,INTERNASIONAL,16100,17027
AUSTRALIA,202405,INTERNASIONAL,16083.94,19296
SELANDIA BARU,202405,INTERNASIONAL,16083.94,10691
BELANDA,202405,INTERNASIONAL,16083.94,4473
MALAYSIA,202405,INTERNASIONAL,16083.94,3595
THAILAND,202405,INTERNASIONAL,16083.94,35078
THAILAND,202405,INTERNASIONAL,16083.94,17138
INDIA,202405,INTERNASIONAL,16083.94,10876
AUSTRALIA,202405,INTERNASIONAL,16083.94,35623
INDIA,202405,INTERNASIONAL,16083.94,8422
EG,202405,INTERNASIONAL,16083.94,2813
CHINA,202405,INTERNASIONAL,16083.94,34331
CHINA,202405,INTERNASIONAL,16083.94,11951
CHINA,202405,INTERNASIONAL,16083.94,5782
AUSTRALIA,202405,INTERNASIONAL,16083.94,5748
INDIA,202405,INTERNASIONAL,16083.94,17466
TIMOR LESTE,202405,INTERNASIONAL,16083.94,10231
QATAR,202405,INTERNASIONAL,16083.94,62989
QATAR,202405,INTERNASIONAL,16083.94,1643
CHINA,202405,INTERNASIONAL,16083.94,1203
HONG KONG,202405,INTERNASIONAL,16083.94,15777
MALAYSIA,202405,INTERNASIONAL,16083.94,9196
MALAYSIA,202405,INTERNASIONAL,16083.94,16999
MALAYSIA,202405,INTERNASIONAL,16083.94,8949
MALAYSIA,202405,INTERNASIONAL,16083.94,31355
MALAYSIA,202405,INTERNASIONAL,16083.94,69438
MALAYSIA,202405,INTERNASIONAL,16083.94,6121
MALAYSIA,202405,INTERNASIONAL,16083.94,22287
MALAYSIA,202405,INTERNASIONAL,16083.94,4321
SINGAPURA,202405,INTERNASIONAL,16083.94,59865
SINGAPURA,202405,INTERNASIONAL,16083.94,4125
SINGAPURA,202405,INTERNASIONAL,16083.94,16124
AUSTRALIA,202406,INTERNASIONAL,16329.39,21183
SELANDIA BARU,202406,INTERNASIONAL,16329.39,14662
BELANDA,202406,INTERNASIONAL,16329.39,4836
MALAYSIA,202406,INTERNASIONAL,16329.39,3833
THAILAND,202406,INTERNASIONAL,16329.39,39532
THAILAND,202406,INTERNASIONAL,16329.39,18719
INDIA,202406,INTERNASIONAL,16329.39,10413
AUSTRALIA,202406,INTERNASIONAL,16329.39,38401
INDIA,202406,INTERNASIONAL,16329.39,5727
EG,202406,INTERNASIONAL,16329.39,1737
CHINA,202406,INTERNASIONAL,16329.39,32628
CHINA,202406,INTERNASIONAL,16329.39,11518
CHINA,202406,INTERNASIONAL,16329.39,5991
AUSTRALIA,202406,INTERNASIONAL,16329.39,5640
INDIA,202406,INTERNASIONAL,16329.39,17669
TIMOR LESTE,202406,INTERNASIONAL,16329.39,10736
QATAR,202406,INTERNASIONAL,16329.39,61813
CHINA,202406,INTERNASIONAL,16329.39,1691
HONG KONG,202406,INTERNASIONAL,16329.39,15742
ARAB SAUDI,202406,INTERNASIONAL,16329.39,683
MALAYSIA,202406,INTERNASIONAL,16329.39,4199
MALAYSIA,202406,INTERNASIONAL,16329.39,16542
MALAYSIA,202406,INTERNASIONAL,16329.39,31834
MALAYSIA,202406,INTERNASIONAL,16329.39,30553
MALAYSIA,202406,INTERNASIONAL,16329.39,54224
MALAYSIA,202406,INTERNASIONAL,16329.39,5851
MALAYSIA,202406,INTERNASIONAL,16329.39,18020
MALAYSIA,202406,INTERNASIONAL,16329.39,5580
SINGAPURA,202406,INTERNASIONAL,16329.39,58306
SINGAPURA,202406,INTERNASIONAL,16329.39,3633
SINGAPURA,202406,INTERNASIONAL,16329.39,15427
AUSTRALIA,202407,INTERNASIONAL,16261.65,29761
SELANDIA BARU,202407,INTERNASIONAL,16261.65,18717
BELANDA,202407,INTERNASIONAL,16261.65,4731
MALAYSIA,202407,INTERNASIONAL,16261.65,3430
THAILAND,202407,INTERNASIONAL,16261.65,42483
THAILAND,202407,INTERNASIONAL,16261.65,21255
INDIA,202407,INTERNASIONAL,16261.65,10039
AUSTRALIA,202407,INTERNASIONAL,16261.65,43278
INDIA,202407,INTERNASIONAL,16261.65,10600
EG,202407,INTERNASIONAL,16261.65,4066
CHINA,202407,INTERNASIONAL,16261.65,34012
CHINA,202407,INTERNASIONAL,16261.65,13884
CHINA,202407,INTERNASIONAL,16261.65,6811
AUSTRALIA,202407,INTERNASIONAL,16261.65,2298
AUSTRALIA,202407,INTERNASIONAL,16261.65,5704
INDIA,202407,INTERNASIONAL,16261.65,16841
TIMOR LESTE,202407,INTERNASIONAL,16261.65,12388
QATAR,202407,INTERNASIONAL,16261.65,62001
CHINA,202407,INTERNASIONAL,16261.65,2004
HONG KONG,202407,INTERNASIONAL,16261.65,16101
MALAYSIA,202407,INTERNASIONAL,16261.65,5753
MALAYSIA,202407,INTERNASIONAL,16261.65,16759
MALAYSIA,202407,INTERNASIONAL,16261.65,37946
MALAYSIA,202407,INTERNASIONAL,16261.65,35318
MALAYSIA,202407,INTERNASIONAL,16261.65,66390
MALAYSIA,202407,INTERNASIONAL,16261.65,9258
MALAYSIA,202407,INTERNASIONAL,16261.65,22450
MALAYSIA,202407,INTERNASIONAL,16261.65,4150
SINGAPURA,202407,INTERNASIONAL,16261.65,64215
SINGAPURA,202407,INTERNASIONAL,16261.65,4643
SINGAPURA,202407,INTERNASIONAL,16261.65,10553
AUSTRALIA,202408,INTERNASIONAL,15793.18,14604
SELANDIA BARU,202408,INTERNASIONAL,15793.18,17916
BELANDA,202408,INTERNASIONAL,15793.18,5037
MALAYSIA,202408,INTERNASIONAL,15793.18,3983
MALAYSIA,202408,INTERNASIONAL,15793.18,2861
THAILAND,202408,INTERNASIONAL,15793.18,43037
THAILAND,202408,INTERNASIONAL,15793.18,20526
INDIA,202408,INTERNASIONAL,15793.18,10631
AUSTRALIA,202408,INTERNASIONAL,15793.18,39264
INDIA,202408,INTERNASIONAL,15793.18,10830
EG,202408,INTERNASIONAL,15793.18,6680
CHINA,202408,INTERNASIONAL,15793.18,35164
CHINA,202408,INTERNASIONAL,15793.18,22765
CHINA,202408,INTERNASIONAL,15793.18,8494
AUSTRALIA,202408,INTERNASIONAL,15793.18,891
AUSTRALIA,202408,INTERNASIONAL,15793.18,7474
INDIA,202408,INTERNASIONAL,15793.18,16922
TIMOR LESTE,202408,INTERNASIONAL,15793.18,13163
QATAR,202408,INTERNASIONAL,15793.18,62694
CHINA,202408,INTERNASIONAL,15793.18,3733
HONG KONG,202408,INTERNASIONAL,15793.18,16563
MALAYSIA,202408,INTERNASIONAL,15793.18,5269
MALAYSIA,202408,INTERNASIONAL,15793.18,18910
MALAYSIA,202408,INTERNASIONAL,15793.18,32840
MALAYSIA,202408,INTERNASIONAL,15793.18,37931
MALAYSIA,202408,INTERNASIONAL,15793.18,79261
MALAYSIA,202408,INTERNASIONAL,15793.18,9467
MALAYSIA,202408,INTERNASIONAL,15793.18,20833
MALAYSIA,202408,INTERNASIONAL,15793.18,4552
SINGAPURA,202408,INTERNASIONAL,15793.18,61012
SINGAPURA,202408,INTERNASIONAL,15793.18,4203
SINGAPURA,202408,INTERNASIONAL,15793.18,8629
AUSTRALIA,202409,INTERNASIONAL,15341.25,15407
SELANDIA BARU,202409,INTERNASIONAL,15341.25,14508
BELANDA,202409,INTERNASIONAL,15341.25,4969
MALAYSIA,202409,INTERNASIONAL,15341.25,4307
MALAYSIA,202409,INTERNASIONAL,15341.25,3592
MALAYSIA,202409,INTERNASIONAL,15341.25,2559
THAILAND,202409,INTERNASIONAL,15341.25,39993
THAILAND,202409,INTERNASIONAL,15341.25,19828
INDIA,202409,INTERNASIONAL,15341.25,10011
AUSTRALIA,202409,INTERNASIONAL,15341.25,37662
INDIA,202409,INTERNASIONAL,15341.25,10221
EG,202409,INTERNASIONAL,15341.25,4918
CHINA,202409,INTERNASIONAL,15341.25,34374
CHINA,202409,INTERNASIONAL,15341.25,21288
CHINA,202409,INTERNASIONAL,15341.25,8604
AUSTRALIA,202409,INTERNASIONAL,15341.25,862
AUSTRALIA,202409,INTERNASIONAL,15341.25,9470
INDIA,202409,INTERNASIONAL,15341.25,14450
TIMOR LESTE,202409,INTERNASIONAL,15341.25,12459
QATAR,202409,INTERNASIONAL,15341.25,67566
CHINA,202409,INTERNASIONAL,15341.25,3407
HONG KONG,202409,INTERNASIONAL,15341.25,16336
ARAB SAUDI,202409,INTERNASIONAL,15341.25,2196
MALAYSIA,202409,INTERNASIONAL,15341.25,5457
MALAYSIA,202409,INTERNASIONAL,15341.25,17909
MALAYSIA,202409,INTERNASIONAL,15341.25,34305
MALAYSIA,202409,INTERNASIONAL,15341.25,35542
MALAYSIA,202409,INTERNASIONAL,15341.25,69018
MALAYSIA,202409,INTERNASIONAL,15341.25,8131
MALAYSIA,202409,INTERNASIONAL,15341.25,21389
MALAYSIA,202409,INTERNASIONAL,15341.25,4002
SINGAPURA,202409,INTERNASIONAL,15341.25,52655
SINGAPURA,202409,INTERNASIONAL,15341.25,4140
SINGAPURA,202409,INTERNASIONAL,15341.25,8350
AUSTRALIA,202410,INTERNASIONAL,15541.35,16778
SELANDIA BARU,202410,INTERNASIONAL,15541.35,12390
BELANDA,202410,INTERNASIONAL,15541.35,4536
MALAYSIA,202410,INTERNASIONAL,15541.35,2807
MALAYSIA,202410,INTERNASIONAL,15541.35,3261
MALAYSIA,202410,INTERNASIONAL,15541.35,1982
THAILAND,202410,INTERNASIONAL,15541.35,33910
THAILAND,202410,INTERNASIONAL,15541.35,19233
INDIA,202410,INTERNASIONAL,15541.35,10256
AUSTRALIA,202410,INTERNASIONAL,15541.35,39990
INDIA,202410,INTERNASIONAL,15541.35,10594
EG,202410,INTERNASIONAL,15541.35,4741
CHINA,202410,INTERNASIONAL,15541.35,33432
CHINA,202410,INTERNASIONAL,15541.35,18348
CHINA,202410,INTERNASIONAL,15541.35,8205
AUSTRALIA,202410,INTERNASIONAL,15541.35,973
AUSTRALIA,202410,INTERNASIONAL,15541.35,8869
INDIA,202410,INTERNASIONAL,15541.35,11872
TIMOR LESTE,202410,INTERNASIONAL,15541.35,13420
QATAR,202410,INTERNASIONAL,15541.35,67514
CHINA,202410,INTERNASIONAL,15541.35,3765
HONG KONG,202410,INTERNASIONAL,15541.35,16878
ARAB SAUDI,202410,INTERNASIONAL,15541.35,2026
MALAYSIA,202410,INTERNASIONAL,15541.35,4992
MALAYSIA,202410,INTERNASIONAL,15541.35,17835
MALAYSIA,202410,INTERNASIONAL,15541.35,37576
MALAYSIA,202410,INTERNASIONAL,15541.35,33843
MALAYSIA,202410,INTERNASIONAL,15541.35,60432
MALAYSIA,202410,INTERNASIONAL,15541.35,8012
MALAYSIA,202410,INTERNASIONAL,15541.35,18545
MALAYSIA,202410,INTERNASIONAL,15541.35,4590
SINGAPURA,202410,INTERNASIONAL,15541.35,59204
SINGAPURA,202410,INTERNASIONAL,15541.35,4061
SINGAPURA,202410,INTERNASIONAL,15541.35,9215
AUSTRALIA,202411,INTERNASIONAL,15812.35,15670
SELANDIA BARU,202411,INTERNASIONAL,15812.35,5502
BELANDA,202411,INTERNASIONAL,15812.35,4383
MALAYSIA,202411,INTERNASIONAL,15812.35,3021
MALAYSIA,202411,INTERNASIONAL,15812.35,2993
MALAYSIA,202411,INTERNASIONAL,15812.35,1686
THAILAND,202411,INTERNASIONAL,15812.35,39371
THAILAND,202411,INTERNASIONAL,15812.35,19663
INDIA,202411,INTERNASIONAL,15812.35,8922
AUSTRALIA,202411,INTERNASIONAL,15812.35,35982
INDIA,202411,INTERNASIONAL,15812.35,10365
EG,202411,INTERNASIONAL,15812.35,2938
CHINA,202411,INTERNASIONAL,15812.35,33565
CHINA,202411,INTERNASIONAL,15812.35,15665
CHINA,202411,INTERNASIONAL,15812.35,11388
AUSTRALIA,202411,INTERNASIONAL,15812.35,8633
INDIA,202411,INTERNASIONAL,15812.35,10018
TIMOR LESTE,202411,INTERNASIONAL,15812.35,12680
QATAR,202411,INTERNASIONAL,15812.35,47341
CHINA,202411,INTERNASIONAL,15812.35,1692
HONG KONG,202411,INTERNASIONAL,15812.35,14945
ARAB SAUDI,202411,INTERNASIONAL,15812.35,3060
ARAB SAUDI,202411,INTERNASIONAL,15812.35,7375
MALAYSIA,202411,INTERNASIONAL,15812.35,4775
MALAYSIA,202411,INTERNASIONAL,15812.35,2011
MALAYSIA,202411,INTERNASIONAL,15812.35,15878
MALAYSIA,202411,INTERNASIONAL,15812.35,33571
MALAYSIA,202411,INTERNASIONAL,15812.35,35079
MALAYSIA,202411,INTERNASIONAL,15812.35,65595
MALAYSIA,202411,INTERNASIONAL,15812.35,8922
MALAYSIA,202411,INTERNASIONAL,15812.35,16334
MALAYSIA,202411,INTERNASIONAL,15812.35,4117
SINGAPURA,202411,INTERNASIONAL,15812.35,59812
SINGAPURA,202411,INTERNASIONAL,15812.35,2754
SINGAPURA,202411,INTERNASIONAL,15812.35,9125
AUSTRALIA,202412,INTERNASIONAL,16023.5,17829
SELANDIA BARU,202412,INTERNASIONAL,16023.5,6260
BELANDA,202412,INTERNASIONAL,16023.5,4704
MALAYSIA,202412,INTERNASIONAL,16023.5,4349
MALAYSIA,202412,INTERNASIONAL,16023.5,3284
MALAYSIA,202412,INTERNASIONAL,16023.5,2150
THAILAND,202412,INTERNASIONAL,16023.5,38503
THAILAND,202412,INTERNASIONAL,16023.5,23776
INDIA,202412,INTERNASIONAL,16023.5,9930
AUSTRALIA,202412,INTERNASIONAL,16023.5,42199
INDIA,202412,INTERNASIONAL,16023.5,10539
EG,202412,INTERNASIONAL,16023.5,2535
CHINA,202412,INTERNASIONAL,16023.5,33575
CHINA,202412,INTERNASIONAL,16023.5,19461
CHINA,202412,INTERNASIONAL,16023.5,11400
AUSTRALIA,202412,INTERNASIONAL,16023.5,769
AUSTRALIA,202412,INTERNASIONAL,16023.5,8597
INDIA,202412,INTERNASIONAL,16023.5,13325
TIMOR LESTE,202412,INTERNASIONAL,16023.5,15454
QATAR,202412,INTERNASIONAL,16023.5,44658
CHINA,202412,INTERNASIONAL,16023.5,1685
HONG KONG,202412,INTERNASIONAL,16023.5,14761
ARAB SAUDI,202412,INTERNASIONAL,16023.5,8275
ARAB SAUDI,202412,INTERNASIONAL,16023.5,12856
MALAYSIA,202412,INTERNASIONAL,16023.5,5664
MALAYSIA,202412,INTERNASIONAL,16023.5,19810
MALAYSIA,202412,INTERNASIONAL,16023.5,38585
MALAYSIA,202412,INTERNASIONAL,16023.5,38237
MALAYSIA,202412,INTERNASIONAL,16023.5,66729
MALAYSIA,202412,INTERNASIONAL,16023.5,10271
MALAYSIA,202412,INTERNASIONAL,16023.5,19271
MALAYSIA,202412,INTERNASIONAL,16023.5,4187
SINGAPURA,202412,INTERNASIONAL,16023.5,64787
SINGAPURA,202412,INTERNASIONAL,16023.5,4033
SINGAPURA,202412,INTERNASIONAL,16023.5,10192
