waktu_id,bandara_id,kategori,pesawat_dtg,pesawat_brk,pesawat_total,penumpang_dtg,penumpang_brk,penumpang_total,penumpang_tra,bagasi_dtg,bagasi_brk,bagasi_total,barang_dtg,barang_brk,barang_total,pos_dtg,pos_brk,pos_total
2020,29,DOMESTIK,7563,7.61,15173,621098,570131,1191229,42947,3987059,1854056,5841115,3240563,688514,3929077,0,0,0
2021,29,DOMESTIK,6278,6.32,12598,537308,480669,1017977,52209,2713904,2230761,4944665,6763621,1263193,8026814,1,0,1
2022,29,DOMESTIK,10065,10006,20071,931773,870754,1802527,105903,6463297,6220612,12683909,8097103,1201976,9299079,0,0,0
2023,29,DOMESTIK,10851,10864,21715,1051677,982021,2033698,100.17,7418763,7251958,14670721,9232432,3522478,12754910,1131,0.0,1131
2024,29,DOMESTIK,11.42,11466,22886,1010295,1047279,2057574,43022,7509401,7498762,15008163,7338184,4665259,12003443,1646,2,1648
2020,29,INTERNASIONAL,226,227,453,28526,23906,52432,0,328396,156937,485333,1,3885,3886,0,0,0
2021,29,INTERNASIONAL,43,45,88,6458,360,6818,0,93969,5346,99315,138.08,59361,197441,0,0,0
2022,29,INTERNASIONAL,274,309,583,32493,38846,71339,0,519375,262672,782047,741856,713405,1455261,0,0,0
2023,29,INTERNASIONAL,739,764,1503,93.55,106946,200496,0,1200319,867751,2068070,497.68,553522,1051202,0.0,0.0,0.0
2024,29,INTERNASIONAL,1017,1035,2052,142192,136983,279175,0,1835404,1197888,3033292,405641,414472,820113,0,0,0
2020,335,DOMESTIK,475,475,950,24694,26469,51163,0,56295,45756,102051,34605,2427,37032,0,0,0
2021,335,DOMESTIK,336,336,672,15206,18962,34168,0,48655,60903,109558,25154,2096,27.25,0,0,0
2022,335,DOMESTIK,1168,1167,2335,28823,31666,60489,0,149255,156347,305602,39313,2829,42142,0,0,0
2023,335,DOMESTIK,578,573,1151,29359,30.32,59679,2,166174,193171,359345,41036,7556,48592,0,0,0
2024,335,DOMESTIK,619,617,1236,30276,31.71,61986,0,161686,192.5,354186,48325,11272,59597,0,30,30
2020,334,DOMESTIK,1607,1607,3214,88.21,83698,171908,0,237.68,165884,403564,39937,35492,75429,0,0,0
2021,334,DOMESTIK,1228,1228,2456,63451,65938,129389,0,241041,202208,443249,39369,34589,73958,0,0,0
2022,334,DOMESTIK,1.22,1222,2442,69182,74797,143979,0,319698,334.46,654158,45421,33951,79372,0,0,0
2023,334,DOMESTIK,1288,1291,2579,70283,71765,142048,0,454314,419393,873707,55977,40259,96236,0,1,1
2024,334,DOMESTIK,1214,1212,2426,61258,61768,123026,2,374412,357466,731878,46894,44727,91621,0,2,2
2020,59,DOMESTIK,8266,8257,16523,521984,450529,972513,56015,2342731,1843708,4186439,6229847,3089169,9319016,159,45,204
2021,59,DOMESTIK,7753,7768,15521,512592,447888,960.48,59527,2737208,2208287,4945495,8106555,3965012,12071567,0,0,0
2022,59,DOMESTIK,7808,7807,15615,623769,553405,1177174,70797,4550005,4004519,8554524,8209311,4820545,13029856,0,0,0
2023,59,DOMESTIK,8001,7999,16,645987,636475,1282462,15259,4925213,4147832,9073045,7487302,3867791,11355093,91,13,104
2024,59,DOMESTIK,6837,6833,13.67,590444,594.71,1185154,38622,4659814,3887275,8547089,9123644,2975411,12099055,0,905,905
2020,59,INTERNASIONAL,52,55,107,1858,1899,3757,1,10868,13699,24567,0,1,1,0,0,0
2021,59,INTERNASIONAL,13,12,25,231,47,278,0,2102,750,2852,90,190,280,0,0,0
2022,59,INTERNASIONAL,11,16,27,8,48,56,0,0,0,0,0,0,0,0,0,0
2023,59,INTERNASIONAL,21,24,45,103,26,129,0,0,0,0,0,0,0,0,0,0
2024,59,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,358,DOMESTIK,1191,1.19,2381,48.06,47513,95573,650,243597,183415,427012,287732,52247,339979,0,0,0
2021,358,DOMESTIK,1369,1371,2.74,52634,55174,107808,59,232787,188271,421058,312566,61631,374197,0,0,0
2022,358,DOMESTIK,1088,1087,2175,45991,50796,96787,0,262108,260625,522733,311065,64656,375721,0,0,0
2023,358,DOMESTIK,945,944,1889,40321,42836,83157,0,250155,219766,469921,345563,79509,425072,0,0,0
2024,358,DOMESTIK,635,636,1271,28566,30253,58819,0,179231,156608,335839,279688,71712,351.4,0,0,0
2020,198,DOMESTIK,1259,1259,2518,59208,54687,113895,6351,257459,222313,479772,226858,89352,316.21,0,0,0
2021,198,DOMESTIK,1207,1207,2414,48943,49907,98.85,4781,198838,179423,378261,467132,214338,681.47,0,0,0
2022,198,DOMESTIK,1066,1068,2134,57798,60096,117894,641,348587,337101,685688,404213,191186,595399,0,0,0
2023,198,DOMESTIK,1074,1074,2148,58946,58886,117832,121,402319,370104,772423,296544,123403,419947,0,9,9
2024,198,DOMESTIK,371,371,742,23284,23325,46609,47,160813,150259,311072,216.14,52944,269084,0,0,0
2020,238,DOMESTIK,2888,2887,5775,167745,163422,331167,108,1061079,739072,1800151,201.87,57035,258905,0,0,0
2021,238,DOMESTIK,2845,2847,5692,178891,184974,363865,0,0,0,0,1530066,451542,1981608,0,0,0
2022,238,DOMESTIK,3607,3606,7213,302879,294024,596903,0,1630772,585,2215772,276253,83556,359809,0,0,0
2023,238,DOMESTIK,4521,4541,9062,444733,465941,910674,31.52,3897222,4076667,7973889,1351503,392594,1744097,0,0,0
2024,238,DOMESTIK,4161,4163,8324,474928,495544,970472,34231,4304596,4426788,8731384,1610208,526419,2136627,0,0,0
2024,238,INTERNASIONAL,77,76,153,6948,6316,13264,0,50906,46574,97.48,15,0,15,0,0,0
2020,252,DOMESTIK,546,546,1092,25.62,28368,53988,0,88853,56176,145029,120504,16651,137155,4979,1497,6476
2021,252,DOMESTIK,421,421,842,22074,22098,44172,0,55.31,35536,90846,169515,35429,204944,3457,0,3457
2022,252,DOMESTIK,391,391,782,22202,22195,44397,0,80669,82076,162745,229542,20322,249864,268,0,268
2023,252,DOMESTIK,361,361,722,19322,19.44,38762,0,87776,90.13,177906,157.64,15707,173347,601,220,821
2024,252,DOMESTIK,354,354,708,20404,20603,41007,0,99857,99368,199225,153803,22779,176582,2559,707,3266
2020,346,DOMESTIK,690,690,1.38,3953,4398,8351,0,12124,10346,22.47,1346,2248,3594,0,0,0
2021,346,DOMESTIK,602,602,1204,2988,3584,6572,0,12473,15549,28022,14603,1063,15666,0,0,0
2022,346,DOMESTIK,390,390,780,2.76,3074,5834,0,17188,16.37,33558,3954,1058,5012,0,0,0
2023,346,DOMESTIK,513,514,1027,3972,4153,8125,0,24028,24005,48033,255,73,328,0,10,10
2024,346,DOMESTIK,708,716,1424,5371,5516,10887,3,24524,22064,46588,200,0,200,0,0,0
2020,197,DOMESTIK,213,213,426,5641,5082,10723,0,25759,31346,57105,57494,5113,62607,0,0,0
2021,197,DOMESTIK,308,308,616,10.49,11646,22136,0,19559,30501,50.06,45842,6666,52508,0,0,0
2022,197,DOMESTIK,175,175,350,6597,6913,13.51,0,15083,18232,33315,12792,2642,15434,0,0,0
2023,197,DOMESTIK,149,149,298,5216,5029,10245,0,14076,11164,25.24,1586,0,1586,1319,250,1569
2024,197,DOMESTIK,223,225,448,7302,6583,13885,8,19036,12319,31355,4601,0,4601,0,1,1
2020,49,DOMESTIK,298,300,598,13552,14.87,28422,0,20071,17629,37.7,11956,3865,15821,0,0,0
2021,49,DOMESTIK,465,463,928,12218,12357,24575,491,26.49,22777,49267,20544,5.87,26414,0,0,0
2022,49,DOMESTIK,294,295,589,9504,10139,19643,157,37723,34118,71841,23057,3882,26939,0,0,0
2023,49,DOMESTIK,247,248,495,1498,1851,3349,0,12546,13527,26073,1368,230,1598,0,0,0
2024,49,DOMESTIK,308,308,616,1958,2287,4245,0,12192,14566,26758,10,8,18,0,0,0
2020,1,DOMESTIK,449,449,898,19634,19396,39.03,0,40592,34.81,75402,18197,5415,23612,0,0,0
2021,1,DOMESTIK,198,203,401,7993,7732,15725,0,41503,31.22,72723,18253,5284,23537,0,0,0
2022,1,DOMESTIK,344,344,688,15894,14894,30788,0,118713,100373,219086,7942,3488,11.43,0,0,0
2023,1,DOMESTIK,345,341,686,16868,15578,32446,0,138655,109849,248504,12671,469,13.14,0,0,0
2024,1,DOMESTIK,263,262,525,11822,10741,22563,0,90312,72696,163008,1.53,0,1.53,0,0,0
2020,324,DOMESTIK,884,884,1768,28105,28585,56.69,12.96,85313,87253,172566,37948,341,38289,0,0,0
2021,324,DOMESTIK,842,842,1684,21472,23224,44696,13836,64.71,66026,130736,29883,6109,35992,0,0,0
2022,324,DOMESTIK,468,480,948,17296,17448,34744,4101,53254,61855,115109,67654,9258,76912,0,0,0
2023,324,DOMESTIK,730,725,1455,18851,20086,38937,17058,86599,110543,197142,45608,5957,51565,0,0,0
2024,324,DOMESTIK,480,675,1155,13699,18267,31966,13145,57062,105508,162.57,28.94,7462,36402,0,0,0
2020,206,DOMESTIK,1.53,1531,3061,55743,54973,110716,17.96,177486,156453,333939,150589,40206,190795,0,0,0
2021,206,DOMESTIK,1525,1523,3048,117454,56027,173481,13.53,176867,151403,328.27,140953,22463,163416,0,0,0
2022,206,DOMESTIK,1277,1278,2555,54.52,56021,110541,7699,233889,187.43,421319,228754,61868,290622,0,0,0
2023,206,DOMESTIK,1314,1314,2628,53623,53925,107548,14476,276256,235277,511533,210746,44949,255695,0,0,0
2024,206,DOMESTIK,1104,1104,2208,43328,43246,86574,14.23,232.09,208633,440723,206322,40927,247249,0,0,0
2020,201,DOMESTIK,466,466,932,25404,25584,50988,0,66365,57976,124341,125027,17062,142089,0,0,0
2021,201,DOMESTIK,316,316,632,17753,15.65,33403,0,58449,35032,93481,143077,13855,156932,0,0,0
2022,201,DOMESTIK,309,309,618,16544,14018,30562,0,75969,31304,107273,117825,16885,134.71,0,0,0
2023,201,DOMESTIK,328,328,656,17229,15872,33101,0,76078,48886,124964,122.86,18631,141491,0,0,0
2024,201,DOMESTIK,475,476,951,28873,27759,56632,0,131865,101082,232947,117647,26779,144426,0,0,0
2020,370,DOMESTIK,116,116,232,3858,3903,7761,0,23642,18568,42.21,25.45,3209,28659,0,0,0
2021,370,DOMESTIK,107,107,214,4897,4521,9418,0,16589,8765,25354,6758,189,6947,0,0,0
2022,370,DOMESTIK,232,233,465,10.41,10362,20772,0,35333,30.78,66113,19921,0,19921,0,0,0
2023,370,DOMESTIK,183,179,362,8751,8.58,17331,0,34364,31996,66.36,24151,266,24417,0,2,2
2024,370,DOMESTIK,142,140,282,6569,6396,12965,0,28294,25727,54021,14557,0,14557,0,0,0
2020,248,DOMESTIK,1358,1321,2679,70617,60503,131.12,18944,372177,343643,715.82,300396,75223,375619,0,0,0
2021,248,DOMESTIK,1194,1198,2392,48313,50417,98.73,6792,242107,169845,411952,423604,66876,490.48,0,0,0
2022,248,DOMESTIK,1532,1531,3063,84437,85205,169642,15.95,684143,516303,1200446,585688,130977,716665,0,0,0
2023,248,DOMESTIK,1622,1622,3244,87287,87357,174644,0,834911,642841,1477752,468275,36.11,504385,0,0,0
2024,248,DOMESTIK,1223,1222,2445,82775,81628,164403,1013,833103,624276,1457379,399314,31534,430848,0,0,0
2023,223,DOMESTIK,53,50,103,338,423,761,0,888,1272,2.16,0,0,0,0,0,0
2024,223,DOMESTIK,105,105,210,725,787,1512,0,3649,4253,7902,0,0,0,0,0,0
2023,25,DOMESTIK,0,2789,2789,0,18273,18273,44,0,146269,146269,0,7209,7209,0,32,32
2024,25,DOMESTIK,1477,2.36,3837,8715,14.01,22725,164,83092,100876,183968,7461,6951,14412,6,0,6
2020,308,DOMESTIK,5853,5846,11699,447016,441939,888955,763,2935902,2657839,5593741,11331571,3610574,14942145,1163,15521,16684
2021,308,DOMESTIK,5772,5753,11525,442587,446824,889411,17505,3553121,3618049,7171170,12748446,3319880,16068326,140,8642,8782
2022,308,DOMESTIK,6577,6517,13094,603.37,607863,1211233,27643,5606672,5632704,11239376,12568529,3222723,15791252,41,1896,1937
2023,308,DOMESTIK,7607,7623,15.23,744827,724399,1469226,30.64,7184157,6801586,13985743,10399446,3426320,13825766,1812,44,1856
2024,308,DOMESTIK,7777,7762,15539,756765,767133,1523898,17689,7404216,7079710,14483926,11926402,4192542,16118944,0,0,0
2020,308,INTERNASIONAL,230,237,467,26768,21502,48.27,0,379727,248565,628292,3533,305503,309036,0,0,0
2021,308,INTERNASIONAL,183,210,393,16718,1052,17.77,0,294054,24998,319052,783,510922,511705,0,0,0
2022,308,INTERNASIONAL,251,304,555,23669,15372,39041,0,419.24,223194,642434,3565,293187,296752,0,0,0
2023,308,INTERNASIONAL,687,685,1372,90685,88893,179578,0,1319881,1129789,2449670,17457,291696,309153,0,0,0
2024,308,INTERNASIONAL,839,882,1721,110.74,114456,225196,4329,1620015,1275457,2895472,3589,296027,299616,0,0,0
2020,261,DOMESTIK,134,135,269,5641,6414,12055,0,10913,6011,16924,2384,1382,3766,0,159,159
2021,261,DOMESTIK,55,55,110,2093,2134,4227,0,3831,2542,6373,939,1794,2733,0,0,0
2022,261,DOMESTIK,131,131,262,4289,4568,8857,0,8094,6.76,14854,120,662,782,0,0,0
2023,261,DOMESTIK,129,129,258,3122,3548,6.67,0,6653,6637,13.29,170,3.3,3.47,0,0,0
2024,261,DOMESTIK,75,77,152,1175,1276,2451,0,3314,4508,7822,0,197,197,0,0,0
2020,277,DOMESTIK,108,108,216,3537,3602,7139,0,8015,4345,12.36,2992,1398,4.39,0,0,0
2021,277,DOMESTIK,46,46,92,970,967,1937,626,1814,1736,3.55,74,0,74,0,0,0
2022,277,DOMESTIK,259,257,516,3621,3.11,6731,0,12727,6.63,19357,0,0,0,0,0,0
2023,277,DOMESTIK,223,222,445,2775,2537,5312,5039,16727,6966,23693,0,0,0,15,0,15
2024,277,DOMESTIK,154,147,301,1518,1461,2979,945,8163,6901,15064,0,0,0,4,1,5
2020,263,DOMESTIK,19,19,38,314,329,643,0,949,271,1.22,0,0,0,0,0,0
2021,263,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,263,DOMESTIK,4,4,8,66,57,123,0,0,0,0,0,0,0,0,0,0
2023,263,DOMESTIK,4,4,8,126,132,258,0,497,0,497,0,0,0,0,0,0
2024,263,DOMESTIK,105,104,209,1013,1.03,2043,0,5469,3964,9433,0,0,0,0,0,0
2024,37,DOMESTIK,163,163,326,1,1,2,0,8,8,16,0,0,0,0,0,0
2024,322,DOMESTIK,113,116,229,1,1,2,0,5,5,10,0,0,0,0,0,0
2020,54,DOMESTIK,1237,1226,2463,101993,123005,224998,0,616.84,573332,1190172,1698225,666907,2365132,7,0,7
2021,54,DOMESTIK,890,897,1787,87649,91938,179587,0,1630844,596766,2227610,1722231,501.76,2223991,0,0,0
2022,54,DOMESTIK,1586,1528,3114,149084,146837,295921,0,1575121,1269683,2844804,4318474,381101,4699575,0,0,0
2023,54,DOMESTIK,1778,1761,3539,167021,168893,335914,1,1786520,1453604,3240124,3590865,626399,4217264,2,687,689
2024,54,DOMESTIK,1887,1883,3.77,169272,170545,339817,6,1802214,1487959,3290173,5061771,1049573,6111344,2,0,2
2024,292,DOMESTIK,147,146,293,250,246,496,41,2,2,3,0,0,0,0,0,0
2020,275,DOMESTIK,2521,2486,5007,219538,222989,442527,9529,1278796,817044,2095840,4664057,1897333,6561390,110.98,19522,130502
2021,275,DOMESTIK,2762,2756,5518,217814,217998,435812,0,1671605,1255112,2926717,7668911,2271439,9940350,0,0,0
2022,275,DOMESTIK,3644,3647,7291,325691,330073,655764,0,3050221,2380335,5430556,8142925,3912759,12055684,0,0,0
2023,275,DOMESTIK,3865,3871,7736,378209,380655,758864,18708,3585718,2773545,6359263,6923723,4098959,11022682,1,3,4
2024,275,DOMESTIK,3861,3.86,7721,399983,403355,803338,21788,3887088,3060358,6947446,9340578,3303140,12643718,4,444,448
2020,330,DOMESTIK,96,96,192,3774,3748,7522,0,10207,11657,21864,4966,1.44,6406,0,0,0
2021,330,DOMESTIK,47,46,93,1325,1399,2724,0,6068,5252,11.32,40,0,40,0,0,0
2022,330,DOMESTIK,84,84,168,3146,3243,6389,0,17326,17692,35018,55,0,55,0,0,0
2023,330,DOMESTIK,56,56,112,1873,1595,3468,0,14549,12706,27255,0,0,0,3,9,12
2024,330,DOMESTIK,53,51,104,1773,1726,3499,0,11746,10179,21925,137,0,137,0,0,0
2020,341,DOMESTIK,1011,1008,2019,58447,54501,112948,7.28,400024,345112,745136,406566,160227,566793,197,3957,4154
2021,341,DOMESTIK,858,858,1716,60622,61031,121653,5362,519759,432554,952313,798722,164886,963608,0,0,0
2022,341,DOMESTIK,995,995,1.99,80447,89235,169682,3552,727898,610897,1338795,812219,284714,1096933,0,0,0
2023,341,DOMESTIK,911,911,1822,85642,86268,171.91,1222,782658,661827,1444485,630966,231455,862421,0,0,0
2024,341,DOMESTIK,788,788,1576,87587,89661,177248,94,839.28,704086,1543366,514413,173297,687.71,0,0,0
2020,344,DOMESTIK,15,15,30,129,179,308,0,927,746,1673,0,0,0,0,0,0
2021,344,DOMESTIK,114,114,228,754,731,1485,0,13176,4536,17712,0,0,0,0,0,0
2022,344,DOMESTIK,51,51,102,279,313,592,0,1977,1574,3551,0,0,0,0,0,0
2023,344,DOMESTIK,111,110,221,1036,1099,2135,0,6203,3654,9857,0,0,0,0,0,0
2024,344,DOMESTIK,108,108,216,1031,1081,2112,0,5318,4756,10074,0,0,0,0,0,0
2020,229,DOMESTIK,125,125,250,2799,2752,5551,0,11428,8661,20089,6077,635,6712,0,0,0
2021,229,DOMESTIK,7,7,14,113,94,207,0,1058,59,1117,0,0,0,0,0,0
2022,229,DOMESTIK,3,3,6,37,37,74,0,0,0,0,0,0,0,0,0,0
2023,229,DOMESTIK,3,3,6,25,25,50,0,19,14,33,0,0,0,0,0,0
2024,229,DOMESTIK,102,102,204,490,469,959,6,1541,46157,47698,1,0,1,11,0,11
2020,297,DOMESTIK,79,79,158,2913,2472,5385,0,6668,2938,9606,0,0,0,0,0,0
2021,297,DOMESTIK,14,14,28,357,475,832,0,734,546,1.28,0,0,0,0,0,0
2022,297,DOMESTIK,12,12,24,289,267,556,0,1253,743,1996,0,0,0,0,0,0
2023,297,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,297,DOMESTIK,89,89,178,426,551,977,0,2034,2653,4687,0,0,0,0,0,0
2024,268,DOMESTIK,2,2,4,110,104,214,51,1028097,692,1720186,127,12,139,0,0,0
2020,342,DOMESTIK,663,663,1326,26641,26976,53617,0,110719,82817,193536,26276,2913,29189,0,0,0
2021,342,DOMESTIK,836,836,1672,21668,21104,42772,0,104777,79872,184649,165347,5187,170534,0,0,0
2022,342,DOMESTIK,652,652,1304,25498,25965,51463,0,117307,108899,226206,47184,4644,51828,0,0,0
2023,342,DOMESTIK,590,591,1181,26919,27554,54473,0,121885,121306,243191,32975,4.47,37445,0,0,0
2024,342,DOMESTIK,308,308,616,24421,23739,48.16,18,151292,129003,280295,56453,80993,137446,0,0,0
2020,332,DOMESTIK,32288,32215,64503,2910327,1797572,4707899,1319468,16725196,12107642,28832838,40346047,25220918,65566965,36332,47726,84058
2021,332,DOMESTIK,33714,33639,67353,3234212,1763972,4998184,1658538,23828593,15815621,39644214,50027626,27534172,77561798,29628,25856,55484
2022,332,DOMESTIK,38.7,38687,77387,4674139,2553138,7227277,2326061,41313879,24157756,65471635,51747058,30433414,82180472,7874,20641,28515
2023,332,DOMESTIK,39949,39985,79934,4991238,2781117,7772355,2375105,43242152,26089525,69331677,47903823,30261219,78165042,2047,9532,11579
2024,332,DOMESTIK,35687,35657,71344,4554212,4675774,9229986,1686405,40153518,26806019,66959537,57786167,37103087,94889254,13201,17.97,31171
2020,332,INTERNASIONAL,182,245,427,36697,33.01,69707,0,877659,375817,1253476,9029,682862,691891,0,5345,5345
2021,332,INTERNASIONAL,17,97,114,12,7,19,134,81,171,252,0,1263606,1263606,0,0,0
2022,332,INTERNASIONAL,345,361,706,80085,83438,163523,32,1455101,1114056,2569157,1435,462037,463472,19.12,4085,23205
2023,332,INTERNASIONAL,896,916,1812,162895,155913,318808,167,3077431,1862078,4939509,313628,1571422,1885050,6004,5339,11343
2024,332,INTERNASIONAL,855,869,1724,160665,166998,327663,8,3497048,2155160,5652208,7409,686063,693472,1,2,3
2020,11,DOMESTIK,730,733,1463,4253,4666,8919,0,33736,49915,83651,413554,482375,895929,0,0,0
2021,11,DOMESTIK,1022,1024,2046,5.11,5095,10205,0,43707,53584,97291,140464,400051,540515,0,0,0
2022,11,DOMESTIK,1015,972,1987,4881,5.2,10081,0,43452,51505,94957,475515,444259,919774,0,0,0
2023,11,DOMESTIK,823,825,1648,5093,5411,10504,0,43054,51167,94221,285836,309263,595099,0,0,0
2024,11,DOMESTIK,887,890,1777,5354,5847,11201,0,31335,65717,97052,294324,311559,605883,0,0,0
2020,203,DOMESTIK,262,262,524,12212,12549,24761,0,18134,19241,37375,0,0,0,0,0,0
2021,203,DOMESTIK,145,145,290,4513,5186,9699,0,16514,17999,34513,0,0,0,0,0,0
2022,203,DOMESTIK,54,54,108,2213,2411,4624,0,6824,6983,13807,0,0,0,0,0,0
2023,203,DOMESTIK,107,109,216,1224,1418,2642,17,5553,5695,11248,0,0,0,2,0,2
2024,203,DOMESTIK,1,1,2,12,12,24,0,0,0,0,0,0,0,0,0,0
2020,14,DOMESTIK,273,273,546,834,585,1419,0,3711,3677,7388,0,0,0,0,0,0
2021,14,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,14,DOMESTIK,46,46,92,228,279,507,0,900,1326,2226,0,0,0,0,0,0
2023,14,DOMESTIK,185,185,370,1359,1.67,3029,0,7529,9682,17211,0,0,0,0,0,0
2024,14,DOMESTIK,9,9,18,52,13,65,0,0,0,0,0,0,0,0,0,0
2020,39,DOMESTIK,298,298,596,10168,9935,20103,0,40725,37072,77797,39253,7106,46359,0,0,0
2021,39,DOMESTIK,233,233,466,7942,7586,15528,0,43.63,38.46,82.09,26801,4425,31226,0,0,0
2022,39,DOMESTIK,240,240,480,10401,10051,20452,0,60207,63175,123382,3367,0,3367,0,0,0
2023,39,DOMESTIK,356,351,707,15044,15574,30618,0,75304,90199,165503,1774,17,1791,0,0,0
2024,39,DOMESTIK,365,362,727,17784,18406,36.19,0,96528,103718,200246,1592,17,1609,0,0,0
2020,302,DOMESTIK,499,499,998,2525,2148,4673,0,30975,17579,48554,194761,135776,330537,0,0,0
2021,302,DOMESTIK,313,313,626,2.91,2626,5536,0,34392,22505,56897,192,183515,375515,0,0,0
2022,302,DOMESTIK,260,260,520,2777,2486,5263,0,45341244,27400885,72742129,244039,194951,438.99,0,0,0
2023,302,DOMESTIK,365,365,730,2.33,2034,4364,0,24246,17781,42027,153535,131845,285.38,0,0,0
2024,302,DOMESTIK,421,421,842,2866,2509,5375,0,41565,12383,53948,157694,142098,299792,0,0,0
2020,311,DOMESTIK,608,605,1213,2658,2456,5114,0,22112,20146,42258,288.98,226157,515137,0,0,0
2021,311,DOMESTIK,439,440,879,2863,3146,6009,0,25.79,28917,54707,207619,201449,409068,0,0,0
2022,311,DOMESTIK,418,417,835,3.55,3509,7059,0,31116,32307,63423,255023,255582,510605,0,0,0
2023,311,DOMESTIK,516,514,1.03,3388,3443,6831,0,35041,33351,68392,150952,149177,300129,0,0,0
2024,311,DOMESTIK,663,663,1326,4558,4518,9076,0,46383,29382,75765,162111,157636,319747,0,0,0
2020,42,DOMESTIK,188,190,378,4996,3297,8293,0,19716,14.4,34116,0,0,0,0,0,0
2021,42,DOMESTIK,291,291,582,7616,8636,16252,0,43.58,55376,98956,0,0,0,0,0,0
2022,42,DOMESTIK,299,299,598,10225,10401,20626,0,51827,61374,113201,0,0,0,0,0,0
2023,42,DOMESTIK,348,345,693,10583,10382,20965,0,61637,66827,128464,0,0,0,0,0,0
2024,42,DOMESTIK,337,333,670,10953,9.37,20323,304,62721,60309,123.03,4177,2484,6661,0,0,0
2020,208,DOMESTIK,3289,3283,6572,324.62,326463,651083,2762,1692890,967919,2660809,5832910,1498689,7331599,157246,34975,192221
2021,208,DOMESTIK,3616,3.61,7226,332471,327813,660284,0,2157758,1268468,3426226,8507328,1758384,10265712,213.1,50073,263173
2022,208,DOMESTIK,3699,3695,7394,451854,460979,912833,0,3680148,2895751,6575899,9871256,2005973,11877229,217417,56962,274379
2023,208,DOMESTIK,3.86,3843,7703,521746,516.78,1038526,27519,2658062,2511257,5169319,3125967,1379079,4505046,8578,2704,11282
2024,208,DOMESTIK,3.26,3263,6523,450.42,458344,908764,0,3770177,2932131,6702308,7382549,2120636,9503185,113132,41677,154809
2020,28,DOMESTIK,1.13,1129,2259,56813,54032,110845,0,195224,138785,334009,108245,26049,134294,0,0,0
2021,28,DOMESTIK,1138,1139,2277,51384,52.28,103664,0,246916,202345,449261,135764,32707,168471,0,0,0
2022,28,DOMESTIK,950,955,1905,49.8,49386,99186,0,283058,247699,530757,155745,32.35,188095,0,0,0
2023,28,DOMESTIK,792,792,1584,40289,39437,79726,0,247551,207,454551,123624,26317,149941,0,0,0
2024,28,DOMESTIK,592,592,1184,34866,34057,68923,0,224404,173743,398147,88678,45.62,134298,0,0,0
2020,328,DOMESTIK,179,179,358,9047,8476,17523,0,24105,14813,38918,13964,1157,15121,0,0,0
2021,328,DOMESTIK,166,166,332,6371,6404,12775,0,24399,18787,43186,12355,1408,13763,0,0,0
2022,328,DOMESTIK,142,142,284,5903,6.17,12073,0,30708,23451,54159,17825,1957,19782,0,0,0
2023,328,DOMESTIK,81,79,160,2684,2812,5496,0,15535,11021,26556,7107,1313,8.42,0,0,0
2024,328,DOMESTIK,1,1,2,27,0,27,0,0,0,0,0,400,400,0,0,0
2020,363,DOMESTIK,279,280,559,12787,13365,26152,0,19872,21503,41375,25071,8361,33432,0,0,0
2021,363,DOMESTIK,230,230,460,9563,10334,19897,0,23653,22011,45664,71806,5017,76823,0,0,0
2022,363,DOMESTIK,212,212,424,7041,7369,14.41,0,24.39,24.42,48.81,34951,2661,37612,0,0,0
2023,363,DOMESTIK,79,79,158,4527,4484,9011,0,20178,20049,40227,79,382,461,0,0,0
2024,363,DOMESTIK,97,95,192,2691,2729,5.42,0,214.53,63161,277691,0,0,0,0,0,0
2020,310,DOMESTIK,582,582,1164,29358,29565,58923,1054,122043,89.31,211353,28176,2006,30182,0,0,0
2021,310,DOMESTIK,429,429,858,18638,19514,38152,0,88091,73221,161312,27941,2471,30412,0,0,0
2022,310,DOMESTIK,620,620,1.24,31921,32122,64043,3376,155.45,137596,293046,44116,4766,48882,0,0,0
2023,310,DOMESTIK,856,856,1712,35.31,35888,71198,16036,185697,149385,335082,54919,4.73,59649,0,0,0
2024,310,DOMESTIK,612,612,1224,32177,32014,64191,14.1,201682,133618,335.3,51083,6396,57479,0,0,0
2020,294,DOMESTIK,5222,5218,10.44,310092,271737,581829,32228,1969623,1680103,3649726,3565809,2185142,5750951,0,0,0
2021,294,DOMESTIK,6074,6066,12.14,360385,336947,697332,37772,2732920,2452725,5185645,4541987,2705115,7247102,0,0,0
2022,294,DOMESTIK,6439,6426,12865,468.64,469976,938616,52358,4287273,3850066,8137339,5094981,2555010,7649991,0,0,0
2023,294,DOMESTIK,4655,4669,9324,378293,332491,710784,46419,3258995,2823973,6082968,4414266,2354091,6768357,0,0,0
2024,294,DOMESTIK,4558,4549,9107,406685,405816,812501,58612,3671907,3212511,6884418,5110430,2326233,7436663,0,0,0
2020,294,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,294,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
