waktu_id,bandara_id,kategori,pesawat_dtg,pesawat_brk,pesawat_total,penumpang_dtg,penumpang_brk,penumpang_total,penumpang_tra,bagasi_dtg,bagasi_brk,bagasi_total,barang_dtg,barang_brk,barang_total,pos_dtg,pos_brk,pos_total
2024,281,DOMESTIK,22,19,41,90,79,169,0,0,0,0,0,0,0,0,0,0
2020,6,DOMESTIK,7171,7177,14348,696818,753489,1450307,249,3270870,4130975,7401845,1081918,2644998,3726916,0,0,0
2021,6,DOMESTIK,1.56,1562,3122,66716,69852,136568,2.6,313148,371972,685.12,26378,0,26378,0,0,0
2022,6,DOMESTIK,1418,1419,2837,52794,50911,103705,20226,243879,283591,527.47,24743,720,25463,0,0,0
2023,6,DOMESTIK,13.98,13771,27751,79666,78615,158281,0,388912,391586,780498,108409,2,108411,0,0,0
2024,6,DOMESTIK,1255,1.26,2515,62.64,61341,123981,21,289747,341057,630804,19648,45,19693,0,0,0
2020,6,INTERNASIONAL,305,306,611,36548,35537,72085,0,384941,308322,693263,47945,252332,300277,0,0,0
2021,6,INTERNASIONAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,6,INTERNASIONAL,2,2,4,9,8,17,0,0,0,0,0,0,0,0,0,0
2023,6,INTERNASIONAL,3,2,5,13,15,28,0,0,0,0,0,0,0,0,0,0
2024,6,INTERNASIONAL,1,1,2,9,5,14,0,0,7,7,0,0,0,0,0,0
2020,372,DOMESTIK,5883,5884,11767,508564,486994,995558,42,2320745,2662668,4983413,1152503,5311796,6464299,0,0,0
2021,372,DOMESTIK,5789,5799,11588,709751,685859,1167911,42,4153577,5098620,9252197,1229431,5465546,6694977,0,0,0
2022,372,DOMESTIK,10.3,10302,20602,1463394,1427800,2891194,0,10324441,12139909,22464350,1610561,6446184,8056745,0,0,0
2023,372,DOMESTIK,13718,13716,27434,1934817,1915070,3849887,0,13414371,15881785,29296156,2085196,9390785,11475981,6,0,6
2024,372,DOMESTIK,13322,13.31,26632,1921019,1919218,3840237,6504,14002155,16460792,30462947,1795529,13680341,15475870,0,1,1
2020,372,INTERNASIONAL,23,22,45,993,157,1150,0,15572,6784,22356,102350,8805,111155,0,0,0
2021,372,INTERNASIONAL,19,18,37,49,40,89,0,356,496,852,26062,303438,401598,0,0,0
2022,372,INTERNASIONAL,212,213,425,25240,23454,48694,0,324315,233851,558166,56396,48505,104901,0,0,0
2023,372,INTERNASIONAL,1630,1630,3260,207728,203918,411646,0,2314835,1821281,4136116,17720,168396,186116,0,0,0
2024,372,INTERNASIONAL,1348,1356,2704,201600,189638,391238,0,2324472,1735628,4060100,4341,185074,189415,0,0,0
2020,220,DOMESTIK,32585,32597,65182,3182279,2747248,5929527,441216,13373399,15474530,28847929,15959037,36771092,52730129,0,0,0
2021,220,DOMESTIK,27474,26210,53684,2896521,2471287,5367808,463588,15865893,17628813,33494706,14366037,41242221,55608258,0,0,0
2022,220,DOMESTIK,36087,35970,72057,4874665,4316508,9191173,656743,33792830,37449123,71241953,15414801,42452375,57867176,0,0,0
2023,220,DOMESTIK,41674,41596,83270,5895138,5270665,11165803,742977,39856168,44394086,84250254,13881476,40772088,54653564,3,0,3
2024,220,DOMESTIK,40464,40453,80917,5716475,5826741,11543216,534562,39470225,43633055,83103280,16328029,47263184,63591213,2659,1052,3711
2020,220,INTERNASIONAL,1928,1963,3891,231254,199102,430356,0,4446968,2175040,6622008,5477784,7102970,12580754,0,0,0
2021,220,INTERNASIONAL,998,1122,2120,69756,8438,78194,0,1516095,147315,1663410,5483194,9152955,14636149,0,0,0
2022,220,INTERNASIONAL,2834,2955,5789,467780,478325,946105,0,9237318,5112906,14350224,4410035,6136142,10546177,0,0,0
2023,220,INTERNASIONAL,6439,6546,12985,1040404,1061691,2102095,7,17700602,10916392,28616994,6487306,6351640,12838946,3,0,3
2024,220,INTERNASIONAL,6959,6977,13936,1179298,1116185,2295483,10,20619250,11879032,32498282,10275683,7267153,17542836,0,0,0
2020,35,DOMESTIK,1233,1230,2463,55773,54752,110525,0,292728,308948,601676,26073,48536,74609,0,0,0
2021,35,DOMESTIK,945,928,1873,29125,29664,58789,14,147511,162987,310498,22955,83067,106022,0,0,0
2022,35,DOMESTIK,1358,1358,2716,53716,54536,108252,34,312054,312054,344998,48597,97639,146236,0,0,0
2023,35,DOMESTIK,1057,1192,2249,75579,74632,150211,3,470351,501119,971470,16131,92804,108935,0,0,0
2024,35,DOMESTIK,2860,2860,5720,77641,76428,154069,1,489826,523432,1013258,17949,122034,139983,0,0,0
2020,35,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,35,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,35,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,35,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,35,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,DOMESTIK,1515,1515,3030,134624,148351,282975,0,1016236,893944,1910180,143991,53710,197701,0,0,0
2021,2,DOMESTIK,782,782,1564,73965,81864,155829,0,446473,614753,1061226,94294,43983,138277,0,0,0
2022,2,DOMESTIK,1274,1275,2549,172980,178015,350995,0,1092699,1403321,2496020,145053,15371,160424,0,0,0
2023,2,DOMESTIK,1763,1753,3516,235459,240668,476127,0,1427853,1771923,3199776,251927,19389,271316,0,0,0
2024,2,DOMESTIK,1928,1926,3854,251641,259786,511427,97,1523032,1844226,3367258,232487,25325,257812,0,0,0
2020,354,DOMESTIK,199,199,398,2517,2607,5124,0,7416,7199,14615,2658,2275,4933,0,0,0
2021,354,DOMESTIK,171,171,342,1286,1288,2574,0,0,0,0,9434,10511,19945,0,0,0
2022,354,DOMESTIK,345,345,690,2694,2753,5447,0,16715,17926,34641,0,0,0,0,0,0
2023,354,DOMESTIK,544,542,1086,2240,2184,4424,24,2751,2865,5616,16775,18527,35302,3,0,3
2024,354,DOMESTIK,310,310,620,2593,2443,5036,0,1949,1980,3929,11023,12452,23475,0,0,0
2020,283,DOMESTIK,88,88,176,2845,3082,5927,0,6483,8735,15218,6.92,12422,19342,0,0,0
2021,283,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,283,DOMESTIK,3,2,5,42,77,119,0,0,0,0,0,0,0,0,0,0
2023,283,DOMESTIK,40,51,91,184,236,420,0,183,1859,2042,1.14,1093,2233,0,1,1
2024,283,DOMESTIK,101,99,200,491,554,1045,0,1396,1565,2961,0,0,0,0,1,1
2020,210,DOMESTIK,276,277,553,2009,2331,4.34,0,11851,15461,27312,0,0,0,0,0,0
2021,210,DOMESTIK,339,339,678,1744,2991,4735,0,10048,19172,29.22,0,0,0,0,0,0
2022,210,DOMESTIK,314,314,628,2577,3135,5712,0,14335,18618,32953,0,0,0,0,0,0
2023,210,DOMESTIK,261,261,522,2563,2723,5286,12,15816,18322,34138,0,76,76,0,0,0
2024,210,DOMESTIK,318,318,636,2.97,3317,6287,0,12745,14552,27297,0,0,0,0,0,0
2024,53,DOMESTIK,200,198,398,14539,13847,28386,0,84184,96194,180378,52,8.6,8652,0,0,0
2024,290,DOMESTIK,187,186,373,1932,1921,3853,0,14014,13819,27833,8904,1586,10.49,9,1,10
2020,282,DOMESTIK,19625,19631,39256,1735628,1805409,3541037,145929,10502921,12974593,23477514,11609903,12439070,24048973,76224,69809,146033
2021,282,DOMESTIK,17474,17468,34942,1880219,1824388,3704607,67061,13976082,17129144,31105226,10344898,17256680,27601578,295566,265504,561.07
2022,282,DOMESTIK,30608,30618,61226,3978861,3878209,7857070,89965,30823454,37734137,68557591,10609269,12388676,22997945,418818,306242,725.06
2023,282,DOMESTIK,36419,36401,72.82,4954994,4721243,9676237,242336,38299339,44813025,83112364,14111061,9647668,23758729,281544,180844,462388
2024,282,DOMESTIK,35324,35141,70465,4829568,4872133,9701701,198969,38627786,45091877,83719663,18143970,7772466,25916436,223515,172066,395581
2020,282,INTERNASIONAL,8447,8467,16914,1183054,1356003,2539057,42419,13894586,17182084,31076670,11088777,14985175,26073952,396852,538028,934.88
2021,282,INTERNASIONAL,674,682,1356,2594,3021,5615,27,8465,31128,39593,816719,2933214,3749933,13128,0,13128
2022,282,INTERNASIONAL,13016,13012,26028,2333137,2212531,4545668,30523,29928300,31053235,60981535,3678205,9625024,13303229,339447,617629,957076
2023,282,INTERNASIONAL,31725,31769,63494,5706536,5712886,11419422,116017,70731769,78293003,149024772,12303173,16655836,28959009,759.89,972899,1732789
2024,282,INTERNASIONAL,36328,36391,72719,6896925,7009177,13906102,54903,86849589,93549430,180399019,21249273,22374809,43624082,300189,616.15,916339
2020,338,DOMESTIK,8.04,8056,16096,644661,657173,1301834,1106,3818699,3559786,7378485,14385260,6072252,20457512,0,0,0
2021,338,DOMESTIK,6545,6541,13086,522277,529963,1052240,428,3668394,3887639,7556033,23697757,7285142,30982899,0,2.06,2.06
2022,338,DOMESTIK,10.04,10038,20078,1098928,1023108,2122036,231,8766328,8879736,17646064,24503573,7220328,31723901,0,0,0
2023,338,DOMESTIK,9656,9653,19309,1204007,1130210,2334217,816,10246513,9968042,20214555,19029227,7083705,26112932,0,0,0
2024,338,DOMESTIK,9357,9355,18712,1078900,1083075,2161975,687,9248919,9273681,18522600,21735322,6631029,28366351,0,0,0
2020,338,INTERNASIONAL,225,232,457,20328,19031,39359,0,168955,140265,309.22,77,5.47,5547,0,0,0
2021,338,INTERNASIONAL,2,10,12,0,1,1,0,0,0,0,0,0,0,0,0,0
2022,338,INTERNASIONAL,30,27,57,7,8,15,0,0,0,0,0,0,0,0,0,0
2023,338,INTERNASIONAL,26,28,54,14,43,57,0,0,0,0,0,0,0,0,0,0
2024,338,INTERNASIONAL,10,14,24,0,13,13,0,0,0,0,0,0,0,0,0,0
2020,347,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,347,DOMESTIK,64,64,128,803,698,1501,0,2269,1686,3955,0,0,0,0,0,0
2022,347,DOMESTIK,161,160,321,6718,7289,14007,0,32425,34642,67067,0,0,0,0,0,0
2023,347,DOMESTIK,186,187,373,6715,7.07,13785,24,30261,34583,64844,77,0,77,0,0,0
2024,347,DOMESTIK,125,125,250,4632,5078,9.71,0,19605,21937,41542,59,0,59,0,0,0
2020,291,DOMESTIK,341,341,682,15181,14121,29302,222,60944,47073,108017,527,3564,4091,0,0,0
2021,291,DOMESTIK,126,126,252,4.81,5286,10096,0,23101,23014,46115,0,626,626,0,0,0
2022,291,DOMESTIK,212,212,424,9467,9331,18798,0,28002,26253,54255,0,0,0,0,0,0
2023,291,DOMESTIK,158,157,315,7082,6642,13724,0,18655,18188,36843,3,0,3,5,9,14
2024,291,DOMESTIK,98,97,195,4486,4131,8617,87,14384,10.86,25244,0,0,0,1,0,1
2020,299,DOMESTIK,1405,1405,2.81,69159,68602,137761,923,245042,194587,439629,2999,9198,12197,0,0,0
2021,299,DOMESTIK,1105,1104,2209,55318,57466,112784,509,202748,201816,404564,47025,33436,80461,0,0,0
2022,299,DOMESTIK,1241,1241,2482,71.89,73778,145668,49,292996,270132,563128,66.84,113084,179924,0,0,0
2023,299,DOMESTIK,1234,1234,2468,69101,69438,138539,0,283781,266.34,550121,79055,150878,229933,0,2,2
2024,299,DOMESTIK,1127,1127,2254,69444,67561,137005,0,333095,258077,591172,64644,90079,154723,0,0,0
2020,280,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,280,DOMESTIK,1,1,2,6,0,6,0,0,0,0,0,0,0,0,0,0
2022,280,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,280,DOMESTIK,2,2,4,18,18,36,0,0,0,0,0,0,0,0,0,0
2024,280,DOMESTIK,3,3,6,29,29,58,0,0,0,0,0,0,0,0,0,0
2024,321,DOMESTIK,16,16,32,2,2,4,28,29,57,0,0,0,0,0,0,0
2020,352,DOMESTIK,2182,2.18,4362,152684,153768,306452,315,842015,836643,1678658,1966522,980578,2947100,0,0,0
2021,352,DOMESTIK,3159,3.16,6319,186681,207267,397588,3.64,1064871,821586,1886457,9415362,1899731,11315093,0,0,0
2022,352,DOMESTIK,3271,3267,6538,278.56,283.67,562.23,691,2147616,1649191,3796807,10953045,1812137,12765182,0,0,0
2023,352,DOMESTIK,3963,3958,7921,350313,344635,694948,172,2905981,2087817,4993798,8988282,2059028,11047310,0,1131,1131
2024,352,DOMESTIK,3266,3268,6534,357764,357078,714842,62,2937820,2117295,5055115,11186150,2162438,13348588,0,0,0
2024,352,INTERNASIONAL,3,3,6,19,16,35,0,0,0,0,0,0,0,0,0,0
2020,215,DOMESTIK,1695,1694,3389,118096,109956,228052,4126,797519,557908,1355427,430941,411504,842445,0,0,0
2021,215,DOMESTIK,1681,1.68,3361,98347,88008,186355,231,587669,392465,980134,373359,233055,606414,0,0,0
2022,215,DOMESTIK,2343,2344,4687,173686,171563,345249,721,1449352,1002450,2451802,469896,313126,783022,0,0,0
2023,215,DOMESTIK,2161,2146,4307,178055,181196,359251,541,1635245,1205308,2840553,353222,334588,687.81,0,0,0
2024,215,DOMESTIK,2175,2176,4351,233507,238502,472009,628,2255828,1690675,3946503,411055,218389,629444,0,0,0
2020,205,DOMESTIK,912,912,1824,46.72,48181,94901,3864,257023,215119,472142,449514,443513,893027,0,0,0
2021,205,DOMESTIK,617,617,1234,30946,29427,60373,0,156965,115.56,272525,355265,113.04,468305,0,0,0
2022,205,DOMESTIK,971,971,1942,58286,57503,115789,258,394.76,292.51,687.27,779574,219102,998676,0,0,0
2023,205,DOMESTIK,497,494,991,35581,32448,68029,0,292699,198036,490735,323891,215981,539872,0,0,0
2024,205,DOMESTIK,462,462,924,39769,37835,77604,0,374.23,273533,647763,422922,193.81,616732,0,0,0
2020,26,DOMESTIK,167,167,334,1187,1149,2336,0,8706,7127,15833,0,0,0,0,0,0
2021,26,DOMESTIK,280,280,560,1793,2.2,3993,0,13555,11285,24.84,0,0,0,0,0,0
2022,26,DOMESTIK,304,304,608,11044,11212,22256,0,64074,51.88,115954,4,4,8,0,0,0
2023,26,DOMESTIK,502,490,992,21114,20329,41443,7,121.54,98257,219797,0,1,1,0,1,1
2024,26,DOMESTIK,515,491,1006,22542,20.39,42932,2,117385,93779,211164,352,2,354,0,2,2
2020,243,DOMESTIK,119,119,238,293,382,675,0,2077,2.76,4837,64,24,88,0,0,0
2021,243,DOMESTIK,141,141,282,229,411,640,0,1606,2817,4423,34,3,37,0,0,0
2022,243,DOMESTIK,129,129,258,450,781,1231,0,3044,5379,8423,0,2,2,0,0,0
2023,243,DOMESTIK,161,159,320,1224,1493,2717,0,8717,10688,19405,1,0,1,0,0,0
2024,243,DOMESTIK,221,221,442,1396,1922,3318,0,5472,7829,13301,0,0,0,0,0,0
2020,242,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,242,DOMESTIK,50,50,100,44,117,161,0,222,540,762,0,0,0,0,0,0
2022,242,DOMESTIK,43,43,86,102,281,383,0,689,1455,2144,0,0,0,0,0,0
2023,242,DOMESTIK,61,61,122,319,566,885,0,1883,2777,4.66,0,305,305,0,0,0
2024,242,DOMESTIK,85,85,170,448,746,1194,0,1434,2413,3847,0,0,0,0,0,0
2020,309,DOMESTIK,34,34,68,17,70,87,0,69,274,343,0,0,0,0,0,0
2021,309,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,309,DOMESTIK,1,1,2,4,4,8,0,0,0,0,0,0,0,0,0,0
2023,309,DOMESTIK,21,21,42,41,117,158,0,161,377,538,0,0,0,0,0,0
2024,309,DOMESTIK,91,93,184,152,231,383,0,547,771,1318,0,0,0,0,0,0
2024,356,DOMESTIK,42,42,84,108,188,296,0,320,573,893,0,0,0,0,0,0
2020,339,DOMESTIK,8716,8715,17431,751663,716282,1467945,21921,3304204,2528139,5832343,17991024,4098301,22089325,0,0,0
2021,339,DOMESTIK,8057,8061,16118,669092,615845,1284937,13666,3874301,3041477,6915778,22326783,4574250,26901033,0,0,0
2022,339,DOMESTIK,10629,10633,21262,1185589,1146371,2331960,34629,9526080,7241220,16767300,22323240,4937604,27260844,0,0,0
2023,339,DOMESTIK,13214,13209,26423,1426733,1367701,2794434,52988,11725741,8726373,20452114,21175107,5099521,26274628,3,0,3
2024,339,DOMESTIK,13216,13196,26412,1542277,1531164,3073441,49004,12805264,9553073,22358337,27836859,5034536,32871395,0,0,0
2020,339,INTERNASIONAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,339,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,339,INTERNASIONAL,13,13,26,2148,2508,4656,0,62434,41933,104367,0,0,0,0,0,0
2023,339,INTERNASIONAL,36,37,73,5684,5568,11252,408676,139429,87786,227215,0,14688,14688,0,0,0
2024,339,INTERNASIONAL,39,37,76,5849,5533,11382,0,149697,98073,247.77,0,0,0,0,0,0
2020,202,DOMESTIK,579,579,1158,17466,17622,35088,3.08,35921,32.56,68481,26995,19017,46012,0,0,0
2021,202,DOMESTIK,503,503,1006,12161,13498,10832,25659,33.52,62813,96333,32612,23834,56446,0,0,0
2022,202,DOMESTIK,679,679,1358,20056,19097,39153,12767,80574,119956,200.53,54508,36621,91129,0,0,0
2023,202,DOMESTIK,751,744,1495,18308,19584,37892,4111,82938,90514,173452,39439,47298,86737,0,0,0
2024,202,DOMESTIK,781,770,1551,9283,10195,19478,0,42021,43187,85208,29082,46.52,75602,6,0,6
2020,27,DOMESTIK,709,699,1408,14204,15086,29.29,0,19302,20628,39.93,0,0,0,0,0,0
2021,27,DOMESTIK,888,884,1772,19772,21724,41496,0,31799,36002,67801,41,224,265,0,69,0
2022,27,DOMESTIK,962,958,1.92,25036,24863,49899,0,74223,67116,141339,982,0,982,0,69,69
2023,27,DOMESTIK,766,762,1528,24291,23329,47.62,0,97531,72053,169584,1586,2,1588,0,0,0
2024,27,DOMESTIK,362,362,724,18301,16.09,34391,9,95593,68643,164236,2928,407,3335,0,0,0
2020,351,DOMESTIK,51,52,103,481,445,926,0,2.79,2.19,4.98,0,0,0,0,0,0
2021,351,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,351,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,351,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,351,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,316,DOMESTIK,16109,16116,32225,1355286,974176,2329462,409547,6328516,5600441,11928957,28810884,14918026,43728910,0,0,0
2021,316,DOMESTIK,14.29,14308,28598,1326118,945149,2271267,337723,7852739,7043924,14896663,33151468,14685712,47837180,0,0,0
2022,316,DOMESTIK,18669,18.42,37089,1891410,1614742,3506152,267728,15050604,12434348,27484952,31624515,10258117,41882632,0,0,0
2023,316,DOMESTIK,23037,22847,45884,2535366,2080646,4616012,408676,20225012,16409816,36634828,31633691,13365753,44999444,0,0,0
2024,316,DOMESTIK,24117,24148,48265,2664209,2652158,5316367,348.43,21255626,17777327,39032953,37786047,15317500,53103547,1811,50,1861
2020,316,INTERNASIONAL,243,248,491,5012,4.77,9782,0,114875,58636,173511,1732171,403804,2135975,0,0,0
2021,316,INTERNASIONAL,340,331,671,110,130,240,0,16.24,8032,24272,3895914,463626,4359540,0,0,0
2022,316,INTERNASIONAL,415,692,1107,2688,2853,5541,18,74093,53499,127592,4670390,947869,5618259,0,0,0
2023,316,INTERNASIONAL,712,921,1633,36237,41399,77636,4,538007,357076,895083,3628444,356622,3985066,0,0,0
2024,316,INTERNASIONAL,773,849,1622,45.99,46.57,92.56,0,679.7,488105,1167805,2323067,386149,2709216,0,0,0
2020,13,DOMESTIK,3326,3321,6647,182902,179617,362519,0,644151,711003,1355154,267095,95166,362261,0,0,0
2021,13,DOMESTIK,2723,2722,5445,246659,244078,490737,0,1743546,1460184,3203730,2244613,839649,3084262,0,0,0
2022,13,DOMESTIK,3446,3446,6892,357198,362411,719609,0,3114169,2475296,5589465,2604761,756274,3361035,0,0,0
2023,13,DOMESTIK,3558,3546,7104,380096,361169,741265,0,3157674,2437234,5594908,2966780,590719,3557499,19,6,25
2024,13,DOMESTIK,4548,4555,9103,418005,418584,836589,0,3430461,2870744,6301205,3295860,918596,4214456,0,0,0
2020,224,DOMESTIK,1609,1603,3212,97008,101.76,198768,9,500989,437705,938694,582371,510796,1093167,0,0,0
2021,224,DOMESTIK,1211,1214,2425,108847,110319,219166,0,477631,419339,896.97,839755,423364,1263119,0,0,0
2022,224,DOMESTIK,2256,2256,4512,134405,135086,269491,7,876712,781144,1657856,763619,316626,1080245,9,0,9
2023,224,DOMESTIK,3035,3034,6069,166428,167026,333454,4,1125836,943448,2069284,617352,356872,974224,2,0,2
2024,224,DOMESTIK,2747,2735,5482,203696,202181,405877,55,1517839,1185764,2703603,1164007,263839,1427846,0,0,0
2020,48,DOMESTIK,280,280,560,1444,1143,2587,0,21151,10969,32.12,4715,899,5614,0,0,0
2021,48,DOMESTIK,260,260,520,1669,1771,3.44,0,26608,15126,41734,5109,905,6014,0,0,0
2022,48,DOMESTIK,209,209,418,1877,1775,3652,0,26607,14897,41504,3285,514,3799,0,0,0
2023,48,DOMESTIK,162,162,324,1576,1511,3087,0,17822,12024,29846,2113,554,2667,0,0,0
2024,48,DOMESTIK,314,314,628,2722,2546,5268,0,23077,15.17,38247,7.26,936,8196,0,0,0
2020,260,DOMESTIK,399,398,797,7.03,6729,13759,0,31514,32233,63747,7578,9102,16.68,0,0,0
2021,260,DOMESTIK,172,174,346,1335,1.57,2905,0,9877,11.73,21607,238,2825,3063,0,0,0
2022,260,DOMESTIK,173,174,347,1766,1.94,3706,20,13402,17058,30.46,203,2986,3189,0,0,0
2023,260,DOMESTIK,392,394,786,4461,4517,8978,0,24559,27379,51938,1.38,153901,155281,0,0,0
2024,260,DOMESTIK,633,632,1265,11775,11311,23086,0,62369,58888,121257,1551,259132,260683,0,0,0
2020,234,DOMESTIK,279,279,558,2408,2221,4629,0,16701,13641,30342,4313,1552,5865,0,0,0
2021,234,DOMESTIK,238,238,476,720,829,1549,0,9387,7.35,16737,272,769,1041,0,0,0
2022,234,DOMESTIK,757,757,1514,5445,5906,11351,0,53306,45581,98887,4074,1494,5568,0,0,0
2023,234,DOMESTIK,896,895,1791,9158,9527,18685,0,87547,74457,162004,4431,1289,5.72,0,0,0
2024,234,DOMESTIK,834,841,1675,9111,9853,18964,0,85316,75826,161142,6443,2298,8741,0,0,0
2020,256,DOMESTIK,140,140,280,410,445,855,0,4352,5099,9451,1691,14,1705,0,0,0
2021,256,DOMESTIK,253,253,506,1283,1331,2614,6,10525,10444,20969,127,134,261,1,0,1
2022,256,DOMESTIK,195,195,390,1527,1479,3006,2,10647,11446,22093,10,101,111,0,0,0
2023,256,DOMESTIK,226,223,449,1926,2.22,4146,0,13725,17919,31644,2,0,2,0,1,1
2024,256,DOMESTIK,323,324,647,2874,3103,5977,0,16.46,15846,32306,62,87,149,0,1,1
2024,233,DOMESTIK,366,375,741,8253,9213,17466,0,89825,85385,175.21,5932,1171,7103,1274,1314,2588
2024,270,DOMESTIK,103,103,206,988,1118,2106,0,4877,5278,10155,0,0,0,0,0,0
2020,221,DOMESTIK,2.51,2516,5026,201.92,198.44,400.36,893,572171,483218,1055389,3846786,2244722,6091508,0,0,0
2021,221,DOMESTIK,2152,2156,4308,183517,181878,365395,0,858192,827388,1685580,5323340,3818587,9141927,0,0,0
2022,221,DOMESTIK,2652,2655,5307,225165,224601,449766,0,1755795,1590089,3345884,5906895,3483887,9390782,0,0,0
2023,221,DOMESTIK,3501,3.51,7011,252641,250495,503136,0,2161222,1909173,4070395,4855222,1816966,6672188,0,0,0
2024,221,DOMESTIK,5456,5459,10915,324096,327457,651553,4,2640010,2242273,4882283,6562232,3296630,9858862,0,0,0
2020,221,INTERNASIONAL,34,34,68,1126,993,2119,34,9678,7.92,17598,0,0,0,0,0,0
2021,221,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,221,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,221,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,221,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,345,DOMESTIK,34,34,68,1126,993,2119,34,9678,7.92,17598,0,0,0,0,0,0
2021,345,DOMESTIK,574,574,1148,3559,3591,7.15,3,31212,32118,63.33,5255,8706,13961,0,0,0
2022,345,DOMESTIK,583,583,1166,18095,18218,36313,0,120076,97849,217925,4923,4302,9225,0,0,0
2023,345,DOMESTIK,405,453,858,10285,9543,19828,37,66046,51184,117.23,6885,6185,13.07,0,0,0
2024,345,DOMESTIK,354,362,716,4376,3888,8264,0,28059,38459,66518,8605,20889,29494,0,0,0
2020,285,DOMESTIK,631,631,1262,5.92,5847,11767,0,39897,76809,116706,16502,61641,78143,223,1,224
2021,285,DOMESTIK,814,816,1.63,3687,3667,7354,0,41649,89931,131.58,16584,20382,36966,112,0,112
2022,285,DOMESTIK,513,513,1026,2729,3.41,6139,0,31589,57.56,89149,10512,33575,44087,0,0,0
2023,285,DOMESTIK,715,712,1427,4473,4697,9.17,13,39847,46136,85983,4618,12.92,17538,1,1,2
2024,285,DOMESTIK,614,611,1225,3778,4754,8532,0,30611,53438,84049,5281,26745,32026,9,3,12
2020,250,DOMESTIK,523,523,1046,4037,4253,8.29,0,60.67,41275,101945,42143,2506,44649,0,0,0
2021,250,DOMESTIK,571,571,1142,4129,4327,8456,0,76843,41666,118509,66394,5475,71869,0,0,0
2022,250,DOMESTIK,541,541,1082,4452,4.59,9042,0,75458,41361,116819,58204,8306,66.51,0,0,0
2023,250,DOMESTIK,850,850,1.7,5408,5.48,10888,10,58529,42264,100793,124791,50488,175279,104203,5.63,109833
2024,250,DOMESTIK,1182,1179,2361,6595,6788,13383,2,105688,46621,152309,455797,20815,476612,0,0,0
2020,373,DOMESTIK,2.04,2.04,4.08,5631,6019,11.65,0,117791,136507,254298,2765567,98153,2863720,0,0,0
2021,373,DOMESTIK,3408,3408,6816,5669,6.52,12189,0,98058,74.49,172548,3989056,178.71,4167766,0,0,0
2022,373,DOMESTIK,2696,2696,5392,7096,8114,15.21,0,87338,91342,178.68,3174561,185481,3360042,0,0,0
2023,373,DOMESTIK,1066,1494,2.56,2717,8211,10928,0,31596,90393,121989,1428696,118212,1546908,0,4.35,4.35
2024,373,DOMESTIK,3946,3948,7894,17171,16412,33583,0,241598,161659,403257,1337138,302321,1639459,0,0,0
2020,312,DOMESTIK,1132,1349,2481,11016,17131,28147,0,59981,101924,161905,5388,56647,62035,0,0,0
2021,312,DOMESTIK,990,1941,2931,6325,8634,14959,0,67062,134882,201944,6412,610.04,616452,0,0,0
2022,312,DOMESTIK,1384,1818,3202,15109,18659,33768,0,81429,134728,216157,16947,112846,129793,0,0,0
2023,312,DOMESTIK,2068,2331,4399,19137,20851,39988,4,109901,150659,260.56,12026,80995,93021,45,3483,3528
2024,312,DOMESTIK,2068,2331,4399,19137,20851,39988,4,109901,150659,260.56,12026,80995,93021,45,3483,3528
2024,33,DOMESTIK,270,257,527,1112,1057,2169,0,21461,10.62,32081,29889,2081,31.97,0,1,1
2024,47,DOMESTIK,178,176,354,818,854,1672,0,13184,8283,21467,10335,312,10647,0,0,0
2024,306,DOMESTIK,2553,2589,5142,20864,21072,41936,0,172949,226.56,399509,5675,239951,245626,0,1,1
