waktu_id,maskapai_id,kategori_rute,aircraft_km,aircraft_departure,aircraft_hours,passenger_carried,freight_carried,passenger_km,available_seat_km,passenger_load_factor,ton_km_passenger,ton_km_freight,ton_km_mail,ton_km_total,available_ton_km,weight_load_factor
2024,59,DOMESTIK,91685.0,92749.0,157652.06666666668,15684878.0,94419.0,15461262.0,19212177.0,80.48,1091315.0,103246.0,608.0,1195169.0,1977847.0,60.43
2020,60,DOMESTIK,589.0,2071.0,937.05,0.0,20319.0,0.0,0.0,0.0,0.0,5413.0,0.0,5413.0,8333.0,64.96
2021,60,DOMESTIK,899.0,3149.0,2121.616666666667,0.0,20271.0,0.0,0.0,0.0,0.0,5767.0,0.0,5767.0,12234.0,47.14
2022,60,DOMESTIK,690.0,2738.0,66.0,0.0,19196.0,0.0,0.0,0.0,0.0,4794.0,0.0,4794.0,9485.0,50.54
2023,60,DOMESTIK,738.0,2708.0,1960.4666666666667,0.0,21321.0,0.0,0.0,0.0,0.0,5794.0,0.0,5794.0,11267.0,51.42
2024,60,DOMESTIK,728.0,2449.0,2221.0666666666666,0.0,20687.0,0.0,0.0,0.0,0.0,5739.0,0.0,5739.0,12333.0,46.53
2020,61,DOMESTIK,5662.0,10156.0,11365.85,688220.0,4266.0,385601.0,629601.0,61.25,34719.0,2918.0,0.0,37637.0,77099.0,48.82
2021,61,DOMESTIK,2691.0,4497.0,5335.983333333334,292413.0,2295.0,173972.0,267028.0,65.15,15657.0,1412.0,0.0,17069.0,26707.0,63.91
2022,61,DOMESTIK,4554.0,5964.0,7011.866666666667,577044.0,3035.0,440609.0,540441.0,81.53,40214.0,2249.0,0.0,42463.0,57547.0,73.79
2023,61,DOMESTIK,3756.0,4563.0,5765.75,490262.0,1485.0,395917.0,450864.0,87.81,35660.0,1179.0,0.0,36839.0,47575.0,77.43
2024,61,DOMESTIK,3847.0,5144.0,6623.416666666667,527271.0,1573.0,391970.0,465100.0,84.28,35279.0,1197.0,0.0,36476.0,49187.0,74.0
2021,62,DOMESTIK,1558.0,1796.0,0.0,167188.0,0.0,148620.0,280648.0,52.96,9020.0,0.0,0.0,9020.0,27586.0,32.7
2022,62,DOMESTIK,8062.0,9543.0,3083.0833333333335,1324243.0,703.0,1115962.0,1418015.0,78.7,87155.0,679.0,0.0,87834.0,142791.0,61.51
2023,62,DOMESTIK,18003.0,18795.0,16042.0,2675846.0,8334.0,2527001.0,3174003.0,79.62,186302.0,8914.0,0.0,195216.0,318900.0,61.22
2023,63,DOMESTIK,23.0,16.0,37.666666666666664,0.0,16.0,0.0,0.0,-0.0,0.0,23.0,0.0,23.0,506.0,4.55
2024,63,DOMESTIK,6.0,4.0,9.583333333333334,0.0,44.0,0.0,0.0,-0.0,0.0,64.0,0.0,64.0,128.0,50.0
2020,64,DOMESTIK,13685.0,15155.0,23609.1,1590429.0,19747.0,1473604.0,2435339.0,60.51,132624.0,19184.0,0.0,151809.0,246751.0,61.52
2021,64,DOMESTIK,8910.0,9319.0,15376.05,1115978.0,15074.0,1080770.0,1699438.0,63.6,97269.0,14771.0,0.0,112040.0,169835.0,65.97
2022,64,DOMESTIK,10570.0,11773.0,18030.65,1597953.0,16057.0,1477317.0,1982424.0,74.52,133198.0,15163.0,0.0,148361.0,206979.0,71.68
2023,64,DOMESTIK,5298.0,6910.0,9676.683333333332,916301.0,5986.0,747026.0,930196.0,80.31,67233.0,4853.0,0.0,72086.0,97400.0,74.01
2024,64,DOMESTIK,4775.0,5272.0,8326.75,718756.0,4436.0,687634.0,816453.0,84.22,61883.0,4327.0,0.0,66.21,85934.0,77.0
2021,65,DOMESTIK,1574.0,2700.0,4791.733333333334,398483.0,1193.0,226995.0,283312.0,80.0,16117.0,796.0,13.0,16926.0,29524.0,57.0
2022,65,DOMESTIK,20420.0,37029.0,65127.166666666664,5661936.0,9591.0,3086372.0,3675306.0,84.0,219133.0,5871.0,92.0,225096.0,373875.0,60.0
2023,65,DOMESTIK,45097.0,66523.0,117466.61666666667,10216538.0,50830.0,6803754.0,8117815.0,84.0,483064.0,34762.0,82.0,517908.0,827688.0,63.0
2024,65,DOMESTIK,45905.0,68697.0,120212.38333333333,10771878.0,69245.0,7090903.0,8262740.0,86.0,503452.0,45829.0,607.0,549888.0,832841.0,66.0
2020,67,DOMESTIK,1635.0,4687.0,5144.333333333333,197524.0,2180.0,67673.0,107518.0,62.94,5752.0,779.0,0.0,6532.0,10656.0,61.29
2022,67,DOMESTIK,1149.0,1265.0,1655.0666666666666,145593.0,9.0,133282.0,196716.0,67.75,11996.0,10.0,0.0,12006.0,10520.0,114.13
2023,67,DOMESTIK,5746.0,5971.0,9791.85,779425.0,0.0,749069.0,967154.0,77.45,52435.0,0.0,0.0,52435.0,94593.0,55.43
2024,67,DOMESTIK,4865.0,4718.0,7901.0,559666.0,0.0,583884.0,800527.0,72.94,40868.0,0.0,0.0,40868.0,55688.0,73.0
2020,68,DOMESTIK,667.0,1205.0,1409.2666666666667,65912.0,279.0,43313.0,64081.0,67.59,3893.0,237.0,0.0,4130.0,9527.0,43.36
2020,69,DOMESTIK,492.0,733.0,860.9166666666666,0.0,10132.0,0.0,0.0,0.0,0.0,6830.0,0.0,6830.0,8027.0,85.08
2021,69,DOMESTIK,442.0,682.0,699.85,0.0,9877.0,0.0,0.0,0.0,6410.0,0.0,0.0,6410.0,7201.0,89.0
2022,69,DOMESTIK,1041.0,1439.0,1495.2666666666667,0.0,19889.0,0.0,0.0,0.0,0.0,13696.0,0.0,13696.0,17739.0,77.0
2023,69,DOMESTIK,535.0,805.0,812.05,0.0,11051.0,0.0,0.0,0.0,0.0,6814.0,0.0,6814.0,9312.0,73.0
2024,69,DOMESTIK,779.0,1724.0,1192.4833333333333,0.0,14569.0,0.0,0.0,0.0,0.0,7773.0,0.0,7773.0,13180.0,59.0
2020,70,DOMESTIK,4219.0,13569.0,9786.2,236951.0,65754.0,94277.0,136980.0,68.83,8085.0,18087.0,0.0,26171.0,47603.0,54.98
2021,70,DOMESTIK,3127.0,11655.0,8599.15,120737.0,58892.0,37945.0,56187.0,67.53,3036.0,14529.0,0.0,17565.0,32767.0,53.61
2022,70,DOMESTIK,4059.0,15122.0,11035.683333333332,234784.0,71044.0,67689.0,95357.0,70.98,5676.0,17730.0,0.0,23406.0,43364.0,53.98
2023,70,DOMESTIK,3959.0,14648.0,10696.783333333333,330433.0,61749.0,93106.0,122138.0,76.23,7990.0,15208.0,0.0,23198.0,41749.0,55.57
2024,70,DOMESTIK,4696.0,17222.0,12595.45,458675.0,65433.0,126452.0,164299.0,76.96,10887.0,16424.0,0.0,27311.0,47491.0,58.0
2020,71,DOMESTIK,24858.0,65600.0,62669.01666666667,2816896.0,4306.0,1059908.0,1789804.0,59.22,74194.0,1854.0,0.0,76048.0,160417.0,47.41
2021,71,DOMESTIK,11598.0,52275.0,58830.15,2621559.0,6341.0,579695.0,835064.0,69.42,40579.0,1498.0,215.0,42292.0,74108.0,57.07
2022,71,DOMESTIK,16648.0,76233.0,87701.16666666667,3920529.0,8719.0,849862.0,1198613.0,70.9,59490.0,2043.0,0.0,61533.0,104628.0,58.81
2023,71,DOMESTIK,18848.0,64901.0,73037.96666666666,3293337.0,6888.0,951259.0,1357110.0,70.09,66588.0,2199.0,28.0,68815.0,120335.0,57.19
2024,71,DOMESTIK,16977.0,46531.0,50721.88333333333,2548023.0,4521.0,920037.0,1222323.0,75.27,64421.0,1641.0,0.0,66062.0,108041.0,61.0
2020,60,INTERNASIONAL,1393.0,1308.0,2224.4,0.0,16406.0,0.0,0.0,0.0,0.0,16941.0,0.0,16941.0,22333.0,75.86
2021,60,INTERNASIONAL,2310.0,2146.0,4106.1,0.0,25825.0,0.0,0.0,0.0,0.0,27509.0,0.0,27509.0,38988.0,70.56
2022,60,INTERNASIONAL,2989.0,2703.0,232.0,0.0,27110.0,0.0,0.0,0.0,0.0,30014.0,0.0,30014.0,51177.0,58.65
2023,60,INTERNASIONAL,1975.0,1736.0,3628.15,0.0,15360.0,0.0,0.0,0.0,0.0,17442.0,0.0,17442.0,34896.0,49.98
2024,60,INTERNASIONAL,1664.0,1540.0,3224.016666666667,0.0,15531.0,0.0,0.0,0.0,0.0,16763.0,0.0,16763.0,31083.0,53.93
2020,50,INTERNASIONAL,0.0,0.0,3484.883333333333,121485.0,183.0,219334.0,401390.0,0.0,17981.0,248.0,48.0,18277.0,41917.0,0.0
2021,50,INTERNASIONAL,4.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0
2022,50,INTERNASIONAL,364.0,805.0,7580.6,429613.0,824.0,481160.0,703857.0,8.36,38661.0,985.0,26.0,39672.0,79108.0,0.15
2023,50,INTERNASIONAL,26292.0,14584.0,39570.083333333336,1676952.0,3898.0,2935121.0,4230490.0,69.38,240185.0,6159.0,0.0,246344.0,439222.0,56.09
2024,50,INTERNASIONAL,20797.0,11894.0,31724.2,1488265.0,3532.0,2568902.0,3318057.0,77.42,210547.0,6535.0,0.0,217082.0,349565.0,62.1
2020,53,INTERNASIONAL,1809.0,960.0,2913.766666666667,72959.0,50.0,132824.0,341080.0,38.94,12813.0,56.0,0.0,12870.0,41651.0,30.9
2021,53,INTERNASIONAL,112.0,14.0,149.46666666666667,778.0,0.0,6204.0,34942.0,17.76,558.0,0.0,0.0,558.0,5024.0,11.11
2022,53,INTERNASIONAL,935.0,1262.0,2132.9666666666667,128675.0,331.0,97183.0,167944.0,57.87,8746.0,294.0,0.0,9040.0,20486.0,44.13
2023,53,INTERNASIONAL,5634.0,4498.0,8879.25,450641.0,1721.0,529918.0,1014307.0,52.24,51184.0,1980.0,0.0,53164.0,123744.0,42.96
2024,53,INTERNASIONAL,5343.0,4478.0,9562.966666666667,506515.0,2807.0,558051.0,961794.0,58.02,54131.0,3522.0,0.0,57653.0,117338.0,49.13
2020,56,INTERNASIONAL,27451.0,7298.0,38065.48333333333,772568.0,57991.0,3588898.0,7474659.0,48.01,358890.0,255961.0,9776.0,624627.0,1120710.0,55.73
2021,56,INTERNASIONAL,13987.0,3810.0,19965.083333333332,106806.0,69030.0,422429.0,4520142.0,9.35,42243.0,269694.0,0.0,311937.0,734605.0,42.46
2022,56,INTERNASIONAL,12287.0,3168.0,16876.083333333332,650834.0,23548.0,2856373.0,3884991.0,73.52,285638.0,89948.0,0.0,375586.0,637403.0,58.92
2023,56,INTERNASIONAL,34343.0,10114.0,48626.78333333333,1567926.0,38114.0,6955652.0,9771852.0,71.18,556454.0,153084.0,0.0,709538.0,1571222.0,45.16
2024,56,INTERNASIONAL,49930.0,13514.0,70015.41666666667,2533902.0,69790.0,10865257.0,14427466.0,75.31,865226.0,307088.0,0.0,1172314.0,2335044.0,50.21
2020,57,INTERNASIONAL,11222.0,7741.0,17616.166666666668,828992.0,2864.0,1227559.0,2019932.0,60.77,110480.0,3435.0,0.0,113915.0,186283.0,61.15
2021,57,INTERNASIONAL,1047.0,840.0,1696.1666666666667,69893.0,279.0,92345.0,188505.0,48.99,8311.0,308.0,0.0,8619.0,17384.0,49.58
2022,57,INTERNASIONAL,14831.0,9835.0,22416.083333333332,1400559.0,1076.0,2115503.0,2669336.0,79.25,183344.0,1527.0,0.0,184871.0,246172.0,75.1
2023,57,INTERNASIONAL,41710.0,27081.0,65434.583333333336,3865079.0,3313.0,6001310.0,7508196.0,79.93,466604.0,4571.0,0.0,471175.0,709133.0,66.44
2024,57,INTERNASIONAL,49.631,30.748,77166.0,4481553.0,6.557,7226433.0,8933722.0,80.89,578104.0,11.504,0.0,589.608,843.748,70.0
2020,59,INTERNASIONAL,3533.0,1481.0,4910.0,214095.0,353.0,807365.0,1039616.0,77.66,57323.0,460.0,875.0,58658.0,108274.0,54.18
2021,59,INTERNASIONAL,281.0,82.0,379.2,7371.0,349.0,28550.0,87052.0,32.8,2027.0,1384.0,41.0,3452.0,8705.0,39.66
2022,59,INTERNASIONAL,607.0,779.0,1157.2833333333333,118941.0,145.0,99293.0,144812.0,68.57,7052.0,668.0,82.0,7802.0,15238.0,51.2
2023,59,INTERNASIONAL,2967.0,2386.0,4813.65,368929.0,99.0,495155.0,604088.0,81.97,37019.0,168.0,190.0,37377.0,57684.0,64.8
2024,59,INTERNASIONAL,2075.0,1694.0,3344.516666666667,309458.0,27.0,528912.0,580814.0,91.06,38410.0,77.0,614.0,39101.0,56231.0,69.54
2020,64,INTERNASIONAL,753.0,284.0,1040.0,28283.0,11.0,94830.0,143516.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
2021,64,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,4.0,5.0,7.0
2022,64,INTERNASIONAL,370.0,119.0,469.53333333333336,14658.0,17.0,47336.0,70065.0,7.56,260.0,53.0,0.0,313.0,939.0,2.62
2023,65,INTERNASIONAL,1009.0,1318.0,2759.9166666666665,164504.0,0.0,118351.0,181698.0,65.14,8403.0,0.0,0.0,8403.0,17896.0,46.95
2024,65,INTERNASIONAL,1977.0,3150.0,5760.25,455213.0,710.0,279229.0,355881.0,78.46,19820.0,541.0,11.0,20372.0,35224.0,58.0
2020,67,INTERNASIONAL,18.0,68.0,67.7,3499.0,23.0,952.0,1295.0,73.51,81.0,6.0,0.0,87.0,122.0,71.35
2023,67,INTERNASIONAL,2254.0,1794.0,3936.65,148726.0,0.0,188357.0,291005.0,64.73,13185.0,0.0,0.0,13185.0,27339.0,48.23
2024,67,INTERNASIONAL,6.839,4.576,11572.35,511.312,0.0,758.786,1148562.0,66.06,53113.0,0.0,0.0,53.113,81.419,65.0
2020,69,INTERNASIONAL,256.0,255.0,466.23333333333335,0.0,2898.0,0.0,0.0,0.0,0.0,2632.0,0.0,2632.0,4174.0,63.05
2021,69,INTERNASIONAL,263.0,264.0,429.75,0.0,3197.0,0.0,0.0,0.0,0.0,2913.0,0.0,2913.0,4280.0,68.06
2022,69,INTERNASIONAL,262.0,270.0,394.18333333333334,0.0,2869.0,0.0,0.0,0.0,0.0,2613.0,0.0,2613.0,4390.0,59.52
2023,69,INTERNASIONAL,290.0,292.0,455.3833333333333,0.0,2469.0,0.0,0.0,0.0,0.0,2247.0,0.0,2247.0,5088.0,44.16
2024,69,INTERNASIONAL,299.0,302.0,479.1666666666667,0.0,2.901,0.0,0.0,0.0,0.0,2.628,0.0,2.628,5.253,50.0
2020,71,INTERNASIONAL,32.0,122.0,140.9,3970.0,1.0,1048.0,2318.0,45.2,79.0,0.0,79.0,216.0,36.0,0.0
2023,71,INTERNASIONAL,20.0,106.0,148.1,4190.0,0.0,853.0,1544.0,55.0,60.0,0.0,60.0,144.0,42.0,41.22
2021,1,INTERNASIONAL,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2022,1,INTERNASIONAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,6.0,0.0,3.0,9.0,4.0
2023,1,INTERNASIONAL,535.0,466.0,893.1666666666666,43080.0,7.0,49198.0,84082.0,8.51,691.0,8.0,0.0,717.0,49.0,1.08
2024,1,INTERNASIONAL,839.0,732.0,1403.0,75.161,8.0,85.833,132.082,64.98,6437.0,8.0,0.0,6.525,14.206,46.0
2023,2,INTERNASIONAL,8.0,8.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,5.0,0.0
2024,2,INTERNASIONAL,73.0,7.0,1116.5,25027.0,9.0,251447.0,276211.0,1.03,22759.0,91.0,0.0,23250.0,246.0,443.19
2023,3,INTERNASIONAL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0
2024,3,INTERNASIONAL,66.0,72.0,498.0,11309.0,0.0,57608.0,80690.0,1.39,11521.0,0.0,0.0,11521.0,35576.0,2.38
2020,4,INTERNASIONAL,97.0,66.0,298.5,5.0,35.0,37489.0,60912.0,5.56,2.0,25.0,0.0,2.0,239.0,9.97
2021,4,INTERNASIONAL,2.0,5.0,74.16666666666667,859.0,2.0,0.0,0.0,7.0,83.0,5.0,0.0,673.0,1.0,4.0
2022,4,INTERNASIONAL,704.0,82.0,400.75,8.0,313.0,26045.0,73250.0,0.31,3.0,90.0,0.0,4.0,3385.0,9.05
2023,4,INTERNASIONAL,3.0,7.0,3633.5833333333335,976.0,2.0,390187.0,554971.0,7.0,1215.0,12070.0,0.0,3285.0,88248.0,5.0
2024,4,INTERNASIONAL,578.0,72.0,4811.916666666667,126479.0,812.0,614440.0,806414.0,6.19,49156.0,14700.0,0.0,63856.0,115714.0,5.18
2021,6,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,6.0,0.0,6.0
2022,6,INTERNASIONAL,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.29,92.0,0.0,0.0,8.0,9.0,2.75
2023,6,INTERNASIONAL,74.0,30.0,146.25,177.0,9.0,888.0,11222.0,7.0,6.0,16.0,0.0,7.0,69.0,6.0
2024,6,INTERNASIONAL,771.0,311.0,1516.3333333333333,34985.0,286.0,86333.0,116629.0,4.02,479.0,527.0,0.0,7.0,10063.0,9.63
2022,7,INTERNASIONAL,1.0,0.0,0.0,0.0,774.0,0.0,0.0,8.0,0.0,5.0,7.0,0.0,0.0,2.0
2023,7,INTERNASIONAL,402.0,208.0,1768.0,55603.0,2.0,374932.0,423568.0,8.52,29995.0,210.0,7.0,14530.0,50490.0,8.78
2024,7,INTERNASIONAL,2859.0,424.0,3604.0,113107.0,372.0,762680.0,939082.0,81.22,61017.0,15982.0,4.0,77003.0,464624.0,16.57
2020,8,INTERNASIONAL,48.0,60.0,8436.2,594.0,4.0,703.0,728.0,2.43,3.0,5.0,0.0,3.0,8.0,6.58
2021,8,INTERNASIONAL,5.0,4.0,100.0,625634.0,41.0,803553.0,1005251.0,7.0,33.0,78.0,0.0,75.0,5.0,7.0
2022,8,INTERNASIONAL,195.0,140.0,8895.166666666666,1.0,1.0,1.0,2.0,9.94,72319.0,1.0,0.0,72897.0,97063.0,5.1
2023,8,INTERNASIONAL,12868.0,13394.0,23860.833333333332,856082.0,548.0,867610.0,363684.0,79.01,167762.0,945.0,0.0,169707.0,221019.0,76.78
2024,8,INTERNASIONAL,16.196,16.809,30180.666666666668,2495539.0,1.267,2436418.0,2926348.0,83.26,219292.0,1.406,0.0,220.698,268.925,82.0
2020,9,INTERNASIONAL,1.0,0.0,650.8333333333334,2811.0,2.0,105424.0,165571.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0
2021,9,INTERNASIONAL,12.0,56.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,5.0,0.0,2.0,2.0,7.03
2022,9,INTERNASIONAL,1.0,710.0,165.66666666666666,15251.0,9.0,30448.0,41031.0,4.21,740.0,8.0,0.0,744.0,828.0,56.7
2023,9,INTERNASIONAL,420.0,1.0,2128.3333333333335,214375.0,2.0,427988.0,534391.0,80.09,38519.0,5.0,0.0,38577.0,68037.0,5.0
2024,9,INTERNASIONAL,2.07,0.035,3105.0,311.994,6.0,622.765,778.856,79.96,56047.0,0.0,0.0,56.097,99.168,7.0
2020,10,INTERNASIONAL,6.0,167.0,6307.416666666667,103170.0,12077.0,598121.0,1192775.0,2.74,1868.0,41674.0,728.0,84791.0,315270.0,3.02
2021,10,INTERNASIONAL,774.0,1.0,8059.166666666667,40769.0,9.0,236360.0,1467225.0,7.0,16545.0,99171.0,1.0,117624.0,402656.0,2.0
2022,10,INTERNASIONAL,1.0,903.0,8667.0,174427.0,632.0,1012796.0,1614260.0,5.45,70897.0,70120.0,921.0,142745.0,432243.0,8.69
2023,10,INTERNASIONAL,1021.0,2.0,14249.083333333334,348816.0,1.0,2019945.0,2677296.0,7.0,141396.0,55804.0,1.0,199121.0,694151.0,3.0
2024,10,INTERNASIONAL,11841.0,45.0,15324.666666666666,377410.0,4016.0,2184605.0,2893896.0,5.49,152923.0,81162.0,928.0,236013.0,754106.0,1.3
2020,11,INTERNASIONAL,2.0,58.0,2699.983333333333,5568.0,3.0,291651.0,537234.0,9.08,3332.0,21112.0,0.0,44444.0,128318.0,4.02
2021,11,INTERNASIONAL,427.0,4.0,2568.0833333333335,30839.0,99.0,156210.0,704699.0,6.0,13100.0,20934.0,0.0,34034.0,100032.0,4.0
2022,11,INTERNASIONAL,3.0,66.0,3355.0666666666666,94424.0,3.0,491795.0,1.0,9.79,41803.0,16158.0,1.0,57962.0,132889.0,3.62
2023,11,INTERNASIONAL,805.0,730.0,5231.1,180426.0,678.0,939631.0,142026.0,82.28,79869.0,19169.0,0.0,99038.0,223280.0,44.36
2024,11,INTERNASIONAL,3.803,730.0,5241.85,185.262,4.387,964.87,1167887.0,82.62,82010.0,22.914,0.0,104.924,221.726,47.0
2020,12,INTERNASIONAL,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2021,12,INTERNASIONAL,5.0,2.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.21
2022,12,INTERNASIONAL,71.0,4.0,1226.5666666666666,0.0,5.0,0.0,0.0,0.0,0.0,28666.0,98.0,29064.0,74123.0,2.0
2023,12,INTERNASIONAL,499.0,178.0,1075.2,0.0,168.0,0.0,0.0,0.0,0.0,17384.0,217.0,17601.0,66052.0,6.65
2024,12,INTERNASIONAL,550.0,198.0,1188.0,0.0,6740.0,0.0,0.0,0.0,0.0,22494.0,0.0,22494.0,69977.0,32.14
2020,14,INTERNASIONAL,3.0,85.0,6132.933333333333,165170.0,30238.0,552338.0,1163194.0,0.85,2472.0,99664.0,72.0,152801.0,218709.0,1.34
2021,14,INTERNASIONAL,489.0,3.0,4444.666666666667,38036.0,22834.0,136026.0,765764.0,8.0,12526.0,81495.0,2.0,94541.0,190853.0,4.0
2022,14,INTERNASIONAL,1.0,160.0,4878.583333333333,110308.0,22705.0,394227.0,775275.0,3.02,37435.0,81177.0,37.0,118884.0,166647.0,9.95
2023,14,INTERNASIONAL,1163.0,3.0,15718.9,724327.0,26729.0,2556411.0,3079114.0,8.0,241480.0,95162.0,3.0,336879.0,674415.0,5.0
2024,14,INTERNASIONAL,12931.0,666.0,18285.083333333332,907582.0,34471.0,3193005.0,3789583.0,4.26,302225.0,122478.0,13.0,425016.0,792068.0,3.66
2020,15,INTERNASIONAL,451.0,37.0,1280.45,9532.0,21.0,113386.0,178277.0,7.72,9.0,129.0,0.0,748.0,464.0,2.23
2021,15,INTERNASIONAL,4.0,1.0,247.9,984.0,7.0,97.0,68220.0,6.0,86.0,1.0,0.0,1.0,3.0,5.0
2022,15,INTERNASIONAL,101.0,515.0,2239.75,42019.0,1.0,112730.0,298885.0,6.66,4.0,882.0,5.0,220.0,1714.0,3.77
2023,15,INTERNASIONAL,4.0,1.0,6314.366666666667,213219.0,8.0,573039.0,859631.0,7.0,6417.0,2.0,0.0,48299.0,89826.0,5.0
2024,15,INTERNASIONAL,441.0,645.0,6958.316666666667,243802.0,9.0,654752.0,933471.0,0.14,53037.0,173.0,0.0,55210.0,95033.0,8.1
2020,16,INTERNASIONAL,42.0,70.0,8328.566666666668,153164.0,31235.0,450405.0,1163033.0,0.66,684.0,90852.0,86.0,129295.0,292128.0,8.14
2021,16,INTERNASIONAL,4.0,1.0,4370.666666666667,16957.0,18964.0,48294.0,595965.0,7.0,2.0,55232.0,3.0,60375.0,145698.0,5.0
2022,16,INTERNASIONAL,948.0,737.0,5791.416666666667,101123.0,17075.0,287515.0,707132.0,4.64,7889.0,48574.0,98.0,76849.0,159639.0,4.26
2023,16,INTERNASIONAL,5.0,1.0,9418.166666666666,349683.0,15843.0,996227.0,1334626.0,7.0,96634.0,45126.0,3.0,142158.0,262006.0,6.0
2024,16,INTERNASIONAL,350.0,878.0,10257.083333333334,392765.0,19939.0,1118873.0,1465308.0,6.36,108534.0,56796.0,18.0,165648.0,263385.0,2.89
2020,17,INTERNASIONAL,402.0,14.0,2072.7833333333333,4801.0,6.0,0.0,2.0,1.54,2547.0,14690.0,29.0,27237.0,73428.0,2.89
2021,17,INTERNASIONAL,4.0,9.0,2447.0833333333335,0.0,303.0,40.0,604.0,8.0,0.0,41237.0,11.0,41266.0,89497.0,6.0
2022,17,INTERNASIONAL,364.0,74.0,1886.6333333333334,9.0,9.0,830723.0,994362.0,3.54,0.0,28161.0,63.0,28172.0,65679.0,0.02
2023,17,INTERNASIONAL,6.0,1.0,6083.116666666667,185392.0,306.0,1.0,1.0,8.0,72881.0,41729.0,6.0,114673.0,191069.0,6.0
2024,17,INTERNASIONAL,542.0,460.0,9160.766666666666,340283.0,13174.0,525264.0,698323.0,9.81,135763.0,59081.0,8.0,194912.0,291990.0,6.75
2020,18,INTERNASIONAL,19.0,86.0,2590.8,5297.0,677.0,224657.0,380340.0,8.35,7.0,5.0,56.0,25126.0,44364.0,7.56
2021,18,INTERNASIONAL,5.0,1.0,919.0,25553.0,4.0,84789.0,168738.0,8.0,166.0,574.0,1.0,13994.0,28935.0,5.0
2022,18,INTERNASIONAL,502.0,723.0,948.7833333333333,28760.0,541.0,95541.0,163750.0,2.28,7.0,1.0,0.0,12740.0,26788.0,6.94
2023,18,INTERNASIONAL,1.0,3.0,8623.083333333334,302372.0,4.0,963388.0,1170885.0,8.0,2254.0,5086.0,0.0,87340.0,153397.0,5.0
2024,18,INTERNASIONAL,1538.0,628.0,18177.416666666668,616505.0,747.0,1953931.0,2279762.0,5.71,142983.0,15767.0,0.0,158750.0,273579.0,8.03
2021,19,INTERNASIONAL,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,8.0,0.0
2022,19,INTERNASIONAL,65.0,32.0,0.0,940.0,95.0,0.0,0.0,7.0,4.0,91.0,0.0,495.0,509.0,4.0
2023,19,INTERNASIONAL,1.0,2.0,336.0,4.0,1.0,35762.0,50953.0,0.19,1.0,6.0,0.0,2.0,5.0,1.07
2024,19,INTERNASIONAL,0.103,14.0,2247.3333333333335,3.92,0.277,226.321,340.746,66.42,9011.0,0.57,0.0,5.581,6.9,45.0
2020,20,INTERNASIONAL,839.0,963.0,10782.283333333333,262853.0,11643.0,1731949.0,2952811.0,5.99,147216.0,73235.0,362.0,228107.0,520138.0,0.28
2021,20,INTERNASIONAL,1.0,2.0,8684.0,173989.0,20263.0,1138394.0,2590983.0,8.0,97151.0,132662.0,9.0,231164.0,428892.0,5.0
2022,20,INTERNASIONAL,3516.0,768.0,16634.583333333332,666378.0,17417.0,4625476.0,5379395.0,8.53,396259.0,115363.0,56.0,514984.0,854259.0,7.62
2023,20,INTERNASIONAL,19652.0,2.0,23869.35,1058154.0,15765.0,7591155.0,8575054.0,8.0,671798.0,106873.0,1.0,787727.0,1367160.0,5.0
2024,20,INTERNASIONAL,19826.0,792.0,25778.15,1088128.0,19915.0,7831317.0,9139282.0,5.69,692281.0,134730.0,937.0,837948.0,1518829.0,5.0
2020,21,INTERNASIONAL,705.0,92.0,1328.4,658.0,524.0,64839.0,266400.0,7.03,165.0,13735.0,4.0,41066.0,40775.0,5.62
2021,21,INTERNASIONAL,1.0,3.0,3099.6,1.0,1.0,51063.0,647363.0,2.0,8.0,5.0,886.0,25786.0,98033.0,2.0
2022,21,INTERNASIONAL,374.0,26.0,2260.2,167.0,355.0,89574.0,525891.0,8.0,991.0,498.0,8.0,15375.0,72400.0,6.83
2023,21,INTERNASIONAL,5.0,3.0,3784.8166666666666,29901.0,1.0,112403.0,401497.0,3.0,4.0,1.0,86.0,6.0,57303.0,2.0
2024,21,INTERNASIONAL,34.0,92.0,1176.0,36813.0,461.0,50204.0,161417.0,1.1,16.0,977.0,10.0,3.0,26012.0,3.08
