waktu_id,rute_id,jumlah_penerbangan,jumlah_penumpang,kapasitas_seat,jumlah_barang_kg,jumlah_pos_kg,load_factor_pct
2020,662,158,15626,27216,49634.0,0.0,57.41
2020,663,1276,129661,252512,6341673.0,40.0,51.35
2020,665,60,5802,9000,54038.0,0.0,64.47
2020,666,4,28,720,0.0,0.0,3.89
2020,668,45,1425,2148,0.0,0.0,66.34
2020,669,1035,60626,89172,291717.0,0.0,67.99
2020,671,132,1967,9504,5266.0,0.0,20.7
2020,672,183,19946,28548,67968.0,2149.0,69.87
2020,673,157,16342,29535,94123.0,0.0,55.33
2020,674,1722,180422,279695,1828990.0,42048.0,64.51
2020,675,74,1847,3700,0.0,0.0,49.92
2020,677,1636,68669,136648,225310.0,0.0,50.25
2020,678,345,35637,65761,395147.0,0.0,54.19
2020,679,134,3562,9648,6531.0,0.0,36.92
2020,681,213,25587,41349,226965.0,710.0,61.88
2020,682,86,8095,15840,32993.0,0.0,51.1
2020,683,6510,775928,1183158,8741138.0,171260.0,65.58
2020,685,72,1784,5184,1417.0,0.0,34.41
2020,686,1145,120103,193477,1181685.0,66138.0,62.08
2020,687,760,4000,6192,5052079.0,0.0,64.6
2020,688,185,33,2220,1360.0,15.0,1.49
2020,689,124,8420,18626,32213.0,0.0,45.21
2020,690,76,2151,5168,0.0,0.0,41.62
2020,691,267,36869,52049,67760.0,257.0,70.84
2020,692,52,3010,9828,3979.0,0.0,30.63
2020,694,1446,182962,243876,1870229.0,14506.0,75.02
2020,697,1362,134387,254000,1467582.0,232.0,52.91
2021,1,66,3014,10692,4446.0,0.0,28.19
2021,4,1545,179641,246410,2108827.0,25639.0,72.9
2021,7,178,19474,27768,6190.0,60.0,70.13
2021,10,1633,219224,290371,881743.0,1271.0,75.5
2021,13,261,26769,40812,23643.0,62.0,65.59
2021,14,186,21286,35154,16059.0,159.0,60.55
2021,15,277,11747,19944,25541.0,4522.0,58.9
2021,16,252,5658,71730,2859277.0,1238330.0,7.89
2021,20,526,18448,37872,21384.0,1117.0,48.71
2021,21,1125,114247,188328,2283066.0,114598.0,60.66
2021,22,243,11053,17496,58840.0,8907.0,63.17
2021,24,5,98,360,0.0,0.0,27.22
2021,26,274,8966,13196,2470.0,125.0,67.94
2021,28,1267,67907,99978,299310.0,48480.0,67.92
2021,29,74,1827,5471,7463.0,0.0,33.39
2021,30,451,20470,32472,21233.0,3436.0,63.04
2021,31,3,65,216,293.0,0.0,30.09
2021,32,136,3009,6550,1.0,0.0,45.94
2021,33,649,31419,48372,26521.0,2252.0,64.95
2021,35,188,23651,39848,133645.0,325.0,59.35
2021,36,642,32313,46224,133658.0,19577.0,69.91
2021,37,147,12472,25092,37052.0,0.0,49.71
2021,38,1943,229884,373381,1627866.0,6455.0,61.57
2021,39,140,8293,51623,2554118.0,0.0,16.06
2021,43,841,43579,60552,177590.0,26262.0,71.97
2021,44,850,106274,237204,11415729.0,132042.0,44.8
2021,47,28,1687,5292,4560.0,0.0,31.88
2021,48,1227,64828,106225,211930.0,23324.0,61.03
2021,49,292,12619,21024,5460.0,477.0,60.02
2021,50,4925,513477,826150,9977244.0,89403.0,62.15
2021,52,24,1727,4744,132.0,0.0,36.4
2021,53,28,1011,2016,0.0,0.0,50.15
2021,55,489,26025,35208,36398.0,6213.0,73.92
2021,60,54,1362,3888,1185.0,8.0,35.03
2021,62,1111,137789,199414,657803.0,378.0,69.1
2021,63,3509,451037,642867,5020960.0,5066.0,70.16
2021,64,1,29,162,0.0,0.0,17.9
2021,65,387,51943,76850,150181.0,673.0,67.59
2021,67,612,51362,99176,1017360.0,0.0,51.79
2021,72,1358,153139,236240,564934.0,1250.0,64.82
2021,73,136,1447,8704,3171.0,0.0,16.62
2021,74,202,6074,13920,3305.0,749.0,43.64
2021,75,1020,94387,175782,1041187.0,351.0,53.7
2021,79,371,23172,58443,665148.0,0.0,39.65
2021,80,389,18370,43023,41415.0,1311.0,42.7
2021,83,121,2832,8712,958.0,0.0,32.51
2021,84,946,38594,65872,124949.0,8505.0,58.59
2021,86,8,201,576,234.0,0.0,34.9
2021,87,116,12734,21924,127913.0,0.0,58.08
2021,88,2077,193074,250614,1136324.0,1382.0,77.04
2021,89,11,639,1716,3748.0,0.0,37.24
2021,92,179,21318,33831,41725.0,0.0,63.01
2021,95,886,105522,161905,906649.0,3.0,65.18
2021,97,294,8930,20580,41117.0,0.0,43.39
2021,99,860,86804,158483,985980.0,0.0,54.77
2021,101,1194,54858,84070,86888.0,19320.0,65.25
2021,102,509,20666,36648,27678.0,6807.0,56.39
2021,107,740,7527,149879,10166106.0,1140.0,5.02
2021,109,24,624,1728,1625.0,78.0,36.11
2021,110,2327,276352,397332,1125155.0,3694.0,69.55
2021,111,228,25367,35724,6303.0,20.0,71.01
2021,116,739,32536,53208,34070.0,4332.0,61.15
2021,119,1312,76758,94464,51070.0,7219.0,81.26
2021,120,408,17163,29376,15049.0,3504.0,58.43
2021,121,4,319,720,0.0,0.0,44.31
2021,125,6051,667857,1064424,14619276.0,127488.0,62.74
2021,127,319,26863,50641,66807.0,0.0,53.05
2021,129,780,64916,86970,3831854.0,5134.0,74.64
2021,136,52,1728,3744,2072.0,0.0,46.15
2021,138,116,7967,16822,9087.0,0.0,47.36
2021,140,12,337,864,97.0,0.0,39.0
2021,141,98,3069,15330,2620.0,0.0,20.02
2021,143,172,6378,12240,22707.0,1331.0,52.11
2021,144,550,63176,93738,138144.0,176.0,67.4
2021,146,399,0,0,3926589.0,0.0,0.0
2021,148,415,55982,86807,265400.0,453.0,64.49
2021,149,3893,521040,722729,5247344.0,19966.0,72.09
2021,150,50,2478,3600,863.0,112.0,68.83
2021,151,2155,262834,341554,5023639.0,3323.0,76.95
2021,153,2318,310858,426765,1235555.0,1328.0,72.84
2021,154,1731,236978,314957,1239420.0,1032.0,75.24
2021,156,6464,722994,1108247,12098617.0,123514.0,65.24
2021,157,59,4325,8967,2388.0,0.0,48.23
2021,164,2821,393038,534830,2281292.0,3902.0,73.49
2021,166,311,13520,22392,5806.0,0.0,60.38
2021,169,641,34968,46872,154004.0,20127.0,74.6
2021,170,1440,181097,257455,387470.0,590.0,70.34
2021,172,32,1522,2421,606.0,0.0,62.87
2021,173,1893,227947,338063,631901.0,147.0,67.43
2021,174,910,95047,156788,658987.0,439.0,60.62
2021,175,460,42679,79685,68398.0,693.0,53.56
2021,177,94,9039,19014,16474.0,343.0,47.54
2021,178,1825,252369,352984,3562847.0,7028.0,71.5
2021,179,15,0,1080,4492.0,0.0,0.0
2021,181,108,9349,16564,5320.0,0.0,56.44
2021,182,3,89,306,37.0,0.0,29.08
2021,184,156,17939,33228,37957.0,161.0,53.99
2021,186,1427,145890,283248,5233508.0,45083.0,51.51
2021,187,1822,157013,268477,769828.0,2326.0,58.48
2021,190,298,15664,21456,8575.0,290.0,73.01
2021,191,20,1665,2400,50.0,0.0,69.38
2021,192,6,145,432,67.0,0.0,33.56
2021,193,6,89,432,18.0,0.0,20.6
2021,195,129,3554,9288,106.0,0.0,38.26
2021,196,2153,97638,149500,192130.0,19412.0,65.31
2021,198,37,2056,5099,39058.0,1048.0,40.32
2021,200,8,526,1200,8459.0,2.0,43.83
2021,201,535,40327,83578,153847.0,0.0,48.25
2021,202,334,5785,21588,336.0,0.0,26.8
2021,203,470,10106,31000,1853.0,12.0,32.6
2021,204,2,43,144,0.0,0.0,29.86
2021,205,33,1000,2372,180.0,0.0,42.16
2021,207,620,13213,186011,13983835.0,4126.0,7.1
2021,209,2,130,378,0.0,250.0,34.39
2021,211,112,12232,29246,1248611.0,0.0,41.82
2021,214,3626,414903,610439,3493593.0,110249.0,67.97
2021,215,789,69401,128765,1121670.0,151.0,53.9
2021,217,1418,194624,382972,15993771.0,77839.0,50.82
2021,218,14974,2002789,2977867,21365798.0,196771.0,67.26
2021,219,1223,124119,193986,1896976.0,18412.0,63.98
2021,221,999,173989,387632,19813415.0,206404.0,44.89
2021,222,242,9331,23232,60354.0,0.0,40.16
2021,223,82,8873,15629,86041.0,0.0,56.77
2021,224,189,5827,18144,25744.0,0.0,32.12
2021,225,140,4156,6857,159387.0,0.0,60.61
2021,229,1120,40022,284647,28273683.0,143413.0,14.06
2021,230,710,33339,203720,12819125.0,76095.0,16.37
2021,231,1663,76555,285802,29957927.0,560957.0,26.79
2021,232,727,115554,233604,9622812.0,63382.0,49.47
2021,233,235,26856,94535,3075319.0,1486.0,28.41
2021,237,1407,144906,227887,1560388.0,29764.0,63.59
2021,238,131,4161,34839,1662264.0,212.0,11.94
2021,241,14397,1735789,2540826,26521622.0,335986.0,68.32
2021,242,1282,141882,206558,2467341.0,89933.0,68.69
2021,243,1780,107199,247107,11967789.0,194029.0,43.38
2021,245,918,82373,144474,491254.0,0.0,57.02
2021,246,165,16592,25740,8262.0,40.0,64.46
2021,247,4088,470913,719827,5570648.0,75074.0,65.42
2021,250,2,0,578,14250.0,0.0,0.0
2021,251,3280,352195,532784,4780043.0,183206.0,66.1
2021,253,84,715,21614,1089543.0,0.0,3.31
2021,255,2,300,324,2697.0,0.0,92.59
2021,256,697,64495,109786,124994.0,0.0,58.75
2021,257,142,5735,41654,1748563.0,0.0,13.77
2021,261,1583,63053,297697,27374119.0,648741.0,21.18
2021,262,5946,687385,1024224,7818900.0,115310.0,67.11
2021,263,44,0,11640,522254.0,0.0,0.0
2021,264,151,0,0,4500207.0,0.0,0.0
2021,265,54,1508,9501,98286.0,0.0,15.87
2021,266,3864,423592,664365,6596304.0,53780.0,63.76
2021,267,243,18946,29160,208774.0,0.0,64.97
2021,268,6229,728890,1062523,9975452.0,177603.0,68.6
2021,269,2083,208413,344691,4346008.0,90948.0,60.46
2021,270,5885,679869,1001555,3842744.0,61698.0,67.88
2021,271,1211,125430,187095,2466893.0,3557.0,67.04
2021,273,7133,808827,1145174,16076616.0,103077.0,70.63
2021,274,748,0,145595,19826615.0,6417.0,0.0
2021,276,239,0,46769,1551388.0,0.0,0.0
2021,277,6190,199358,960938,77876539.0,118699.0,20.75
2021,278,111,8290,13320,145405.0,0.0,62.24
2021,279,2363,262979,416740,1549484.0,10528.0,63.1
2021,280,737,59873,120210,1481911.0,13795.0,49.81
2021,281,4511,478362,700631,4671410.0,19781.0,68.28
2021,283,11535,1323419,2037845,13894309.0,174146.0,64.94
2021,284,197,5282,64852,3216453.0,0.0,8.14
2021,285,420,0,0,9306299.0,0.0,0.0
2021,286,144,14379,25188,2036462.0,0.0,57.09
2021,289,534,53333,84932,828887.0,39389.0,62.79
2021,290,1951,197320,314998,3053541.0,597.0,62.64
2021,291,3418,390744,570450,969298.0,7335.0,68.5
2021,292,1459,123188,238933,3145099.0,71792.0,51.56
2021,293,991,22193,198068,22747265.0,168338.0,11.2
2021,294,84,4453,7931,485284.0,0.0,56.15
2021,295,891,75294,142614,1669595.0,870.0,52.8
2021,296,15789,1750282,2679920,28754522.0,789774.0,65.31
2021,298,12,3398,4814,61453.0,5525.0,70.59
2021,300,5945,698829,1032513,2856941.0,12867.0,67.68
2021,302,234,704,2808,3180.0,3.0,25.07
2021,305,20,879,1280,0.0,0.0,68.67
2021,313,740,39270,49984,193301.0,28095.0,78.57
2021,320,21,814,1512,229.0,0.0,53.84
2021,322,2,9,144,21.0,23.0,6.25
2021,323,1,8,72,0.0,0.0,11.11
2021,326,168,12286,26602,36905.0,0.0,46.18
2021,327,934,111392,181186,1053963.0,622.0,61.48
2021,328,263,29511,49431,264371.0,0.0,59.7
2021,329,1106,53666,78800,333452.0,27710.0,68.1
2021,330,602,6200,9392,1619744.0,315.0,66.01
2021,331,708,96706,143921,146523.0,454.0,67.19
2021,332,558,56776,89624,296176.0,0.0,63.35
2021,333,2088,230872,365308,1955363.0,19311.0,63.2
2021,334,465,15428,22396,47680.0,0.0,68.89
2021,335,2375,276767,419007,1515213.0,67067.0,66.05
2021,336,12856,108505,154560,78590178.0,5029.0,70.2
2021,337,310,9752,14932,2689.0,0.0,65.31
2021,340,243,11999,17496,124691.0,16949.0,68.58
2021,349,50,0,16846,1090382.0,0.0,0.0
2021,351,1091,130535,176392,171862.0,0.0,74.0
2021,355,172,8465,12384,357.0,0.0,68.35
2021,361,709,80346,141525,772730.0,805.0,56.77
2021,362,4,319,720,0.0,0.0,44.31
2021,363,1908,143608,228586,413638.0,23431.0,62.82
2021,364,2222,143433,221779,50590.0,2693.0,64.67
2021,368,93,162,36031,1366782.0,0.0,0.45
2021,369,429,17577,31176,109038.0,21089.0,56.38
2021,377,2,40,192,33.0,0.0,20.83
2021,384,635,90351,121552,41990.0,307.0,74.33
2021,386,474,20946,36468,43800.0,2831.0,57.44
2021,387,4245,496382,739363,939602.0,28005.0,67.14
2021,392,74,3032,12012,58557.0,0.0,25.24
2021,394,806,46504,62328,164481.0,30006.0,74.61
2021,395,84,0,25890,1262286.0,0.0,0.0
2021,396,1683,225336,318608,1075721.0,7293.0,70.73
2021,397,510,25035,37008,28448.0,1788.0,67.65
2021,401,275,24767,45866,16623.0,0.0,54.0
2021,402,592,75338,95838,613414.0,0.0,78.61
2021,403,24,821,1728,1687.0,1137.0,47.51
2021,408,1604,82833,112278,216112.0,38462.0,73.77
2021,409,668,37837,48096,29829.0,3515.0,78.67
2021,410,313,9541,22536,15998.0,6353.0,42.34
2021,411,10,359,720,379.0,0.0,49.86
2021,412,92,5476,6624,5870.0,0.0,82.67
2021,414,2,56,144,0.0,0.0,38.89
2021,415,394,24551,28368,71971.0,6063.0,86.54
2021,416,230,9366,16560,28619.0,4244.0,56.56
2021,417,42,3408,9030,0.0,300.0,37.74
2021,419,3292,171725,243284,556520.0,63717.0,70.59
2021,420,96,3863,6912,367.0,0.0,55.89
2021,421,273,10337,19656,2584.0,104.0,52.59
2021,422,35,851,2520,6.0,0.0,33.77
2021,423,97,0,0,505884.0,0.0,0.0
2021,424,1600,176285,281554,1629854.0,19365.0,62.61
2021,427,254,6300,66932,4099764.0,0.0,9.41
2021,428,1790,82729,117368,24987.0,0.0,70.49
2021,429,2158,245854,344306,2746149.0,30989.0,71.41
2021,431,8,827,1248,537.0,0.0,66.27
2021,432,858,89568,133866,45806.0,282.0,66.91
2021,433,1076,122797,168026,748654.0,30046.0,73.08
2021,434,199,7467,12736,19386.0,0.0,58.63
2021,435,523,58642,82566,111292.0,2738.0,71.02
2021,436,1344,148544,211940,247340.0,4936.0,70.09
2021,437,35,910,2240,0.0,0.0,40.62
2021,438,218,0,0,3149492.0,0.0,0.0
2021,439,473,41813,74806,101719.0,77.0,55.9
2021,440,126,13008,19944,0.0,0.0,65.22
2021,441,1614,211164,258308,235419.0,2272.0,81.75
2021,442,4,271,642,0.0,0.0,42.21
2021,443,278,17533,30532,4334.0,0.0,57.42
2021,445,349,32781,57170,322269.0,0.0,57.34
2021,446,333,33047,53506,78142.0,728.0,61.76
2021,447,171,16478,26748,251.0,0.0,61.6
2021,466,778,37382,56016,11158.0,1095.0,66.73
2021,469,76,3883,5472,2369.0,210.0,70.96
2021,471,458,20812,32976,38972.0,4461.0,63.11
2021,473,1,100,215,0.0,0.0,46.51
2021,474,3603,474162,645425,2849801.0,51450.0,73.47
2021,475,452,19564,32544,64883.0,12203.0,60.12
2021,476,584,4794,7008,28581.0,18.0,68.41
2021,486,1,70,72,0.0,0.0,97.22
2021,487,346,21197,24912,150876.0,14566.0,85.09
2021,488,217,15574,39058,26997.0,250.0,39.87
2021,492,237,12924,17064,37186.0,4535.0,75.74
2021,495,18,746,1296,324.0,0.0,57.56
2021,496,586,45251,77517,26675.0,521.0,58.38
2021,497,63,4098,11340,11959.0,0.0,36.14
2021,498,655,62241,98054,73119.0,453.0,63.48
2021,499,74,2834,10246,3365.0,0.0,27.66
2021,500,124,3964,20194,162708.0,0.0,19.63
2021,501,82,371,984,963.0,0.0,37.7
2021,506,49,1317,3528,0.0,0.0,37.33
2021,507,234,30029,42632,307090.0,0.0,70.44
2021,508,362,15649,29466,55822.0,268.0,53.11
2021,509,601,32735,43272,139760.0,22546.0,75.65
2021,510,214,9210,15408,5370.0,1839.0,59.77
2021,511,849,50068,63720,278708.0,53155.0,78.58
2021,512,422,20766,30384,51753.0,6695.0,68.35
2021,513,521,23131,37512,20171.0,2119.0,61.66
2021,515,2158,274773,403403,3231540.0,12541.0,68.11
2021,516,928,52369,70752,330647.0,41868.0,74.02
2021,517,55,2258,7814,6969.0,0.0,28.9
2021,518,1618,77126,115190,315640.0,36899.0,66.96
2021,519,248,9152,16544,963.0,69.0,55.32
2021,521,2010,104087,144768,152095.0,13098.0,71.9
2021,522,231,8950,16632,38960.0,0.0,53.81
2021,524,66,7299,11880,315.0,0.0,61.44
2021,532,362,31654,65070,58332.0,0.0,48.65
2021,538,990,43593,68128,35984.0,5184.0,63.99
2021,539,186,7667,13392,3347.0,1205.0,57.25
2021,540,4,113,288,364.0,27.0,39.24
2021,541,285,7335,20520,7907.0,62.0,35.75
2021,543,482,53809,78225,308568.0,4605.0,68.79
2021,547,46,1359,3312,165.0,42.0,41.03
2021,548,460,15323,31472,30557.0,5082.0,48.69
2021,551,449,2998,5988,5156.0,5.0,50.07
2021,555,2253,314104,428583,1803259.0,10093.0,73.29
2021,556,670,33223,48240,29254.0,4359.0,68.87
2021,557,2,115,430,66.0,0.0,26.74
2021,559,3,39,216,0.0,0.0,18.06
2021,560,332,13130,23904,10237.0,442.0,54.93
2021,561,333,15780,23976,9397.0,295.0,65.82
2021,562,789,89557,127857,925716.0,74254.0,70.04
2021,563,82,3048,5904,3184.0,427.0,51.63
2021,564,56,2316,4032,122.0,0.0,57.44
2021,568,110,1338,19800,87119.0,0.0,6.76
2021,569,609,71268,128735,78033.0,321.0,55.36
2021,570,300,42132,61510,354757.0,349.0,68.5
2021,571,17,1097,3629,271.0,250.0,30.23
2021,572,1099,57576,81702,74197.0,12064.0,70.47
2021,573,2181,281791,417045,1927648.0,6863.0,67.57
2021,577,911,42077,65748,80498.0,11994.0,64.0
2021,579,14,105,672,514.0,0.0,15.62
2021,580,522,62139,86112,353651.0,32293.0,72.16
2021,581,476,25887,34272,58186.0,10338.0,75.53
2021,582,3,6,36,50.0,0.0,16.67
2021,583,2029,212518,287193,2155882.0,38930.0,74.0
2021,584,1051,134986,196395,854141.0,2138.0,68.73
2021,587,25,1116,1800,5.0,0.0,62.0
2021,588,641,29299,46152,45449.0,3310.0,63.48
2021,589,216,7948,15552,934.0,1.0,51.11
2021,590,607,36052,43704,39996.0,3123.0,82.49
2021,592,109,3789,7848,2881.0,0.0,48.28
2021,593,587,29844,41712,46450.0,385.0,71.55
2021,594,188,633,2256,759.0,0.0,28.06
2021,595,24,57,288,318.0,0.0,19.79
2021,598,60,1267,3840,0.0,0.0,32.99
2021,599,208,9862,14976,542.0,22.0,65.85
2021,606,14,159,980,7.0,0.0,16.22
2021,607,24,495,1680,1415.0,0.0,29.46
2021,613,1097,75606,121320,347487.0,40547.0,62.32
2021,614,6,396,720,931.0,0.0,55.0
2021,616,1404,102432,147855,575542.0,9351.0,69.28
2021,618,2,105,144,0.0,0.0,72.92
2021,622,1680,94624,128907,310185.0,19006.0,73.4
2021,623,1205,63259,93440,182609.0,13630.0,67.7
2021,624,246,7195,17712,2317.0,0.0,40.62
2021,630,2,29,144,85.0,0.0,20.14
2021,631,648,61998,108312,559976.0,247.0,57.24
2021,632,1,0,0,4496.0,0.0,0.0
2021,636,1260,153699,239751,1525059.0,6509.0,64.11
2021,637,248,22131,38880,29498.0,158.0,56.92
2021,642,106,11764,20502,43888.0,0.0,57.38
2021,643,4,63,288,57.0,0.0,21.88
2021,644,30,535,4200,12652.0,0.0,12.74
2021,646,78,2597,5616,673.0,0.0,46.24
2021,647,26,791,1872,0.0,0.0,42.25
2021,648,1763,213444,314130,2158437.0,45159.0,67.95
2021,649,256,9620,18432,1638.0,0.0,52.19
2021,650,208,11356,17424,82827.0,0.0,65.17
2021,651,52,1181,3744,206.0,0.0,31.54
2021,653,503,71166,93651,654654.0,531.0,75.99
2021,655,93,8018,17577,3685.0,366.0,45.62
2021,656,2,194,378,273.0,0.0,51.32
2021,657,15,389,1080,0.0,0.0,36.02
2021,660,31,410,1984,0.0,0.0,20.67
2021,661,332,12296,23024,14735.0,2456.0,53.41
2021,662,14,0,0,214291.0,0.0,0.0
2021,663,1108,35618,138450,7504558.0,1251.0,25.73
2021,669,1019,51960,73376,292088.0,33687.0,70.81
2021,672,149,17303,24574,112597.0,755.0,70.41
2021,673,26,2396,4914,10038.0,0.0,48.76
2021,674,1910,233427,332755,3050146.0,105810.0,70.15
2021,677,356,15639,26022,20904.0,16506.0,60.1
2021,678,229,26253,45421,240139.0,0.0,57.8
2021,681,226,36103,46302,385497.0,395.0,77.97
2021,682,53,4775,10017,19877.0,0.0,47.67
2021,683,7056,868785,1279720,9733952.0,151602.0,67.89
2021,686,1956,217150,342904,1717573.0,55514.0,63.33
2021,687,233,1575,3672,1460003.0,0.0,42.89
2021,688,214,267,2568,567.0,0.0,10.4
2021,689,2,136,378,0.0,0.0,35.98
2021,691,302,42014,63110,170463.0,0.0,66.57
2021,692,4,234,756,0.0,0.0,30.95
2021,693,423,14576,29208,4540.0,0.0,49.9
2021,694,1763,213288,288870,1893708.0,149812.0,73.84
2021,697,1474,189313,289482,1031927.0,632.0,65.4
2022,2,706,45921,50832,64.36,0.0,90.34
2022,3,2,0,24,0.0,0.0,0.0
2022,4,2171,292.02,358082,2240929.0,15.18,0.08
2022,7,182,16347,28392,9.91,0.0,57.58
2022,10,2422,341094,441805,989.03,1.92,77.2
2022,14,102,10074,18.36,15.18,0.0,54869.28
2022,15,387,16447,27864,7.45,0.0,59.03
2022,16,192,10167,59070,1522421.0,536977.0,17.21
2022,17,480,72442,87615,7059.0,0.0,82.68
2022,20,1137,50.18,81864,51.53,0.0,0.06
2022,21,1035,140573,169186,1758047.0,17.94,83.09
2022,22,281,10.87,20232,71.29,0.0,0.05
2022,24,13,433,936,0.0,0.0,46.26
2022,25,1,27,156,0.0,0.0,17.31
2022,26,304,11038,14592,2.12,0.0,75.64
2022,28,1175,91858,147078,458.57,0.0,62.46
2022,29,14,538,1008,32.0,0.0,53.37
2022,30,636,28781,45792,8.26,0.0,62.85
2022,32,268,8286,12864,908.0,0.0,64.41
2022,33,626,27646,45072,15.88,0.0,61.34
2022,34,54,589,2592,0.0,0.0,22.72
2022,35,1,20,189,200.0,0.0,10.58
2022,36,705,34599,50.76,244.38,0.0,68161.94
2022,37,577,34574,57807,82.19,0.0,59.81
2022,38,2618,353997,510826,2553488.0,7.32,69.3
2022,39,103,23658,32342,1023597.0,0.0,73.15
2022,43,781,43912,56232,253.28,0.0,78.09
2022,44,728,202246,220446,7974621.0,109578.0,91.74
2022,48,1828,97202,131512,80.09,0.0,73.91
2022,49,359,21633,25848,495.0,0.0,83.69
2022,50,6617,959298,1185706,8754401.0,22.66,80.91
2022,53,308,19541,22176,479.0,0.0,88.12
2022,55,656,34864,47232,45.24,0.0,73.81
2022,59,67,126,804,3.0,0.0,15.67
2022,60,60,1946,4.32,4.66,0.0,45046.3
2022,62,1554,230.52,305768,850.43,42.0,0.08
2022,63,5.28,840247,1034770,4639106.0,8.69,81.2
2022,64,22,4324,4519,0.0,0.0,95.68
2022,65,760,117313,161788,232.15,15.0,72.51
2022,67,479,64746,85.05,493.08,0.0,76126.98
2022,72,2446,364915,446984,1147026.0,3.12,81.64
2022,74,697,30833,50136,82.79,0.0,61.5
2022,75,1516,204582,278268,1051232.0,2.96,73.52
2022,80,269,11377,19304,19.34,0.0,58.94
2022,83,11,239,792,0.0,0.0,30.18
2022,84,387,16121,27.8,64.51,0.0,57989.21
2022,87,298,34448,56322,270.67,3.31,61.16
2022,88,3633,218537,261412,984.77,0.0,83.6
2022,95,1332,199.52,261549,1359360.0,78.0,0.08
2022,99,1255,167294,247196,1322684.0,130.0,67.68
2022,101,830,40206,59572,118.75,0.0,67.49
2022,102,354,12.57,25488,14.13,0.0,0.05
2022,107,941,135799,219694,7962878.0,161935.0,61.81
2022,108,447,109335,137962,1264664.0,1252.0,79.25
2022,110,3574,515111,684395,1221787.0,2.64,75.27
2022,111,130,11815,20.28,4.75,0.0,58259.37
2022,116,749,40529,53928,40.26,0.0,75.15
2022,119,1442,90756,103824,36.68,0.0,87.41
2022,120,254,10085,18288,4.35,0.0,55.15
2022,121,1061,216734,249241,138449.0,0.0,86.96
2022,125,8785,1229009,1486184,14264966.0,33.24,82.7
2022,127,600,75687,99628,198.38,0.0,75.97
2022,129,54,2124,3.9,352.39,0.0,54461.54
2022,136,335,17945,24.12,939.0,0.0,74398.84
2022,138,6,451,718,342.0,0.0,62.81
2022,140,48,1694,3408,2.0,0.0,49.71
2022,143,368,15287,26496,7.72,0.0,57.7
2022,144,212,8788,15731,10.94,0.0,55.86
2022,146,514,0,0,4842618.0,0.0,0.0
2022,148,764,104582,163818,213.27,427.0,63.84
2022,149,5473,834752,1065063,4472266.0,30.77,78.38
2022,150,699,36197,50328,10.19,0.0,71.92
2022,151,2.1,155996,195682,946.44,0.0,79.72
2022,152,33,660,2376,0.0,0.0,27.78
2022,153,2862,448402,559908,1430070.0,4.48,80.08
2022,154,2195,348.56,433882,1927680.0,953.0,0.08
2022,156,8897,1293830,1562974,13403756.0,78.55,82.78
2022,157,446,24456,33399,12.71,0.0,73.22
2022,158,12,1436,2.16,30.0,0.0,66481.48
2022,164,3575,613762,735403,2645957.0,4.04,83.46
2022,166,353,14262,25416,97.0,0.0,56.11
2022,169,783,48495,65.64,311.39,0.0,73880.26
2022,170,1745,276.87,357741,398.14,1.44,0.08
2022,172,166,7649,11952,4.68,0.0,64.0
2022,173,2461,388626,464967,564.67,82.0,83.58
2022,174,1.71,255299,336844,703.25,250.0,75.79
2022,175,621,41986,65511,39.19,0.0,64.09
2022,177,122,13096,21.96,20.81,0.0,59635.7
2022,178,2161,375836,439433,3508433.0,7.68,85.53
2022,179,380,14835,27360,0.0,0.0,54.22
2022,181,149,6113,10728,2.66,0.0,56.98
2022,184,130,17.07,23.4,15.45,0.0,72.95
2022,186,1764,228739,270963,4863961.0,19.25,84.42
2022,187,2552,145757,197.58,311.27,0.0,73771.13
2022,188,52,6561,9360,0.0,0.0,70.1
2022,189,40,4117,7344,27825.0,0.0,56.06
2022,190,351,14.51,25272,734.0,0.0,0.06
2022,191,250,23896,30,2.24,0.0,79653.33
2022,195,286,10243,20592,288.0,0.0,49.74
2022,196,1596,87602,114912,177.62,0.0,76.23
2022,197,3,109,216,0.0,0.0,50.46
2022,198,221,24401,32992,66282.0,1384.0,73.96
2022,200,128,13454,18870,44811.0,5.0,71.3
2022,201,876,103797,143948,135.76,411.0,72.11
2022,202,19,503,1216,0.0,0.0,41.37
2022,203,41,1056,2.8,0.0,0.0,37714.29
2022,204,13,187,936,0.0,0.0,19.98
2022,205,547,21.19,39384,3.86,0.0,0.05
2022,207,202,26688,41605,2620606.0,273.0,64.15
2022,211,522,122101,140557,2370993.0,0.0,86.87
2022,212,42,4066,9954,100004.0,0.0,40.85
2022,214,5.56,804131,997464,3609848.0,20.65,80.62
2022,215,979,109386,156.6,1544018.0,5.35,69850.57
2022,216,1035,150855,191470,430010.0,299.0,78.79
2022,217,1879,449145,504167,12303506.0,52208.0,89.09
2022,218,29803,4342921,5586084,17811490.0,73.24,77.75
2022,219,2034,277.86,337884,2828625.0,14.83,0.08
2022,220,96,0,0,6894546.0,104984.0,0.0
2022,221,1364,431018,525969,16060628.0,199971.0,81.95
2022,223,167,28596,44262,423317.0,0.0,64.61
2022,225,542,64613,86322,699.1,250.0,74.85
2022,228,38,4918,7182,10792.0,0.0,68.48
2022,229,526,53038,94519,11299276.0,36493.0,56.11
2022,230,647,90574,163830,7586083.0,17939.0,55.29
2022,231,1582,244226,347161,19617331.0,511685.0,70.35
