waktu_id,avg_kurs_jual,avg_kurs_beli,avg_kurs_tengah,min_kurs_tengah,max_kurs_tengah,jumlah_hari_trading
2020,14645.12,14499.4,14572.26,13612.0,16741.0,249
2021,14383.52,14240.4,14311.96,13875.0,14648.0,256
2022,14944.96,14796.25,14870.61,14270.0,15742.0,246
2023,15331.33,15178.78,15255.05,14632.0,15946.0,239
2024,15926.13,15767.67,15846.9,15092.0,16458.0,238
