waktu_id,bandara_id,kategori,pesawat_dtg,pesawat_brk,pesawat_total,penumpang_dtg,penumpang_brk,penumpang_total,penumpang_tra,bagasi_dtg,bagasi_brk,bagasi_total,barang_dtg,barang_brk,barang_total,pos_dtg,pos_brk,pos_total
2021,99,DOMESTIK,7753,7768,15521,512592,447888,960.48,59527,2737208,2208287,4945495,8106555,3965012,12071567,0,0,0
2022,99,DOMESTIK,7808,7807,15615,623769,553405,1177174,70797,4550005,4004519,8554524,8209311,4820545,13029856,0,0,0
2023,99,DOMESTIK,8001,7999,16,645987,636475,1282462,15259,4925213,4147832,9073045,7487302,3867791,11355093,91,13,104
2024,99,DOMESTIK,6837,6833,13.67,590444,594.71,1185154,38622,4659814,3887275,8547089,9123644,2975411,12099055,0,905,905
2020,99,INTERNASIONAL,52,55,107,1858,1899,3757,1,10868,13699,24567,0,1,1,0,0,0
2021,99,INTERNASIONAL,13,12,25,231,47,278,0,2102,750,2852,90,190,280,0,0,0
2022,99,INTERNASIONAL,11,16,27,8,48,56,0,0,0,0,0,0,0,0,0,0
2023,99,INTERNASIONAL,21,24,45,103,26,129,0,0,0,0,0,0,0,0,0,0
2024,99,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,227,DOMESTIK,1191,1.19,2381,48.06,47513,95573,650,243597,183415,427012,287732,52247,339979,0,0,0
2021,227,DOMESTIK,1369,1371,2.74,52634,55174,107808,59,232787,188271,421058,312566,61631,374197,0,0,0
2022,227,DOMESTIK,1088,1087,2175,45991,50796,96787,0,262108,260625,522733,311065,64656,375721,0,0,0
2023,227,DOMESTIK,945,944,1889,40321,42836,83157,0,250155,219766,469921,345563,79509,425072,0,0,0
2024,227,DOMESTIK,635,636,1271,28566,30253,58819,0,179231,156608,335839,279688,71712,351.4,0,0,0
2020,108,DOMESTIK,2888,2887,5775,167745,163422,331167,108,1061079,739072,1800151,201.87,57035,258905,0,0,0
2021,108,DOMESTIK,2845,2847,5692,178891,184974,363865,0,0,0,0,1530066,451542,1981608,0,0,0
2022,108,DOMESTIK,3607,3606,7213,302879,294024,596903,0,1630772,585,2215772,276253,83556,359809,0,0,0
2023,108,DOMESTIK,4521,4541,9062,444733,465941,910674,31.52,3897222,4076667,7973889,1351503,392594,1744097,0,0,0
2024,108,DOMESTIK,4161,4163,8324,474928,495544,970472,34231,4304596,4426788,8731384,1610208,526419,2136627,0,0,0
2024,108,INTERNASIONAL,77,76,153,6948,6316,13264,0,50906,46574,97.48,15,0,15,0,0,0
2020,9,DOMESTIK,546,546,1092,25.62,28368,53988,0,88853,56176,145029,120504,16651,137155,4979,1497,6476
2021,9,DOMESTIK,421,421,842,22074,22098,44172,0,55.31,35536,90846,169515,35429,204944,3457,0,3457
2022,9,DOMESTIK,391,391,782,22202,22195,44397,0,80669,82076,162745,229542,20322,249864,268,0,268
2023,9,DOMESTIK,361,361,722,19322,19.44,38762,0,87776,90.13,177906,157.64,15707,173347,601,220,821
2024,9,DOMESTIK,354,354,708,20404,20603,41007,0,99857,99368,199225,153803,22779,176582,2559,707,3266
2020,184,DOMESTIK,690,690,1.38,3953,4398,8351,0,12124,10346,22.47,1346,2248,3594,0,0,0
2021,184,DOMESTIK,602,602,1204,2988,3584,6572,0,12473,15549,28022,14603,1063,15666,0,0,0
2022,184,DOMESTIK,390,390,780,2.76,3074,5834,0,17188,16.37,33558,3954,1058,5012,0,0,0
2023,184,DOMESTIK,513,514,1027,3972,4153,8125,0,24028,24005,48033,255,73,328,0,10,10
2024,184,DOMESTIK,708,716,1424,5371,5516,10887,3,24524,22064,46588,200,0,200,0,0,0
2020,180,DOMESTIK,213,213,426,5641,5082,10723,0,25759,31346,57105,57494,5113,62607,0,0,0
2021,180,DOMESTIK,308,308,616,10.49,11646,22136,0,19559,30501,50.06,45842,6666,52508,0,0,0
2022,180,DOMESTIK,175,175,350,6597,6913,13.51,0,15083,18232,33315,12792,2642,15434,0,0,0
2023,180,DOMESTIK,149,149,298,5216,5029,10245,0,14076,11164,25.24,1586,0,1586,1319,250,1569
2024,180,DOMESTIK,223,225,448,7302,6583,13885,8,19036,12319,31355,4601,0,4601,0,1,1
2020,181,DOMESTIK,298,300,598,13552,14.87,28422,0,20071,17629,37.7,11956,3865,15821,0,0,0
2021,181,DOMESTIK,465,463,928,12218,12357,24575,491,26.49,22777,49267,20544,5.87,26414,0,0,0
2022,181,DOMESTIK,294,295,589,9504,10139,19643,157,37723,34118,71841,23057,3882,26939,0,0,0
2023,181,DOMESTIK,247,248,495,1498,1851,3349,0,12546,13527,26073,1368,230,1598,0,0,0
2024,181,DOMESTIK,308,308,616,1958,2287,4245,0,12192,14566,26758,10,8,18,0,0,0
2020,16,DOMESTIK,884,884,1768,28105,28585,56.69,12.96,85313,87253,172566,37948,341,38289,0,0,0
2021,16,DOMESTIK,842,842,1684,21472,23224,44696,13836,64.71,66026,130736,29883,6109,35992,0,0,0
2022,16,DOMESTIK,468,480,948,17296,17448,34744,4101,53254,61855,115109,67654,9258,76912,0,0,0
2023,16,DOMESTIK,730,725,1455,18851,20086,38937,17058,86599,110543,197142,45608,5957,51565,0,0,0
2024,16,DOMESTIK,480,675,1155,13699,18267,31966,13145,57062,105508,162.57,28.94,7462,36402,0,0,0
2020,62,DOMESTIK,1.53,1531,3061,55743,54973,110716,17.96,177486,156453,333939,150589,40206,190795,0,0,0
2021,62,DOMESTIK,1525,1523,3048,117454,56027,173481,13.53,176867,151403,328.27,140953,22463,163416,0,0,0
2022,62,DOMESTIK,1277,1278,2555,54.52,56021,110541,7699,233889,187.43,421319,228754,61868,290622,0,0,0
2023,62,DOMESTIK,1314,1314,2628,53623,53925,107548,14476,276256,235277,511533,210746,44949,255695,0,0,0
2024,62,DOMESTIK,1104,1104,2208,43328,43246,86574,14.23,232.09,208633,440723,206322,40927,247249,0,0,0
2020,111,DOMESTIK,466,466,932,25404,25584,50988,0,66365,57976,124341,125027,17062,142089,0,0,0
2021,111,DOMESTIK,316,316,632,17753,15.65,33403,0,58449,35032,93481,143077,13855,156932,0,0,0
2022,111,DOMESTIK,309,309,618,16544,14018,30562,0,75969,31304,107273,117825,16885,134.71,0,0,0
2023,111,DOMESTIK,328,328,656,17229,15872,33101,0,76078,48886,124964,122.86,18631,141491,0,0,0
2024,111,DOMESTIK,475,476,951,28873,27759,56632,0,131865,101082,232947,117647,26779,144426,0,0,0
2020,122,DOMESTIK,116,116,232,3858,3903,7761,0,23642,18568,42.21,25.45,3209,28659,0,0,0
2021,122,DOMESTIK,107,107,214,4897,4521,9418,0,16589,8765,25354,6758,189,6947,0,0,0
2022,122,DOMESTIK,232,233,465,10.41,10362,20772,0,35333,30.78,66113,19921,0,19921,0,0,0
2023,122,DOMESTIK,183,179,362,8751,8.58,17331,0,34364,31996,66.36,24151,266,24417,0,2,2
2024,122,DOMESTIK,142,140,282,6569,6396,12965,0,28294,25727,54021,14557,0,14557,0,0,0
2020,125,DOMESTIK,5853,5846,11699,447016,441939,888955,763,2935902,2657839,5593741,11331571,3610574,14942145,1163,15521,16684
2021,125,DOMESTIK,5772,5753,11525,442587,446824,889411,17505,3553121,3618049,7171170,12748446,3319880,16068326,140,8642,8782
2022,125,DOMESTIK,6577,6517,13094,603.37,607863,1211233,27643,5606672,5632704,11239376,12568529,3222723,15791252,41,1896,1937
2023,125,DOMESTIK,7607,7623,15.23,744827,724399,1469226,30.64,7184157,6801586,13985743,10399446,3426320,13825766,1812,44,1856
2024,125,DOMESTIK,7777,7762,15539,756765,767133,1523898,17689,7404216,7079710,14483926,11926402,4192542,16118944,0,0,0
2020,125,INTERNASIONAL,230,237,467,26768,21502,48.27,0,379727,248565,628292,3533,305503,309036,0,0,0
2021,125,INTERNASIONAL,183,210,393,16718,1052,17.77,0,294054,24998,319052,783,510922,511705,0,0,0
2022,125,INTERNASIONAL,251,304,555,23669,15372,39041,0,419.24,223194,642434,3565,293187,296752,0,0,0
2023,125,INTERNASIONAL,687,685,1372,90685,88893,179578,0,1319881,1129789,2449670,17457,291696,309153,0,0,0
2024,125,INTERNASIONAL,839,882,1721,110.74,114456,225196,4329,1620015,1275457,2895472,3589,296027,299616,0,0,0
2020,140,DOMESTIK,108,108,216,3537,3602,7139,0,8015,4345,12.36,2992,1398,4.39,0,0,0
2021,140,DOMESTIK,46,46,92,970,967,1937,626,1814,1736,3.55,74,0,74,0,0,0
2022,140,DOMESTIK,259,257,516,3621,3.11,6731,0,12727,6.63,19357,0,0,0,0,0,0
2023,140,DOMESTIK,223,222,445,2775,2537,5312,5039,16727,6966,23693,0,0,0,15,0,15
2024,140,DOMESTIK,154,147,301,1518,1461,2979,945,8163,6901,15064,0,0,0,4,1,5
2020,70,DOMESTIK,1237,1226,2463,101993,123005,224998,0,616.84,573332,1190172,1698225,666907,2365132,7,0,7
2021,70,DOMESTIK,890,897,1787,87649,91938,179587,0,1630844,596766,2227610,1722231,501.76,2223991,0,0,0
2022,70,DOMESTIK,1586,1528,3114,149084,146837,295921,0,1575121,1269683,2844804,4318474,381101,4699575,0,0,0
2023,70,DOMESTIK,1778,1761,3539,167021,168893,335914,1,1786520,1453604,3240124,3590865,626399,4217264,2,687,689
2024,70,DOMESTIK,1887,1883,3.77,169272,170545,339817,6,1802214,1487959,3290173,5061771,1049573,6111344,2,0,2
2020,166,DOMESTIK,2521,2486,5007,219538,222989,442527,9529,1278796,817044,2095840,4664057,1897333,6561390,110.98,19522,130502
2021,166,DOMESTIK,2762,2756,5518,217814,217998,435812,0,1671605,1255112,2926717,7668911,2271439,9940350,0,0,0
2022,166,DOMESTIK,3644,3647,7291,325691,330073,655764,0,3050221,2380335,5430556,8142925,3912759,12055684,0,0,0
2023,166,DOMESTIK,3865,3871,7736,378209,380655,758864,18708,3585718,2773545,6359263,6923723,4098959,11022682,1,3,4
2024,166,DOMESTIK,3861,3.86,7721,399983,403355,803338,21788,3887088,3060358,6947446,9340578,3303140,12643718,4,444,448
2020,213,DOMESTIK,96,96,192,3774,3748,7522,0,10207,11657,21864,4966,1.44,6406,0,0,0
2021,213,DOMESTIK,47,46,93,1325,1399,2724,0,6068,5252,11.32,40,0,40,0,0,0
2022,213,DOMESTIK,84,84,168,3146,3243,6389,0,17326,17692,35018,55,0,55,0,0,0
2023,213,DOMESTIK,56,56,112,1873,1595,3468,0,14549,12706,27255,0,0,0,3,9,12
2024,213,DOMESTIK,53,51,104,1773,1726,3499,0,11746,10179,21925,137,0,137,0,0,0
2020,120,DOMESTIK,1011,1008,2019,58447,54501,112948,7.28,400024,345112,745136,406566,160227,566793,197,3957,4154
2021,120,DOMESTIK,858,858,1716,60622,61031,121653,5362,519759,432554,952313,798722,164886,963608,0,0,0
2022,120,DOMESTIK,995,995,1.99,80447,89235,169682,3552,727898,610897,1338795,812219,284714,1096933,0,0,0
2023,120,DOMESTIK,911,911,1822,85642,86268,171.91,1222,782658,661827,1444485,630966,231455,862421,0,0,0
2024,120,DOMESTIK,788,788,1576,87587,89661,177248,94,839.28,704086,1543366,514413,173297,687.71,0,0,0
2020,151,DOMESTIK,15,15,30,129,179,308,0,927,746,1673,0,0,0,0,0,0
2021,151,DOMESTIK,114,114,228,754,731,1485,0,13176,4536,17712,0,0,0,0,0,0
2022,151,DOMESTIK,51,51,102,279,313,592,0,1977,1574,3551,0,0,0,0,0,0
2023,151,DOMESTIK,111,110,221,1036,1099,2135,0,6203,3654,9857,0,0,0,0,0,0
2024,151,DOMESTIK,108,108,216,1031,1081,2112,0,5318,4756,10074,0,0,0,0,0,0
2020,170,DOMESTIK,125,125,250,2799,2752,5551,0,11428,8661,20089,6077,635,6712,0,0,0
2021,170,DOMESTIK,7,7,14,113,94,207,0,1058,59,1117,0,0,0,0,0,0
2022,170,DOMESTIK,3,3,6,37,37,74,0,0,0,0,0,0,0,0,0,0
2023,170,DOMESTIK,3,3,6,25,25,50,0,19,14,33,0,0,0,0,0,0
2024,170,DOMESTIK,102,102,204,490,469,959,6,1541,46157,47698,1,0,1,11,0,11
2020,225,DOMESTIK,79,79,158,2913,2472,5385,0,6668,2938,9606,0,0,0,0,0,0
2021,225,DOMESTIK,14,14,28,357,475,832,0,734,546,1.28,0,0,0,0,0,0
2022,225,DOMESTIK,12,12,24,289,267,556,0,1253,743,1996,0,0,0,0,0,0
2023,225,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,225,DOMESTIK,89,89,178,426,551,977,0,2034,2653,4687,0,0,0,0,0,0
2024,138,DOMESTIK,2,2,4,110,104,214,51,1028097,692,1720186,127,12,139,0,0,0
2020,130,DOMESTIK,663,663,1326,26641,26976,53617,0,110719,82817,193536,26276,2913,29189,0,0,0
2021,130,DOMESTIK,836,836,1672,21668,21104,42772,0,104777,79872,184649,165347,5187,170534,0,0,0
2022,130,DOMESTIK,652,652,1304,25498,25965,51463,0,117307,108899,226206,47184,4644,51828,0,0,0
2023,130,DOMESTIK,590,591,1181,26919,27554,54473,0,121885,121306,243191,32975,4.47,37445,0,0,0
2024,130,DOMESTIK,308,308,616,24421,23739,48.16,18,151292,129003,280295,56453,80993,137446,0,0,0
2020,226,DOMESTIK,32288,32215,64503,2910327,1797572,4707899,1319468,16725196,12107642,28832838,40346047,25220918,65566965,36332,47726,84058
2021,226,DOMESTIK,33714,33639,67353,3234212,1763972,4998184,1658538,23828593,15815621,39644214,50027626,27534172,77561798,29628,25856,55484
2022,226,DOMESTIK,38.7,38687,77387,4674139,2553138,7227277,2326061,41313879,24157756,65471635,51747058,30433414,82180472,7874,20641,28515
2023,226,DOMESTIK,39949,39985,79934,4991238,2781117,7772355,2375105,43242152,26089525,69331677,47903823,30261219,78165042,2047,9532,11579
2024,226,DOMESTIK,35687,35657,71344,4554212,4675774,9229986,1686405,40153518,26806019,66959537,57786167,37103087,94889254,13201,17.97,31171
2020,226,INTERNASIONAL,182,245,427,36697,33.01,69707,0,877659,375817,1253476,9029,682862,691891,0,5345,5345
2021,226,INTERNASIONAL,17,97,114,12,7,19,134,81,171,252,0,1263606,1263606,0,0,0
2022,226,INTERNASIONAL,345,361,706,80085,83438,163523,32,1455101,1114056,2569157,1435,462037,463472,19.12,4085,23205
2023,226,INTERNASIONAL,896,916,1812,162895,155913,318808,167,3077431,1862078,4939509,313628,1571422,1885050,6004,5339,11343
2024,226,INTERNASIONAL,855,869,1724,160665,166998,327663,8,3497048,2155160,5652208,7409,686063,693472,1,2,3
2020,101,DOMESTIK,262,262,524,12212,12549,24761,0,18134,19241,37375,0,0,0,0,0,0
2021,101,DOMESTIK,145,145,290,4513,5186,9699,0,16514,17999,34513,0,0,0,0,0,0
2022,101,DOMESTIK,54,54,108,2213,2411,4624,0,6824,6983,13807,0,0,0,0,0,0
2023,101,DOMESTIK,107,109,216,1224,1418,2642,17,5553,5695,11248,0,0,0,2,0,2
2024,101,DOMESTIK,1,1,2,12,12,24,0,0,0,0,0,0,0,0,0,0
2020,177,DOMESTIK,179,179,358,9047,8476,17523,0,24105,14813,38918,13964,1157,15121,0,0,0
2021,177,DOMESTIK,166,166,332,6371,6404,12775,0,24399,18787,43186,12355,1408,13763,0,0,0
2022,177,DOMESTIK,142,142,284,5903,6.17,12073,0,30708,23451,54159,17825,1957,19782,0,0,0
2023,177,DOMESTIK,81,79,160,2684,2812,5496,0,15535,11021,26556,7107,1313,8.42,0,0,0
2024,177,DOMESTIK,1,1,2,27,0,27,0,0,0,0,0,400,400,0,0,0
2020,106,DOMESTIK,582,582,1164,29358,29565,58923,1054,122043,89.31,211353,28176,2006,30182,0,0,0
2021,106,DOMESTIK,429,429,858,18638,19514,38152,0,88091,73221,161312,27941,2471,30412,0,0,0
2022,106,DOMESTIK,620,620,1.24,31921,32122,64043,3376,155.45,137596,293046,44116,4766,48882,0,0,0
2023,106,DOMESTIK,856,856,1712,35.31,35888,71198,16036,185697,149385,335082,54919,4.73,59649,0,0,0
2024,106,DOMESTIK,612,612,1224,32177,32014,64191,14.1,201682,133618,335.3,51083,6396,57479,0,0,0
2020,7,DOMESTIK,5222,5218,10.44,310092,271737,581829,32228,1969623,1680103,3649726,3565809,2185142,5750951,0,0,0
2021,7,DOMESTIK,6074,6066,12.14,360385,336947,697332,37772,2732920,2452725,5185645,4541987,2705115,7247102,0,0,0
2022,7,DOMESTIK,6439,6426,12865,468.64,469976,938616,52358,4287273,3850066,8137339,5094981,2555010,7649991,0,0,0
2023,7,DOMESTIK,4655,4669,9324,378293,332491,710784,46419,3258995,2823973,6082968,4414266,2354091,6768357,0,0,0
2024,7,DOMESTIK,4558,4549,9107,406685,405816,812501,58612,3671907,3212511,6884418,5110430,2326233,7436663,0,0,0
2020,7,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,7,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,7,INTERNASIONAL,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7,INTERNASIONAL,7,7,14,43,0,43,0,0,0,0,7526,6058,13584,0,0,0
2024,7,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,119,DOMESTIK,706,713,1419,22.5,20553,43053,0,79029,45607,124636,96191,55732,151923,37489,38326,75815
2021,119,DOMESTIK,963,963,1926,32026,32.09,64116,8966,139696,103729,243425,174539,51865,226404,38781,38.96,77741
2022,119,DOMESTIK,1004,1005,2009,43135,54323,97458,0,314053,242.46,556513,157773,86.71,244483,16336,16281,32617
2023,119,DOMESTIK,729,721,1.45,37089,46721,83.81,10132,285046,211613,496659,118324,84759,203083,1,0,1
2024,119,DOMESTIK,735,726,1461,41678,50826,92504,9904,350817,249606,600423,135257,51727,186984,1,88,89
2020,201,DOMESTIK,350,348,698,13172,12878,26.05,0,88732,57162,145894,49471,10.81,60281,0,0,0
2021,201,DOMESTIK,438,430,868,17272,17972,35244,0,79925,42.81,122735,85016,66508,151524,0,0,0
2022,201,DOMESTIK,472,472,944,19025,19344,38369,0,120747,77238,197985,111111,134.67,245781,0,0,0
2023,201,DOMESTIK,460,460,920,17549,17719,35268,0,114418,65622,180.04,96696,107864,204.56,0,0,0
2024,201,DOMESTIK,505,505,1.01,19234,18869,38103,0,137629,80432,218061,101924,67188,169112,0,0,0
2020,221,DOMESTIK,2546,2544,5.09,181511,175023,356534,17597,1707060,1263680,2970740,2666556,689068,3355624,0,0,0
2021,221,DOMESTIK,2768,2768,5536,171212,194843,366055,7278,1505148,1249167,2754315,3183614,567943,3751557,0,0,0
2022,221,DOMESTIK,4.35,4358,8708,309497,311943,621.44,0,2422217,1786228,4208445,4058237,827934,4886171,6,0,6
2023,221,DOMESTIK,4735,4727,9462,367162,366797,733959,9843,3469808,2303401,5773209,3964574,961.6,4926174,3422,206,3628
2024,221,DOMESTIK,4558,4562,9.12,393232,387862,781094,14455,3675681,2418912,6094593,6620940,1152018,7772958,0,5,5
2020,68,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,68,DOMESTIK,51,51,102,134,250,384,0,4501,8172,12673,0,0,0,0,0,0
2022,68,DOMESTIK,45,49,94,179,230,409,0,2041,2935,4976,9,4,13,285,3,288
2023,68,DOMESTIK,52,52,104,366,398,764,0,2331,2391,4722,0,0,0,0,0,0
2024,68,DOMESTIK,47,47,94,221,365,586,0,699,870,1569,0,0,0,0,0,0
2020,107,DOMESTIK,175,176,351,7877,7202,15079,0,28639,18122,46761,0,0,0,0,0,0
2021,107,DOMESTIK,222,222,444,6123,3908,10031,0,58294,17988,76282,1962,228,2.19,0,0,0
2022,107,DOMESTIK,330,327,657,12487,9848,22335,0,128957,61552,190509,0,0,0,0,0,0
2023,107,DOMESTIK,509,508,1017,21261,20485,41746,0,206269,141928,348197,0,0,0,0,0,0
2024,107,DOMESTIK,517,517,1034,25792,25565,51357,0,247421,192901,440322,0,0,0,0,0,0
2020,194,DOMESTIK,71,71,142,1266,1789,3055,0,4.93,3353,8283,0,0,0,0,0,0
2021,194,DOMESTIK,36,36,72,555,634,1189,0,2.64,288,2928,0,0,0,0,0,0
2022,194,DOMESTIK,226,226,452,4.43,4771,9201,0,9295,6771,16066,0,0,0,0,0,0
2023,194,DOMESTIK,244,243,487,5321,5419,10.74,1025,34747,28.97,63717,0,0,0,0,0,0
2024,194,DOMESTIK,313,313,626,6246,6621,12867,2478,35371,29143,64514,0,0,0,0,0,0
2020,160,DOMESTIK,120,120,240,5007,4948,9955,0,10717,5454,16171,0,0,0,4.26,4526,8786
2021,160,DOMESTIK,2,2,4,48,70,118,0,0,0,0,0,0,0,0,0,0
2022,160,DOMESTIK,5,5,10,47,175,222,0,0,0,0,0,0,0,0,0,0
2023,160,DOMESTIK,5,5,10,146,103,249,0,498,200,698,0,0,0,0,0,0
2024,160,DOMESTIK,2,2,4,9,9,18,0,110,120,230,0,0,0,0,0,0
2020,154,DOMESTIK,127,127,254,5744,5297,11041,0,8214,6604,14818,0,0,0,0,0,0
2021,154,DOMESTIK,103,103,206,5071,4949,10.02,81,12157,22519,34676,0,0,0,0,0,0
2022,154,DOMESTIK,163,192,355,6.7,7.09,13.79,0,25315,19816,45131,0,0,0,0,0,0
2023,154,DOMESTIK,126,128,254,4359,3667,8026,1487,21274,12434,33708,0,0,0,0,0,0
2024,154,DOMESTIK,50,48,98,2342,1609,3951,0,9309,5484,14793,0,0,0,0,0,0
2020,132,DOMESTIK,2275,2.28,4555,166027,164.95,330977,6328,1211490,963675,2175165,1259502,1321189,2580691,0,0,0
2021,132,DOMESTIK,2976,2991,5967,208.69,213671,422361,0,1612954,1251776,2864730,1422901,1829463,3252364,0,0,0
2022,132,DOMESTIK,2756,2771,5527,235661,238.39,474051,1355,2058110,1502437,3560547,982199,1645102,2627301,0,0,0
2023,132,DOMESTIK,3036,3056,6092,246635,240677,487312,21733,2047763,1651961,3699724,1071474,2008166,3079640,8,0,8
2024,132,DOMESTIK,3062,3067,6129,208314,232974,441288,35516,1730445,1520508,3250953,1294102,1692354,2986456,21,0,21
2020,149,DOMESTIK,298,318,616,1384,1063,2447,0,7136,8222,15358,3785,79488,83273,0,0,0
2021,149,DOMESTIK,304,304,608,1441,1328,2769,0,3344,7444,10788,660,43074,43734,0,0,0
2022,149,DOMESTIK,276,276,552,1.34,1181,2521,0,5747,6605,12352,1976,24516,26492,0,0,0
2023,149,DOMESTIK,284,284,568,1375,1157,2532,0,6852,6998,13.85,4124,29993,34117,0,0,0
2024,149,DOMESTIK,224,224,448,1421,1591,3012,0,5447,5744,11191,2346,547,2893,0,0,0
2020,64,DOMESTIK,178,179,357,10521,9272,19793,0,67316,44.52,111836,338863,10041,348904,34,82,116
2021,64,DOMESTIK,429,429,858,14058,13685,27743,0,102.69,85172,187862,35635,21126,56761,0,0,0
2022,64,DOMESTIK,668,666,1334,33282,32962,66244,0,234482,187.67,422152,47686,18027,65713,0,0,0
2023,64,DOMESTIK,677,686,1363,25485,25.11,50595,9,151371,114503,265874,43231,17308,60539,0,13,13
2024,64,DOMESTIK,951,952,1903,26.99,26095,53085,0,166704,126577,293281,49488,8531,58019,0,0,0
2020,97,DOMESTIK,131,130,261,7.62,7203,14823,60,58025,48283,106308,31402,44813,76215,0,0,0
2021,97,DOMESTIK,366,366,732,10963,12117,23228,475,76041,78896,154937,46885,105991,152876,0,0,0
2022,97,DOMESTIK,647,640,1287,16404,15969,32373,532,107524,103614,211138,52.88,19988,72868,3,220,223
2023,97,DOMESTIK,713,713,1426,17954,18288,36242,573,112664,90121,202785,45528,96146,141674,0,0,0
2024,97,DOMESTIK,797,795,1592,19132,19049,38181,584,121172,90671,211843,46022,106869,152891,0,465,465
2020,32,DOMESTIK,2031,2034,4065,62.98,66556,129536,0,60742,60384,121126,17434,11594,29028,0,0,0
2021,32,DOMESTIK,1495,1498,2993,50949,41422,92371,0,181,2508,2689,1092,404,1496,0,0,0
2022,32,DOMESTIK,1896,1896,3792,76.21,76209,152419,0,0,0,0,0,0,0,0,0,0
2023,32,DOMESTIK,1393,1386,2779,39526,44546,84072,0,148691,147255,295946,12557,4637,17194,0,266,266
2024,32,DOMESTIK,1027,1026,2053,22593,24073,46666,0,239128,203711,442839,17252,3082,20334,0,0,0
2020,15,DOMESTIK,1721,1721,3442,61213,59473,120686,29858,588472,519,1107472,431312,131907,563219,0,11,11
2021,15,DOMESTIK,1996,1995,3991,72664,71499,144163,40922,761.53,636032,1397562,535332,243568,778.9,0,0,0
2022,15,DOMESTIK,2019,2.02,4039,103475,105353,208828,99228,974557,826.35,1800907,502397,281935,784332,42149,14709,56858
2023,15,DOMESTIK,1661,1662,3323,108587,110269,218856,78673,967921,840158,1808079,456388,344951,801339,0.0,0.0,0.0
2024,15,DOMESTIK,1383,1386,2769,97277,128854,226131,29072,1004595,868931,1873526,469176,267397,736573,286,0,286
2020,15,INTERNASIONAL,35,34,69,167,121,288,535,2681,1621,4302,0,0,0,0,0,0
2021,15,INTERNASIONAL,63,60,123,19,23,42,1315,80,105,185,0,0,0,0,0,0
2022,15,INTERNASIONAL,47,48,95,0,12,12,0,0,0,0,0,0,0,0,0,0
2023,15,INTERNASIONAL,15,13,28,7,46,53,7,105,593,698,0.0,0.0,0.0,0.0,0.0,0.0
2024,15,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,51,DOMESTIK,20839,20844,41683,381748,409095,790843,48461,2659934,2839694,5499628,7067799,118220652,125288451,0,0,0
2021,51,DOMESTIK,21742,21746,43488,646943,660254,1307197,0,92209,5727180,5534322,9518202,101325272,110843474,0,0,0
2022,51,DOMESTIK,25645,25696,51341,862.76,689656,1552416,174814,7722851,7432090,15154941,10569568,123664999,134234567,0,0,0
2023,51,DOMESTIK,22811,22.88,45691,852648,728926,1581574,146005,7294057,6936748,14230805,9451645,120835991,130287636,0,131,131
2024,51,DOMESTIK,22642,22662,45304,935645,938271,1873916,65778,8567569,8234761,16802330,12380798,114430573,126811371,348,54597,54945
2020,51,INTERNASIONAL,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,51,INTERNASIONAL,62,64,126,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,51,INTERNASIONAL,142,138,280,26,18,44,0,0,0,0,0,1225,1225,0,0,0
2023,51,INTERNASIONAL,39,24,63,324,59,383,0,732,0,732,0,23215,23215,0,0,0
2024,51,INTERNASIONAL,33,37,70,132,136,268,84,2262,729,2991,0,18838,18838,0,0,0
2020,235,DOMESTIK,354,354,708,11196,11671,22867,0,104566,82183,186749,3026,1086,4112,0,0,0
2021,235,DOMESTIK,321,321,642,9536,9.1,18636,0,93083,93069,186152,0,0,0,0,0,0
2022,235,DOMESTIK,334,216,550,11677,7939,19616,0,90021,59253,149274,23402,400,23802,0,0,0
2023,235,DOMESTIK,390,389,779,14008,14354,28362,0,107608,101248,208856,8769,2.01,10779,0,0,0
2024,235,DOMESTIK,352,353,705,12096,12466,24562,0,97329,90756,188085,15768,1994,17762,0,0,0
2020,228,DOMESTIK,13967,13986,27953,73.42,62837,136257,0,604412,297,901412,120228614,4112600,124341214,0,0,0
2021,228,DOMESTIK,13184,13307,26491,69159,63.45,132609,0,432022,237085,669107,113840846,4618829,118459675,0,0,0
2022,228,DOMESTIK,10329,10337,20666,100472,99331,199803,10,853693,725337,1579030,83647626,3966954,87614580,2,633,635
2023,228,DOMESTIK,14123,14233,28356,148774,145037,293811,18,1288728,854953,2143681,115954903,5636911,121591814,20,1232,1252
2024,228,DOMESTIK,15772,15933,31705,174334,168.57,342904,23,2239257,1140457,3379714,116735287,6358891,123094178,0,0,0
2020,152,DOMESTIK,6837,6837,13674,8831,11605,20436,0,14806,75462,90268,114008,3098713,3212721,0,0,0
